,county_code,voivod_code,county_x,voivodship,county_area,voivod_area,county_ratio_by_area,county_y,2017_county_pop,2018_county_pop,2019_county_pop,2020_county_pop,2021_county_pop,2017_voivod_pop,2018_voivod_pop,2019_voivod_pop,2020_voivod_pop,2021_voivod_pop,county_pop_mean,voivod_pop_mean,2017_county_ratio_by_pop,2018_county_ratio_by_pop,2019_county_ratio_by_pop,2020_county_ratio_by_pop,2021_county_ratio_by_pop,county_ratio_by_pop
10,211000,200000,powiat lubiński,dolnośląskie,712.0,19947.0,0.035695,powiat lubiński,106088,106088,106088,104664,103952,2901430,2901925,2898312,2910229,2898212,105376,2902021,0.036564,0.036558,0.036603,0.035964,0.035868,0.036311
11,212000,200000,powiat lwówecki,dolnośląskie,710.0,19947.0,0.035594,powiat lwówecki,46150,46150,46150,44020,43310,2901430,2901925,2898312,2910229,2898212,45156,2902021,0.015906,0.015903,0.015923,0.015126,0.014944,0.01556
12,213000,200000,powiat milicki,dolnośląskie,715.0,19947.0,0.035845,powiat milicki,37180,37180,37180,36465,35750,2901430,2901925,2898312,2910229,2898212,36751,2902021,0.012814,0.012812,0.012828,0.01253,0.012335,0.012664
13,214000,200000,powiat oleśnicki,dolnośląskie,1049.0,19947.0,0.052589,powiat oleśnicki,106998,106998,106998,106998,105949,2901430,2901925,2898312,2910229,2898212,106788,2902021,0.036878,0.036871,0.036917,0.036766,0.036557,0.036798
14,215000,200000,powiat oławski,dolnośląskie,524.0,19947.0,0.02627,powiat oławski,76504,76504,76504,77552,77552,2901430,2901925,2898312,2910229,2898212,76923,2902021,0.026368,0.026363,0.026396,0.026648,0.026759,0.026507
15,216000,200000,powiat polkowicki,dolnośląskie,779.0,19947.0,0.039053,powiat polkowicki,63099,63099,63099,61541,61541,2901430,2901925,2898312,2910229,2898212,62475,2902021,0.021748,0.021744,0.021771,0.021146,0.021234,0.021528
16,217000,200000,powiat strzeliński,dolnośląskie,622.0,19947.0,0.031183,powiat strzeliński,44162,43540,43540,42296,42296,2901430,2901925,2898312,2910229,2898212,43166,2902021,0.015221,0.015004,0.015023,0.014534,0.014594,0.014874
17,218000,200000,powiat średzki,dolnośląskie,704.0,19947.0,0.035294,powiat średzki,53504,54208,54912,57728,57728,2901430,2901925,2898312,2910229,2898212,55616,2902021,0.018441,0.01868,0.018946,0.019836,0.019918,0.019165
18,219000,200000,powiat świdnicki,dolnośląskie,741.0,19947.0,0.037148,powiat świdnicki,158574,157833,157092,153387,152646,2901430,2901925,2898312,2910229,2898212,155906,2902021,0.054654,0.054389,0.054201,0.052706,0.052669,0.053723
19,220000,200000,powiat trzebnicki,dolnośląskie,1025.0,19947.0,0.051386,powiat trzebnicki,84050,85075,85075,87125,87125,2901430,2901925,2898312,2910229,2898212,85690,2902021,0.028968,0.029317,0.029353,0.029938,0.030062,0.029528
20,221000,200000,powiat wałbrzyski,dolnośląskie,430.0,19947.0,0.021557,powiat wałbrzyski,56330,55900,55470,54180,53320,2901430,2901925,2898312,2910229,2898212,55040,2902021,0.019415,0.019263,0.019139,0.018617,0.018398,0.018966
21,222000,200000,powiat wołowski,dolnośląskie,675.0,19947.0,0.03384,powiat wołowski,47250,47250,46575,46575,45900,2901430,2901925,2898312,2910229,2898212,46710,2902021,0.016285,0.016282,0.01607,0.016004,0.015837,0.016096
22,223000,200000,powiat wrocławski,dolnośląskie,1118.0,19947.0,0.056049,powiat wrocławski,140868,146458,150930,174408,178880,2901430,2901925,2898312,2910229,2898212,158308,2902021,0.048551,0.050469,0.052075,0.059929,0.061721,0.054551
23,224000,200000,powiat ząbkowicki,dolnośląskie,802.0,19947.0,0.040207,powiat ząbkowicki,65764,65764,64962,62556,61754,2901430,2901925,2898312,2910229,2898212,64160,2902021,0.022666,0.022662,0.022414,0.021495,0.021308,0.022109
24,225000,200000,powiat zgorzelecki,dolnośląskie,839.0,19947.0,0.042061,powiat zgorzelecki,90612,89773,88934,87256,86417,2901430,2901925,2898312,2910229,2898212,88598,2902021,0.03123,0.030936,0.030685,0.029983,0.029817,0.03053
25,226000,200000,powiat złotoryjski,dolnośląskie,576.0,19947.0,0.028877,powiat złotoryjski,44352,43776,43776,41472,41472,2901430,2901925,2898312,2910229,2898212,42969,2902021,0.015286,0.015085,0.015104,0.01425,0.01431,0.014807
26,261000,200000,powiat Jelenia Góra,dolnośląskie,109.0,19947.0,0.005464,powiat Jelenia Góra,79897,79352,78916,77390,76409,2901430,2901925,2898312,2910229,2898212,78392,2902021,0.027537,0.027345,0.027228,0.026592,0.026364,0.027013
27,262000,200000,powiat Legnica,dolnośląskie,56.0,19947.0,0.002807,powiat Legnica,99792,99232,98840,94640,93520,2901430,2901925,2898312,2910229,2898212,97204,2902021,0.034394,0.034195,0.034103,0.03252,0.032268,0.033495
28,264000,200000,powiat Wrocław,dolnośląskie,293.0,19947.0,0.014689,powiat Wrocław,639033,641084,643135,673900,674779,2901430,2901925,2898312,2910229,2898212,654386,2902021,0.220248,0.220917,0.2219,0.231563,0.232826,0.225493
29,265000,200000,powiat Wałbrzych,dolnośląskie,85.0,19947.0,0.004261,powiat Wałbrzych,113985,112965,111775,105400,103615,2901430,2901925,2898312,2910229,2898212,109548,2902021,0.039286,0.038928,0.038566,0.036217,0.035751,0.037749
30,401000,400000,powiat aleksandrowski,kujawsko-pomorskie,475.0,17971.4,0.026431,powiat aleksandrowski,55575,55100,55100,54150,54150,2081946,2078787,2071282,2032073,2015417,54815,2055901,0.026694,0.026506,0.026602,0.026648,0.026868,0.026662
31,402000,400000,powiat brodnicki,kujawsko-pomorskie,1040.0,17971.4,0.05787,powiat brodnicki,79040,79040,79040,78000,78000,2081946,2078787,2071282,2032073,2015417,78624,2055901,0.037964,0.038022,0.03816,0.038384,0.038702,0.038243
32,403000,400000,powiat bydgoski,kujawsko-pomorskie,1394.4,17971.4,0.07759,powiat bydgoski,115735,117129,118524,122707,124101,2081946,2078787,2071282,2032073,2015417,119639,2055901,0.05559,0.056345,0.057223,0.060385,0.061576,0.058193
33,404000,400000,powiat chełmiński,kujawsko-pomorskie,527.0,17971.4,0.029324,powiat chełmiński,52173,52173,52173,50065,50065,2081946,2078787,2071282,2032073,2015417,51329,2055901,0.02506,0.025098,0.025189,0.024637,0.024841,0.024967
34,405000,400000,powiat golubsko-dobrzyński,kujawsko-pomorskie,613.0,17971.4,0.03411,powiat golubsko-dobrzyński,45362,45362,44749,44136,43523,2081946,2078787,2071282,2032073,2015417,44626,2055901,0.021788,0.021821,0.021604,0.02172,0.021595,0.021706
35,406000,400000,powiat grudziądzki,kujawsko-pomorskie,728.0,17971.4,0.040509,powiat grudziądzki,40040,40040,40040,39312,39312,2081946,2078787,2071282,2032073,2015417,39748,2055901,0.019232,0.019261,0.019331,0.019346,0.019506,0.019334
36,407000,400000,powiat inowrocławski,kujawsko-pomorskie,1225.0,17971.4,0.068164,powiat inowrocławski,161700,160475,159250,154350,153125,2081946,2078787,2071282,2032073,2015417,157780,2055901,0.077668,0.077196,0.076885,0.075957,0.075977,0.076745
37,408000,400000,powiat lipnowski,kujawsko-pomorskie,1016.0,17971.4,0.056534,powiat lipnowski,66040,66040,66040,64008,62992,2081946,2078787,2071282,2032073,2015417,65024,2055901,0.03172,0.031769,0.031884,0.031499,0.031255,0.031628
38,409000,400000,powiat mogileński,kujawsko-pomorskie,675.0,17971.4,0.03756,powiat mogileński,45900,45900,45900,44550,43875,2081946,2078787,2071282,2032073,2015417,45225,2055901,0.022047,0.02208,0.02216,0.021923,0.02177,0.021998
39,410000,400000,powiat nakielski,kujawsko-pomorskie,1120.0,17971.4,0.062321,powiat nakielski,86240,86240,86240,84000,82880,2081946,2078787,2071282,2032073,2015417,85120,2055901,0.041423,0.041486,0.041636,0.041337,0.041123,0.041403
40,411000,400000,powiat radziejowski,kujawsko-pomorskie,607.0,17971.4,0.033776,powiat radziejowski,40669,40669,40062,38848,38848,2081946,2078787,2071282,2032073,2015417,39819,2055901,0.019534,0.019564,0.019342,0.019117,0.019275,0.019368
41,412000,400000,powiat rypiński,kujawsko-pomorskie,586.0,17971.4,0.032607,powiat rypiński,43950,43950,43364,42192,41606,2081946,2078787,2071282,2032073,2015417,43012,2055901,0.02111,0.021142,0.020936,0.020763,0.020644,0.020921
42,413000,400000,powiat sępoleński,kujawsko-pomorskie,791.0,17971.4,0.044014,powiat sępoleński,41132,41132,41132,39550,39550,2081946,2078787,2071282,2032073,2015417,40499,2055901,0.019757,0.019787,0.019858,0.019463,0.019624,0.019699
43,414000,400000,powiat świecki,kujawsko-pomorskie,1474.0,17971.4,0.082019,powiat świecki,98758,98758,98758,95810,95810,2081946,2078787,2071282,2032073,2015417,97578,2055901,0.047435,0.047508,0.04768,0.047149,0.047539,0.047462
44,415000,400000,powiat toruński,kujawsko-pomorskie,1230.0,17971.4,0.068442,powiat toruński,105780,107010,108240,111930,111930,2081946,2078787,2071282,2032073,2015417,108978,2055901,0.050808,0.051477,0.052257,0.055082,0.055537,0.053007
45,416000,400000,powiat tucholski,kujawsko-pomorskie,1075.0,17971.4,0.059817,powiat tucholski,48375,48375,48375,47300,47300,2081946,2078787,2071282,2032073,2015417,47945,2055901,0.023235,0.023271,0.023355,0.023277,0.023469,0.023321
46,417000,400000,powiat wąbrzeski,kujawsko-pomorskie,502.0,17971.4,0.027933,powiat wąbrzeski,34638,34638,34136,33132,33132,2081946,2078787,2071282,2032073,2015417,33935,2055901,0.016637,0.016663,0.016481,0.016305,0.016439,0.016506
47,418000,400000,powiat włocławski,kujawsko-pomorskie,1473.8,17971.4,0.082008,powiat włocławski,86954,86954,85480,84006,82532,2081946,2078787,2071282,2032073,2015417,85185,2055901,0.041766,0.041829,0.041269,0.04134,0.04095,0.041434
48,419000,400000,powiat żniński,kujawsko-pomorskie,985.0,17971.4,0.054809,powiat żniński,70920,70920,69935,68950,67965,2081946,2078787,2071282,2032073,2015417,69738,2055901,0.034064,0.034116,0.033764,0.033931,0.033723,0.033921
49,461000,400000,powiat Bydgoszcz,kujawsko-pomorskie,176.0,17971.4,0.009793,powiat Bydgoszcz,352352,350240,348304,339152,334048,2081946,2078787,2071282,2032073,2015417,344819,2055901,0.169242,0.168483,0.168159,0.1669,0.165746,0.167722
50,462000,400000,powiat Grudziądz,kujawsko-pomorskie,58.0,17971.4,0.003227,powiat Grudziądz,96048,95468,94772,91640,90654,2081946,2078787,2071282,2032073,2015417,93716,2055901,0.046134,0.045925,0.045755,0.045097,0.04498,0.045584
51,463000,400000,powiat Toruń,kujawsko-pomorskie,116.0,17971.4,0.006455,powiat Toruń,203000,202536,201956,199288,197548,2081946,2078787,2071282,2032073,2015417,200865,2055901,0.097505,0.09743,0.097503,0.098071,0.098018,0.097702
52,464000,400000,powiat Włocławek,kujawsko-pomorskie,84.2,17971.4,0.004685,powiat Włocławek,111565,110638,109712,104997,102471,2081946,2078787,2071282,2032073,2015417,107876,2055901,0.053587,0.053222,0.052968,0.05167,0.050844,0.052471
53,601000,600000,powiat bialski,lubelskie,2754.4,25122.6,0.109638,powiat bialski,112930,110176,110176,107421,107421,2126790,2113777,2108238,2056806,2039685,109624,2089059,0.053099,0.052123,0.05226,0.052227,0.052665,0.052475
54,602000,600000,powiat biłgorajski,lubelskie,1681.0,25122.6,0.066912,powiat biłgorajski,102541,100860,100860,99179,97498,2126790,2113777,2108238,2056806,2039685,100187,2089059,0.048214,0.047716,0.047841,0.04822,0.047801,0.047958
55,603000,600000,powiat chełmski,lubelskie,1886.4,25122.6,0.075088,powiat chełmski,79228,77342,77342,75456,75456,2126790,2113777,2108238,2056806,2039685,76964,2089059,0.037252,0.036589,0.036686,0.036686,0.036994,0.036841
56,604000,600000,powiat hrubieszowski,lubelskie,1268.0,25122.6,0.050472,powiat hrubieszowski,64668,63400,63400,59596,58328,2126790,2113777,2108238,2056806,2039685,61878,2089059,0.030406,0.029994,0.030073,0.028975,0.028597,0.02962
57,605000,600000,powiat janowski,lubelskie,875.6,25122.6,0.034853,powiat janowski,46406,46406,45531,43780,43780,2126790,2113777,2108238,2056806,2039685,45180,2089059,0.02182,0.021954,0.021597,0.021285,0.021464,0.021627
58,606000,600000,powiat krasnostawski,lubelskie,1031.6,25122.6,0.041063,powiat krasnostawski,63959,63959,62927,60864,59832,2126790,2113777,2108238,2056806,2039685,62308,2089059,0.030073,0.030258,0.029848,0.029592,0.029334,0.029826
59,607000,600000,powiat kraśnicki,lubelskie,1005.0,25122.6,0.040004,powiat kraśnicki,96480,96480,95475,92460,91455,2126790,2113777,2108238,2056806,2039685,94470,2089059,0.045364,0.045643,0.045287,0.044953,0.044838,0.045221
60,608000,600000,powiat lubartowski,lubelskie,1289.0,25122.6,0.051308,powiat lubartowski,88941,88941,88941,86363,85074,2126790,2113777,2108238,2056806,2039685,87652,2089059,0.041819,0.042077,0.042187,0.041989,0.041709,0.041958
61,609000,600000,powiat lubelski,lubelskie,1680.0,25122.6,0.066872,powiat lubelski,152880,154560,156240,161280,162960,2126790,2113777,2108238,2056806,2039685,157584,2089059,0.071883,0.07312,0.074109,0.078413,0.079895,0.075433
62,610000,600000,powiat łęczyński,lubelskie,637.0,25122.6,0.025356,powiat łęczyński,57330,57330,57330,56693,56056,2126790,2113777,2108238,2056806,2039685,56947,2089059,0.026956,0.027122,0.027193,0.027564,0.027483,0.02726
63,611000,600000,powiat łukowski,lubelskie,1394.0,25122.6,0.055488,powiat łukowski,107338,107338,107338,103156,101762,2126790,2113777,2108238,2056806,2039685,105386,2089059,0.050469,0.05078,0.050914,0.050153,0.049891,0.050447
64,612000,600000,powiat opolski,lubelskie,810.0,25122.6,0.032242,powiat opolski,59940,59940,59130,57510,56700,2126790,2113777,2108238,2056806,2039685,58644,2089059,0.028183,0.028357,0.028047,0.027961,0.027798,0.028072
65,613000,600000,powiat parczewski,lubelskie,952.0,25122.6,0.037894,powiat parczewski,35224,35224,34272,33320,33320,2126790,2113777,2108238,2056806,2039685,34272,2089059,0.016562,0.016664,0.016256,0.0162,0.016336,0.016405
66,614000,600000,powiat puławski,lubelskie,934.0,25122.6,0.037178,powiat puławski,113948,113948,113014,110212,108344,2126790,2113777,2108238,2056806,2039685,111893,2089059,0.053577,0.053907,0.053606,0.053584,0.053118,0.053561
67,615000,600000,powiat radzyński,lubelskie,965.0,25122.6,0.038412,powiat radzyński,59830,58865,58865,56935,55970,2126790,2113777,2108238,2056806,2039685,58093,2089059,0.028132,0.027848,0.027921,0.027681,0.027441,0.027808
68,616000,600000,powiat rycki,lubelskie,615.0,25122.6,0.02448,powiat rycki,56580,55965,55965,52890,52275,2126790,2113777,2108238,2056806,2039685,54735,2089059,0.026603,0.026476,0.026546,0.025715,0.025629,0.026201
69,617000,600000,powiat świdnicki,lubelskie,468.0,25122.6,0.018629,powiat świdnicki,72540,72072,71604,70668,70200,2126790,2113777,2108238,2056806,2039685,71416,2089059,0.034108,0.034096,0.033964,0.034358,0.034417,0.034186
70,618000,600000,powiat tomaszowski,lubelskie,1489.0,25122.6,0.059269,powiat tomaszowski,84873,83384,83384,80406,78917,2126790,2113777,2108238,2056806,2039685,82192,2089059,0.039907,0.039448,0.039552,0.039093,0.038691,0.039344
71,619000,600000,powiat włodawski,lubelskie,1256.0,25122.6,0.049995,powiat włodawski,38936,38936,38936,36424,36424,2126790,2113777,2108238,2056806,2039685,37931,2089059,0.018307,0.01842,0.018469,0.017709,0.017858,0.018157
72,620000,600000,powiat zamojski,lubelskie,1870.0,25122.6,0.074435,powiat zamojski,108460,106590,106590,102850,102850,2126790,2113777,2108238,2056806,2039685,105468,2089059,0.050997,0.050426,0.050559,0.050005,0.050424,0.050486
73,661000,600000,powiat Biała Podlaska,lubelskie,49.0,25122.6,0.00195,powiat Biała Podlaska,57085,56889,56693,55076,54635,2126790,2113777,2108238,2056806,2039685,56075,2089059,0.026841,0.026913,0.026891,0.026777,0.026786,0.026842
74,662000,600000,powiat Chełm,lubelskie,35.0,25122.6,0.001393,powiat Chełm,62825,62160,61425,59220,58345,2126790,2113777,2108238,2056806,2039685,60795,2089059,0.02954,0.029407,0.029136,0.028792,0.028605,0.029102
75,663000,600000,powiat Lublin,lubelskie,147.6,25122.6,0.005875,powiat Lublin,340218,339922,340070,335347,333133,2126790,2113777,2108238,2056806,2039685,337738,2089059,0.159968,0.160813,0.161305,0.163043,0.163326,0.16167
76,664000,600000,powiat Zamość,lubelskie,30.0,25122.6,0.001194,powiat Zamość,63630,63090,62730,59700,58950,2126790,2113777,2108238,2056806,2039685,61620,2089059,0.029918,0.029847,0.029755,0.029026,0.028902,0.029497
77,801000,800000,powiat gorzowski,lubuskie,1214.0,13988.0,0.086789,powiat gorzowski,71626,71626,71626,72840,72840,1017666,1015973,1010416,993451,983581,72111,1004217,0.070383,0.0705,0.070888,0.07332,0.074056,0.071808
78,802000,800000,powiat krośnieński,lubuskie,1391.0,13988.0,0.099442,powiat krośnieński,55640,55640,54249,54249,52858,1017666,1015973,1010416,993451,983581,54527,1004217,0.054674,0.054765,0.05369,0.054607,0.05374,0.054298
79,803000,800000,powiat międzyrzecki,lubuskie,1388.0,13988.0,0.099228,powiat międzyrzecki,58296,58296,56908,56908,55520,1017666,1015973,1010416,993451,983581,57185,1004217,0.057284,0.057379,0.056321,0.057283,0.056447,0.056945
80,804000,800000,powiat nowosolski,lubuskie,771.0,13988.0,0.055119,powiat nowosolski,87123,86352,86352,83268,83268,1017666,1015973,1010416,993451,983581,85272,1004217,0.085611,0.084994,0.085462,0.083817,0.084658,0.084914
81,805000,800000,powiat słubicki,lubuskie,999.0,13988.0,0.071418,powiat słubicki,46953,46953,46953,45954,45954,1017666,1015973,1010416,993451,983581,46553,1004217,0.046138,0.046215,0.046469,0.046257,0.046721,0.046358
82,806000,800000,powiat strzelecko-drezdenecki,lubuskie,1248.0,13988.0,0.089219,powiat strzelecko-drezdenecki,49920,49920,48672,47424,47424,1017666,1015973,1010416,993451,983581,48672,1004217,0.049053,0.049135,0.04817,0.047737,0.048216,0.048468
83,807000,800000,powiat sulęciński,lubuskie,1178.0,13988.0,0.084215,powiat sulęciński,35340,35340,35340,34162,34162,1017666,1015973,1010416,993451,983581,34868,1004217,0.034727,0.034784,0.034976,0.034387,0.034732,0.034722
84,808000,800000,powiat świebodziński,lubuskie,937.0,13988.0,0.066986,powiat świebodziński,56220,56220,56220,55283,54346,1017666,1015973,1010416,993451,983581,55657,1004217,0.055244,0.055336,0.05564,0.055647,0.055253,0.055423
85,809000,800000,powiat zielonogórski,lubuskie,1350.0,13988.0,0.096511,powiat zielonogórski,75600,75600,75600,75600,74250,1017666,1015973,1010416,993451,983581,75330,1004217,0.074288,0.074411,0.074821,0.076098,0.075489,0.075014
86,810000,800000,powiat żagański,lubuskie,1132.0,13988.0,0.080927,powiat żagański,80372,79240,79240,75844,74712,1017666,1015973,1010416,993451,983581,77881,1004217,0.078977,0.077994,0.078423,0.076344,0.075959,0.077554
87,811000,800000,powiat żarski,lubuskie,1393.0,13988.0,0.099585,powiat żarski,97510,97510,96117,93331,93331,1017666,1015973,1010416,993451,983581,95559,1004217,0.095817,0.095977,0.095126,0.093946,0.094889,0.095158
88,812000,800000,powiat wschowski,lubuskie,624.0,13988.0,0.04461,powiat wschowski,39312,39312,38688,38064,37440,1017666,1015973,1010416,993451,983581,38563,1004217,0.03863,0.038694,0.038289,0.038315,0.038065,0.038401
89,861000,800000,powiat Gorzów Wielkopolski,lubuskie,86.0,13988.0,0.006148,powiat Gorzów Wielkopolski,124700,124356,124012,120916,118422,1017666,1015973,1010416,993451,983581,122481,1004217,0.122535,0.122401,0.122734,0.121713,0.120399,0.121967
90,862000,800000,powiat Zielona Góra,lubuskie,277.0,13988.0,0.019803,powiat Zielona Góra,139054,139608,140439,139608,139054,1017666,1015973,1010416,993451,983581,139552,1004217,0.13664,0.137413,0.138991,0.140528,0.141375,0.138966
91,1001000,1000000,powiat bełchatowski,łódzkie,968.0,18219.0,0.053131,powiat bełchatowski,113256,113256,113256,110352,109384,2477352,2467552,2455033,2417355,2392624,111900,2441983,0.045717,0.045898,0.046132,0.04565,0.045717,0.045823
92,1002000,1000000,powiat kutnowski,łódzkie,887.0,18219.0,0.048685,powiat kutnowski,98457,97570,96683,94022,92248,2477352,2467552,2455033,2417355,2392624,95796,2441983,0.039743,0.039541,0.039382,0.038895,0.038555,0.039229
93,1003000,1000000,powiat łaski,łódzkie,618.0,18219.0,0.033921,powiat łaski,50058,50058,50058,49440,49440,2477352,2467552,2455033,2417355,2392624,49810,2441983,0.020206,0.020287,0.02039,0.020452,0.020664,0.020397
94,1004000,1000000,powiat łęczycki,łódzkie,773.0,18219.0,0.042428,powiat łęczycki,50245,50245,49472,47926,47153,2477352,2467552,2455033,2417355,2392624,49008,2441983,0.020282,0.020362,0.020151,0.019826,0.019708,0.020069
95,1005000,1000000,powiat łowicki,łódzkie,988.0,18219.0,0.054229,powiat łowicki,79040,79040,78052,76076,75088,2477352,2467552,2455033,2417355,2392624,77459,2441983,0.031905,0.032032,0.031793,0.031471,0.031383,0.03172
96,1006000,1000000,powiat łódzki wschodni,łódzkie,500.0,18219.0,0.027444,powiat łódzki wschodni,71000,71500,72000,73500,74000,2477352,2467552,2455033,2417355,2392624,72400,2441983,0.02866,0.028976,0.029328,0.030405,0.030928,0.029648
97,1007000,1000000,powiat opoczyński,łódzkie,1040.0,18219.0,0.057083,powiat opoczyński,76960,76960,75920,73840,72800,2477352,2467552,2455033,2417355,2392624,75296,2441983,0.031065,0.031189,0.030924,0.030546,0.030427,0.030834
98,1008000,1000000,powiat pabianicki,łódzkie,492.0,18219.0,0.027005,powiat pabianicki,119064,119064,119064,120048,119556,2477352,2467552,2455033,2417355,2392624,119359,2441983,0.048061,0.048252,0.048498,0.049661,0.049969,0.048878
99,1009000,1000000,powiat pajęczański,łódzkie,804.0,18219.0,0.04413,powiat pajęczański,52260,51456,51456,49848,49044,2477352,2467552,2455033,2417355,2392624,50812,2441983,0.021095,0.020853,0.020959,0.020621,0.020498,0.020808
100,1010000,1000000,powiat piotrkowski,łódzkie,1429.0,18219.0,0.078435,powiat piotrkowski,91456,91456,91456,91456,90027,2477352,2467552,2455033,2417355,2392624,91170,2441983,0.036917,0.037063,0.037252,0.037833,0.037627,0.037334
101,1011000,1000000,powiat poddębicki,łódzkie,881.0,18219.0,0.048356,powiat poddębicki,41407,41407,41407,39645,39645,2477352,2467552,2455033,2417355,2392624,40702,2441983,0.016714,0.016781,0.016866,0.0164,0.01657,0.016668
102,1012000,1000000,powiat radomszczański,łódzkie,1443.0,18219.0,0.079203,powiat radomszczański,113997,113997,112554,109668,108225,2477352,2467552,2455033,2417355,2392624,111688,2441983,0.046016,0.046198,0.045846,0.045367,0.045233,0.045737
103,1013000,1000000,powiat rawski,łódzkie,646.0,18219.0,0.035457,powiat rawski,49096,49096,48450,47158,46512,2477352,2467552,2455033,2417355,2392624,48062,2441983,0.019818,0.019897,0.019735,0.019508,0.01944,0.019682
104,1014000,1000000,powiat sieradzki,łódzkie,1491.0,18219.0,0.081838,powiat sieradzki,119280,117789,117789,114807,113316,2477352,2467552,2455033,2417355,2392624,116596,2441983,0.048148,0.047735,0.047979,0.047493,0.047361,0.047746
105,1015000,1000000,powiat skierniewicki,łódzkie,753.0,18219.0,0.04133,powiat skierniewicki,38403,38403,38403,38403,37650,2477352,2467552,2455033,2417355,2392624,38252,2441983,0.015502,0.015563,0.015643,0.015886,0.015736,0.015664
106,1016000,1000000,powiat tomaszowski,łódzkie,1025.0,18219.0,0.05626,powiat tomaszowski,117875,116850,116850,113775,112750,2477352,2467552,2455033,2417355,2392624,115620,2441983,0.047581,0.047355,0.047596,0.047066,0.047124,0.047347
107,1017000,1000000,powiat wieluński,łódzkie,926.0,18219.0,0.050826,powiat wieluński,76858,76858,75932,74080,74080,2477352,2467552,2455033,2417355,2392624,75561,2441983,0.031024,0.031147,0.030929,0.030645,0.030962,0.030942
108,1018000,1000000,powiat wieruszowski,łódzkie,577.0,18219.0,0.03167,powiat wieruszowski,42121,42121,42121,42121,41544,2477352,2467552,2455033,2417355,2392624,42005,2441983,0.017002,0.01707,0.017157,0.017424,0.017363,0.017201
109,1019000,1000000,powiat zduńskowolski,łódzkie,369.0,18219.0,0.020254,powiat zduńskowolski,67158,66789,66420,64575,64206,2477352,2467552,2455033,2417355,2392624,65829,2441983,0.027109,0.027067,0.027055,0.026713,0.026835,0.026957
110,1020000,1000000,powiat zgierski,łódzkie,855.0,18219.0,0.046929,powiat zgierski,165870,165870,165870,167580,166725,2477352,2467552,2455033,2417355,2392624,166383,2441983,0.066955,0.06722,0.067563,0.069324,0.069683,0.068134
111,1021000,1000000,powiat brzeziński,łódzkie,359.0,18219.0,0.019705,powiat brzeziński,30874,30874,30874,30515,30515,2477352,2467552,2455033,2417355,2392624,30730,2441983,0.012463,0.012512,0.012576,0.012623,0.012754,0.012584
