Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Winter mean [µg/m3],Min [µg/m3],Max [µg/m3],L>350 (S1),25 max (S1) [µg/m3],Perc. 99.7 (S1) [µg/m3],L>125 (S24),4 max (S24) [µg/m3],Perc. 99.2 (S24) [µg/m3],Number of measurements,Completeness [%],Summer/Winter Number
2017,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,SO2,1g,2.927174508,5.796964791,0,65.1,0,28.4,28.2,0,19.941666667,19.941666667,8446,96.41,1.08
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,SO2,1g,2.557784077,2.663363821,0,40.4,0,18.1,18.3,0,10.258333333,15.041666667,6918,78.97,0.76
2017,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,SO2,1g,5.308196779,6.070306075,0.55,46.53,0,29,28.8,0,14.591666667,14.591666667,8507,97.11,1.03
2017,lubelskie,PL0602,strefa lubelska,LbBiaSlupRPN,SO2,1g,2.799593857,4.319700429,0.2,67.69346,0,26.01751,25.72458,0,14.629182083,14.629182083,8685,99.14,1.01
2017,lubelskie,PL0602,strefa lubelska,LbJarczWolaM,SO2,24g,1.944289694,2.78,0.2,9.2,,,,0,8,8,359,98.35,1.02
2017,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,SO2,1g,5.211858937,6.876444954,0.9,40.5,0,29.2,29,0,21.2625,21.2625,8677,99.05,0.99
2017,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,SO2,1g,3.89758787,6.741727941,0.4,63.8,0,37.3,36.4,0,22.708333333,22.708333333,8706,99.38,1
2017,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,SO2,1g,4.160255374,5.915074526,0.571875,41.6,0,27.3,26.7,0,19.7375,19.7375,8601,98.18,1
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,SO2,1g,5.066545582,7.086843931,1.1,61.1,0,39.4,38.9,0,29.2625,29.2625,8534,97.42,1.03
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,SO2,1g,5.752411168,9.105617716,0.8,51.6,0,37.1,36.8,0,28.691666667,28.691666667,8668,98.94,1
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,SO2,1g,8.944494512,14.082522936,0.6,140.6,0,76.7,75.7,0,49.779166667,49.779166667,8655,98.8,1.01
2017,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,SO2,1g,5.05206571,9.912338262,1.2,89.5,0,45.4,45.4,0,32.666666667,32.666666667,8157,93.11,1.01
2017,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,SO2,1g,8.625359691,13.998323381,1.1,159.6,0,87.7,86.1,0,53.3125,53.3125,8549,97.59,1.04
2017,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,SO2,1g,9.083974216,15.414258538,1.14,271.45,0,86.07,85.71,0,51.23625,51.23625,8537,97.45,1.02
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,SO2,1g,7.446766516,12.224308756,1,86.1,0,55.3,55,0,40.1,40.1,8613,98.32,1.01
2017,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,SO2,1g,4.116069188,5.976718101,0.0382,38.6072,0,21.7768,21.825,0,16.317066667,19.324733333,7551,86.19,0.75
2017,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,SO2,1g,1.976086323,2.258353449,0.23985,14.7273,0,10.8958,10.7915,0,7.129200833,7.129200833,8520,97.26,1.02
2017,lubuskie,PL0803,strefa lubuska,LuSulecDudka,SO2,1g,3.269682432,4.890641268,0.03189,55.4524,0,21.2301,21.1846,0,13.508180833,13.508180833,8746,99.84,1.01
2017,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,SO2,1g,4.942070719,6.05256838,-0.9156,43.5908,0,29.1085,28.2056,0,18.408616667,18.408616667,8628,98.49,1.03
2017,lubuskie,PL0803,strefa lubuska,LuZarySzyman,SO2,1g,9.249737164,15.287515243,0,81.013,0,47.6793,47.5888,0,34.4709125,34.4709125,8652,98.76,1
2017,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,SO2,1g,8.701314063,9.056946211,0,52.6022,0,29.6056,29.6056,0,23.175470833,23.175470833,8150,93.03,1.15
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,SO2,1g,7.064611091,11.900531062,1,94.7418,0,71.0137,70.7303,0,49.8581125,49.8581125,8484,96.84,0.98
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,SO2,1g,7.294737509,10.604416559,0.99662,91.6785,0,60.4192,60.2401,0,35.888570833,35.888570833,8550,97.6,1.03
2017,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,SO2,1g,6.77198283,12.459809214,0.99613,109.546,0,65.5482,65.208,0,37.1062875,37.1062875,8671,98.98,1.01
2017,małopolskie,PL1203,strefa małopolska,MpNoTargPSlo,SO2,1g,14.484224919,27.650054429,0.98153,211.757,0,136.44,131.232,0,70.9364125,70.9364125,8520,97.26,1
2017,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,SO2,1g,8.796563424,11.972042347,1,131.614,0,90.2125,89.854,0,54.787275,54.787275,8616,98.35,0.99
2017,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,SO2,1g,3.362894318,4.28972127,0.96475,33.017,0,23.2391,22.9963,0,15.418155652,15.418155652,8652,98.76,1.01
2017,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,SO2,1g,7.307711225,10.151395155,0.9966,97.5901,0,57.9868,57.6376,0,34.467120833,34.467120833,8660,98.85,1.01
2017,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,SO2,1g,13.090241572,21.513498818,0.99742,214.388,0,141.187,139.983,0,91.227770833,91.227770833,8487,96.88,1.04
2017,małopolskie,PL1203,strefa małopolska,MpZakopaSien,SO2,1g,10.798138862,20.25009132,0.95713,118.924,0,87.1696,86.939,0,56.696120833,56.696120833,8560,97.71,0.97
2017,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,SO2,1g,3.641713372,5.267065271,0.2,51.4,0,26,26,0,15.475,15.475,8385,95.71,0.93
2017,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,SO2,1g,2.210502793,3.885189464,0,32.7,0,17.9,17.9,0,10.270833333,10.270833333,7876,89.9,1.13
2017,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,SO2,1g,1.025355513,1.867257224,0,14.36,0,8.66,8.66,0,5.426666667,5.426666667,8326,95.04,1.04
2017,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,SO2,1g,2.825806122,5.039552314,0.12,49.52,0,23.52,23.52,0,14.0075,14.0075,8139,92.91,1.02
2017,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,SO2,1g,3.729308039,4.742881041,0,46.1,0,24.7,23.9,0,15.05,15.05,8498,97,1.01
2017,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,SO2,1g,4.128451797,7.188750289,0,138.72,0,72.4,71.72,0,36.075,36.075,8568,97.8,0.97
2017,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,SO2,1g,6.223090359,7.898135788,0,50,0,25.7,25.5,0,17.145833333,17.145833333,8588,98.03,1
2017,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,SO2,1g,5.272883912,8.435372928,0,185.02,0,69.82,67.32,0,24.075,24.075,8752,99.9,1.01
2017,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,SO2,1g,3.513842455,5.532060718,0,81.5,0,37.6,35.4,0,17.083333333,17.083333333,8734,99.7,1.01
2017,mazowieckie,PL1403,miasto Radom,MzRadTochter,SO2,1g,3.656517469,6.63954699,0,65.70295,0,37.32075,36.1228,0,23.260195833,23.260195833,8710,99.42,1.01
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,SO2,1g,4.002761357,6.293571572,0.01,118.13,0,76.53,74.53,0,20.9425,20.9425,8695,99.25,1.02
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,SO2,1g,3.664814118,5.481527245,0,59.95,0,28.1,28.02,0,17.275,17.275,8598,98.15,1
2017,opolskie,PL1602,strefa opolska,OpKKozBSmial,SO2,1g,6.000511939,10.228187871,0.02996,79.8267,0,53.4749,53.0339,0,33.234754167,33.234754167,8566,97.78,0.99
2017,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,SO2,1g,5.100785269,8.360189647,0.05526,89.6846,0,50.308,49.8599,0,32.623685833,32.623685833,8664,98.9,1.02
2017,opolskie,PL1602,strefa opolska,OpZdziePiast,SO2,1g,9.44039652,13.31988953,0.33548,86.5044,0,69.7802,68.4714,0,46.418873913,46.418873913,8646,98.69,1.01
2017,podlaskie,PL2002,strefa podlaska,PdAugustoZdrMOB,SO2,1g,1.744864227,,0,62,0,8.7,9.5,0,6.226086957,6.375,5082,58.01,1.32
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialPulPie,SO2,1g,4.505893209,5.156319841,0,61.8,0,22,22,0,12.0375,12.0375,8128,92.78,1.13
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,SO2,1g,3.462031381,3.81532014,0,37.9,0,20.7,20.7,0,9.204166667,9.204166667,8349,95.3,1.04
2017,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,SO2,1g,1.749976744,1.980903586,0,16.3,0,8,8,0,4.554166667,4.554166667,8600,98.17,0.99
2017,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,SO2,1g,7.347188355,9.838680763,0,68.2,0,36.6,36.6,0,26.325,26.325,8038,91.75,0.85
2017,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,SO2,1g,7.856996355,12.136251738,0.08672,84.7885,0,57.2368,57.1488,0,36.161603913,36.161603913,8447,96.42,1.04
2017,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,SO2,1g,2.627745008,5.573044058,0.00542,46.3665,0,30.3998,29.4821,0,18.75235,18.75235,8618,98.37,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,SO2,1g,8.020455744,15.346613216,0.06422,93.736,0,50.3284,49.8281,0,34.600404167,34.600404167,8659,98.84,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,SO2,1g,4.434232744,6.908311825,0.01686,55.4984,0,31.4456,31.5601,0,17.974270833,17.974270833,7782,88.83,0.82
2017,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,SO2,1g,3.642876522,6.234391415,0.01373,91.2079,0,45.1801,44.0462,0,26.923145833,26.923145833,8662,98.88,1.01
2017,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,SO2,1g,6.19643389,9.063341907,0.02291,93.2398,0,57.1259,56.0213,0,31.56111087,31.56111087,8705,99.37,1
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,SO2,1g,5.2356571,6.09238277,0.852,204.319,0,92.9639,87.1138,0,28.148020833,28.148020833,8611,98.29,1.01
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,SO2,1g,2.732872205,3.717236812,0.7,198.7,0,48.7084,46.4354,0,15.3881125,15.3881125,8505,97.08,1.01
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,SO2,1g,1.468749802,1.557144566,0.7342,13.6271,0,7.9597,7.9597,0,4.290204167,4.290204167,8086,92.3,0.9
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,SO2,1g,4.703089176,5.728335083,0.4542,89.1174,0,34.0111,33.1384,0,15.085091667,15.085091667,8592,98.08,1.01
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,SO2,1g,5.046111921,4.092717814,0.6541,168.951,0,87.2852,87.1378,0,27.796634783,27.796634783,8380,95.66,0.97
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,SO2,1g,2.699242828,3.77113617,0.6673,47.4639,0,22.9178,22.47,0,14.166529167,14.166529167,8478,96.78,1.04
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,SO2,1g,2.051064629,3.201560083,0.5818,93.1084,0,21.6711,21.2808,0,13.199129167,13.199129167,8394,95.82,1.05
2017,pomorskie,PL2202,strefa pomorska,PmKosTargo12,SO2,1g,7.673903204,8.331974456,0.09231,36.981,0,21.7457,21.8771,0,12.306423478,12.306423478,7638,87.19,1.3
2017,pomorskie,PL2202,strefa pomorska,PmLebaRabkaE,SO2,24g,1.393939394,1.738121547,0.2,11.4,,,,0,7.4,7.4,363,99.45,0.99
2017,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,SO2,1g,6.767572236,4.452562205,0.09422,26.1877,0,17.777,19.6842,0,11.81877625,15.118156522,1999,22.81,0
2017,pomorskie,PL2202,strefa pomorska,PmLinieKos17,SO2,1g,3.475189723,4.407849667,0.00351,18.2044,0,12.43,12.0637,0,8.828575417,8.828575417,8402,95.91,1.02
2017,pomorskie,PL2202,strefa pomorska,PmMalMicki15,SO2,1g,4.346202841,5.950397702,0.01078,28.7335,0,18.1107,19.0423,0,11.31039625,12.869486667,4478,51.11,0.38
2017,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,SO2,1g,2.675258354,3.503540184,0.02177,23.9855,0,15.3228,15.0192,0,8.0755875,8.0755875,8564,97.76,1
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,SO2,1g,1.61626783,2.510481613,0.5047,86.6075,0,19.3165,18.4579,0,11.062241667,11.062241667,8623,98.43,1.01
2017,pomorskie,PL2202,strefa pomorska,PmStaGdaLubi,SO2,1g,2.857808728,4.207971451,0.5563,44.4336,0,23.7291,22.8132,0,15.073975417,15.073975417,8749,99.87,1
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,SO2,1g,8.409047674,13.459474412,0,139.4,0,62.4,58.7,0,38.795833333,38.795833333,8621,98.41,1.02
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkMalo11List,SO2,1g,8.852748886,9.607848633,0,86.2,0,57.7,71,0,26.891666667,49.991666667,3365,38.41,0.59
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkMaloSlonec,SO2,1g,11.24789878,,2.1,57.9,0,31.7,41.3,0,26.158333333,27.058333333,2213,25.26,0.01
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,SO2,1g,13.579858835,14.600137931,0.7,155.3,0,69.1,91.9,0,39.908333333,56.4,3967,45.28,0.55
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,SO2,1g,8.605112502,13.352779064,0,98.1,0,59,58.6,0,38.216666667,38.216666667,8311,94.87,0.96
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkSolecZdrojMOB,SO2,1g,4.923141682,8.883007209,0.1,67.9,0,39.3,38.7,0,19.129166667,19.129166667,8516,97.21,1.06
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkSwietKrzyz,SO2,1g,7.242645617,7.286684708,4,52,0,22,21,0,14.416666667,14.416666667,8567,97.79,1.03
2017,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,SO2,1g,8.381037178,13.30474051,0.67967,142.09,0,67.5888,66.9161,0,44.792533333,44.792533333,8535,97.43,1.05
2017,śląskie,PL2405,strefa śląska,SlCiesMickie,SO2,1g,9.272853742,14.971015157,0.46709,124.713,0,83.4475,82.5152,0,45.303133333,45.303133333,8678,99.06,1.02
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,SO2,1g,11.092925821,20.469538049,0.38643,281.159,0,156.922,150.267,2,94.685816667,94.685816667,8727,99.62,1
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,SO2,1g,11.163113145,18.514683071,0.47169,288.151,0,155.318,155.105,2,89.883966667,89.883966667,8387,95.74,0.99
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,SO2,1g,12.350596111,22.337069361,0.29074,162.125,0,112.091,111.67,0,83.169633333,83.169633333,8724,99.58,1.01
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,SO2,1g,10.442475864,17.506088513,0.8,232.99,0,114.252,112.251,0,79.2277625,79.2277625,8689,99.18,1
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,SO2,1g,11.783263284,20.279975243,0.62732,196.867,0,117.373,115.288,0,80.511866667,80.511866667,8623,98.43,0.98
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,SO2,1g,12.311110024,20.821260803,0.66766,144.225,0,102.616,100.745,0,68.15415,68.15415,8690,99.2,1.02
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,SO2,1g,13.881220762,25.051875727,0.29673,380.735,3,226.59,217.775,3,124.151429167,124.151429167,8710,99.42,1
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoLubel,SO2,1g,14.302226694,26.839370264,0.43299,196.08,0,148.518,148.255,0,98.930758333,98.930758333,8706,99.38,1.01
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlTychyTolst,SO2,1g,13.106234903,21.97824855,0.7,271.005,0,156.83,155.315,1,104.565175,104.565175,8742,99.79,1
2017,śląskie,PL2405,strefa śląska,SlUstronSana,SO2,1g,7.53135332,12.310235993,0.64383,98.8061,0,76.2764,74.7775,0,47.390083333,47.390083333,8753,99.92,1
2017,śląskie,PL2405,strefa śląska,SlWodzGalczy,SO2,1g,14.166236321,23.713130902,0.62476,314.214,0,185.196,173.592,1,96.2944375,96.2944375,8716,99.49,1.01
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,SO2,1g,15.125532025,27.01788961,0.8,398.662,3,190.681,189.528,2,115.3727875,115.3727875,8682,99.1,0.99
2017,śląskie,PL2405,strefa śląska,SlZlotPotLes,SO2,1g,6.689200487,10.557960978,0.11,138.593,0,59.8501,59.4454,0,37.183966667,37.183966667,8616,98.35,1
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikor2,SO2,1g,12.762352028,27.754667436,0.47237,225.587,0,145.379,143.774,0,95.077045833,95.077045833,8752,99.9,1.01
2017,śląskie,PL2405,strefa śląska,SlZywieKoper,SO2,1g,18.383131216,35.526181758,0.44479,374.226,1,216.636,212.785,7,154.423916667,154.423916667,8618,98.37,1.03
2017,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,SO2,1g,3.898279005,4.837169405,-0.05192,35.6011,0,24.3677,24.1741,0,12.624497083,12.624497083,8632,98.53,0.99
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,SO2,1g,3.734958223,6.286589396,-0.0343,64.7064,0,38.3155,37.2055,0,18.623117917,18.623117917,8667,98.93,1.01
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,SO2,1g,3.709678111,4.144644885,-0.00991,30.7826,0,16.8028,16.6507,0,10.034444583,10.034444583,8722,99.56,1.01
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,SO2,1g,2.543894906,2.821157343,-0.02808,31.8814,0,16.2611,16.1574,0,8.708708333,8.708708333,8474,96.73,1.01
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,SO2,1g,3.108686588,3.250453982,-0.04749,24.1912,0,12.3471,12.2245,0,7.986769583,7.986769583,8187,93.45,1.01
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,SO2,1g,0.562201164,0.963864434,0,17.9845,0,10.7433,10.6827,0,5.34761625,5.34761625,8431,96.24,1.06
2017,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,SO2,1g,3.158665923,4.710299749,0.68066,38.0435,0,19.4461,19.1263,0,13.557821667,13.557821667,8546,97.55,1.02
2017,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,SO2,1g,6.995513204,10.481378391,-0.39841,117.783,0,60.3276,59.8329,0,30.079908333,30.079908333,8610,98.28,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,SO2,1g,4.618054316,6.337465779,0,95.2751,0,35.7254,34.9279,0,22.464543333,22.464543333,8615,98.34,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,SO2,1g,3.037229843,4.294751632,7e-05,51.0983,0,24.8986,24.4555,0,18.17308625,18.17308625,8583,97.97,1
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,SO2,1g,3.555209088,4.481874542,0.09317,83.5674,0,28.0065,27.7495,0,14.158043333,14.158043333,8642,98.65,1.01
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,SO2,1g,3.928953474,6.398973806,-0.01556,51.3825,0,26.6437,26.1082,0,19.658569565,19.658569565,8624,98.44,1
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,SO2,1g,2.566651194,3.591735372,0.1355,30.2294,0,18.0721,17.9344,0,13.67042875,13.67042875,8632,98.53,1
2017,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,SO2,1g,3.01665815,3.352270412,-0.04541,37.5282,0,19.6493,19.1426,0,9.865832609,9.865832609,8623,98.43,1
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,SO2,1g,2.310195962,3.425796647,0.00211,87.5775,0,25.2518,24.2221,0,10.017419565,10.017419565,8608,98.26,1.01
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,SO2,1g,2.112441696,3.224255261,0.00875,33.0005,0,17.9058,17.5232,0,9.994223333,9.994223333,8614,98.33,1
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,SO2,1g,4.674416146,4.480597828,0.00296,420.731,1,63.8366,59.2456,0,22.38114,22.38114,8614,98.33,1
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,SO2,1g,2.670565311,3.160675986,0.00907,75.812,0,23.0126,22.7136,0,10.877955833,10.877955833,8594,98.1,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,SO2,1g,2.95673167,3.619442472,0,24.0353,0,15.7671,15.7388,0,9.2007,9.2007,8247,94.14,1.09
2018,dolnośląskie,PL0204,strefa dolnośląska,DsDzialoszyn,SO2,1g,3.785521137,3.587747851,0.12339,63.9782,0,23.3275,22.9631,0,10.390078333,10.390078333,8446,96.41,0.96
2018,dolnośląskie,PL0204,strefa dolnośląska,DsDziePilsud,SO2,1g,4.979605308,8.363723448,0,41.664,0,34.7061,34.2943,0,20.323366667,20.323366667,8682,99.1,1.01
