DATE,BIALOWIEZA_HU,BIALYSTOK_HU,BIEBRZA-PIENCZYKOWEK_HU,BIELSKO-BIALA_HU,CHOJNICE_HU,CHORZELOW_HU,CIESZANOW_HU,CZOSTOCHOWA_HU,DRONIOWICE_HU,ELBLAG_HU,ELBLAG-MILEJEWO_HU,GDANSK-SWIBNO_HU,GORZOW WLKP_HU,GORZYN_HU,HEL_HU,JARCZEW_HU,JELENIA GORA_HU,KALISZ_HU,KASPROWY WIERCH_HU,KATOWICE-MUCHOWIEC_HU,KETRZYN_HU,KIELCE_HU,KLODZKO_HU,KOLO_HU,KOLOBRZEG-DZWIRZYNO_HU,KOMANCZA_HU,KOSZALIN_HU,KOZIENCE_HU,KRAKOW_HU,KRAKOW OBS. ASTRONOMICZNE_HU,KRAKOW-BALICE_HU,KROSNO_HU,KRYNICA_HU,LEBA_HU,LEBORK_HU,LEGNICA_HU,LESKO_HU,LESZNO_HU,LIDZBARK WARMINSKI_HU,LIMANOWA_HU,LODZ_HU,LUBLIN-RADAWIEC_HU,MIKOLAJKI_HU,MLAWA_HU,MSZANA DOLNA_HU,NOWY SACZ_HU,OLSZTYN_HU,OPOLE_HU,PILA_HU,PLOCK_HU,PORONIN_HU,POZNAN_HU,PULAWY_HU,PULTUSK_HU,RACIBORZ_HU,RESKO-SMOLSKO_HU,RZESZOW JASIONKA_HU,SANDOMIERZ_HU,SIEDLCE_HU,SKIERNIEWICE_HU,SLUBICE_HU,SNIEZKA_HU,SULEJOW_HU,SWINOUJSCIE_HU,SZCZECIN_HU,TARNOW_HU,TERESPOL_HU,TORUN_HU,USTKA_HU,WARSZAWA-BIELANY_HU,WARSZAWA-OKECIE_HU,WIELUN_HU,WLODAWA_HU,WROCLAW_HU,ZAKOPANE_HU,ZAMOSC_HU,ZIELONA GORA_HU,mean_HU
2021-03-29,83.0,86.0,89.0,68.0,92.0,66.0,80.0,74.0,88.0,92.0,94.0,89.0,69.0,65.0,92.0,76.0,64.0,76.0,95.0,73.0,89.0,78.0,74.0,,87.0,80.0,89.0,74.0,,69.0,76.0,68.0,80.0,93.0,93.0,61.0,72.0,64.0,94.0,64.0,79.0,73.0,87.0,88.0,74.0,72.0,88.0,69.0,83.0,81.0,76.0,70.0,87.0,89.0,71.0,85.0,69.0,74.0,78.0,77.0,51.0,85.0,79.0,81.0,73.0,72.0,78.0,88.0,91.0,81.0,79.0,71.0,76.0,66.0,68.0,72.0,60.0,78.09333333333333
2021-03-30,99.0,,91.0,,,91.0,95.0,,86.0,,,,,76.0,,96.0,,,,,,,,,,90.0,,,,87.0,,,90.0,,,,,,97.0,91.0,,,,,89.0,,,,,,94.0,,94.0,92.0,,,,,,89.0,,,,,,,,,,88.0,,,,,,,,90.83333333333333
2021-03-31,76.0,73.0,70.0,71.0,56.0,79.0,86.0,64.0,78.0,77.0,56.0,69.0,62.0,75.0,75.0,86.0,63.0,66.0,89.0,70.0,67.0,81.0,64.0,,75.0,84.0,66.0,72.0,,75.0,74.0,76.0,75.0,75.0,64.0,61.0,80.0,68.0,73.0,73.0,77.0,76.0,62.0,72.0,75.0,73.0,60.0,62.0,68.0,72.0,76.0,68.0,86.0,73.0,67.0,67.0,77.0,74.0,72.0,78.0,58.0,35.0,78.0,72.0,70.0,75.0,74.0,70.0,74.0,73.0,77.0,67.0,76.0,56.0,74.0,80.0,42.0,71.06666666666666
2021-04-01,77.0,,78.0,,,70.0,73.0,,69.0,,,,,86.0,,77.0,,,,,,,,,,86.0,,,,68.0,,,77.0,,,,,,85.0,48.0,,,,,65.0,,,,,,74.0,,80.0,75.0,,,,,,69.0,,,,,,,,,,64.0,,,,,,,,73.38888888888889
2021-04-02,71.0,69.0,81.0,80.0,73.0,69.0,70.0,67.0,70.0,77.0,81.0,79.0,71.0,91.0,81.0,78.0,85.0,72.0,88.0,69.0,75.0,65.0,79.0,,89.0,83.0,86.0,60.0,,76.0,72.0,64.0,84.0,86.0,81.0,77.0,71.0,62.0,85.0,90.0,69.0,65.0,72.0,69.0,85.0,77.0,74.0,72.0,74.0,68.0,94.0,68.0,75.0,75.0,78.0,81.0,60.0,62.0,65.0,70.0,70.0,97.0,73.0,82.0,76.0,71.0,66.0,70.0,88.0,68.0,61.0,67.0,67.0,75.0,92.0,67.0,65.0,74.86666666666666
2021-04-03,85.0,,77.0,,,81.0,78.0,,83.0,,,,,89.0,,84.0,,,,,,,,,,85.0,,,,85.0,,,90.0,,,,,,80.0,88.0,,,,,92.0,,,,,,90.0,,81.0,76.0,,,,,,91.0,,,,,,,,,,77.0,,,,,,,,84.0
2021-04-04,73.0,71.0,66.0,74.0,65.0,77.0,86.0,66.0,69.0,65.0,68.0,65.0,67.0,80.0,73.0,85.0,69.0,72.0,91.0,65.0,68.0,67.0,68.0,,78.0,88.0,73.0,71.0,,70.0,69.0,76.0,83.0,77.0,72.0,69.0,85.0,68.0,75.0,83.0,66.0,77.0,63.0,67.0,82.0,81.0,67.0,70.0,65.0,66.0,82.0,68.0,88.0,73.0,71.0,70.0,75.0,79.0,71.0,70.0,61.0,92.0,68.0,72.0,68.0,77.0,72.0,65.0,76.0,69.0,67.0,66.0,76.0,73.0,77.0,79.0,63.0,72.78666666666666
2021-04-05,58.0,,75.0,,,49.0,70.0,,62.0,,,,,81.0,,68.0,,,,,,,,,,53.0,,,,52.0,,,66.0,,,,,,85.0,49.0,,,,,50.0,,,,,,58.0,,66.0,76.0,,,,,,66.0,,,,,,,,,,65.0,,,,,,,,63.833333333333336
2021-04-06,79.0,79.0,78.0,79.0,77.0,81.0,86.0,77.0,72.0,77.0,80.0,76.0,74.0,88.0,77.0,84.0,62.0,71.0,88.0,77.0,77.0,83.0,72.0,,76.0,89.0,75.0,72.0,,74.0,79.0,88.0,81.0,77.0,82.0,65.0,89.0,69.0,73.0,82.0,71.0,78.0,74.0,75.0,79.0,78.0,74.0,72.0,80.0,69.0,81.0,73.0,86.0,81.0,75.0,85.0,88.0,82.0,76.0,74.0,70.0,87.0,76.0,71.0,73.0,90.0,74.0,70.0,77.0,69.0,66.0,73.0,86.0,67.0,76.0,87.0,72.0,77.33333333333333
2021-04-07,73.0,,78.0,,,77.0,82.0,,89.0,,,,,72.0,,86.0,,,,,,,,,,83.0,,,,79.0,,,90.0,,,,,,83.0,77.0,,,,,84.0,,,,,,77.0,,86.0,85.0,,,,,,80.0,,,,,,,,,,80.0,,,,,,,,81.16666666666667
2021-04-08,77.0,73.0,75.0,78.0,72.0,73.0,80.0,83.0,91.0,74.0,76.0,68.0,72.0,76.0,75.0,88.0,75.0,83.0,89.0,79.0,73.0,83.0,73.0,,80.0,76.0,76.0,78.0,,89.0,86.0,79.0,80.0,80.0,70.0,72.0,72.0,74.0,76.0,69.0,84.0,82.0,74.0,88.0,84.0,82.0,78.0,71.0,83.0,80.0,80.0,75.0,82.0,88.0,75.0,82.0,80.0,82.0,85.0,87.0,64.0,90.0,81.0,71.0,72.0,78.0,84.0,80.0,81.0,82.0,82.0,81.0,83.0,71.0,81.0,79.0,73.0,78.64
2021-04-09,64.0,,69.0,,,60.0,69.0,,56.0,,,,,56.0,,67.0,,,,,,,,,,67.0,,,,57.0,,,67.0,,,,,,54.0,58.0,,,,,61.0,,,,,,63.0,,80.0,63.0,,,,,,60.0,,,,,,,,,,57.0,,,,,,,,62.666666666666664
2021-04-10,46.0,53.0,64.0,39.0,77.0,38.0,57.0,46.0,57.0,62.0,74.0,71.0,79.0,91.0,79.0,58.0,67.0,65.0,70.0,43.0,67.0,48.0,58.0,,74.0,38.0,69.0,41.0,,46.0,53.0,39.0,50.0,77.0,69.0,69.0,36.0,76.0,70.0,47.0,54.0,44.0,62.0,63.0,43.0,40.0,66.0,47.0,83.0,60.0,50.0,77.0,66.0,63.0,53.0,74.0,38.0,43.0,44.0,52.0,81.0,77.0,54.0,70.0,73.0,38.0,45.0,72.0,76.0,50.0,49.0,49.0,46.0,61.0,51.0,40.0,77.0,58.586666666666666
2021-04-11,42.0,,65.0,,,42.0,54.0,,54.0,,,,,84.0,,55.0,,,,,,,,,,41.0,,,,62.0,,,51.0,,,,,,61.0,40.0,,,,,77.0,,,,,,42.0,,73.0,58.0,,,,,,53.0,,,,,,,,,,47.0,,,,,,,,55.611111111111114
2021-04-12,44.0,47.0,56.0,69.0,84.0,57.0,59.0,77.0,80.0,52.0,79.0,83.0,76.0,90.0,85.0,63.0,88.0,84.0,99.0,77.0,62.0,67.0,80.0,,80.0,49.0,80.0,53.0,,68.0,73.0,48.0,52.0,82.0,84.0,86.0,44.0,87.0,72.0,55.0,74.0,57.0,60.0,64.0,74.0,53.0,65.0,80.0,86.0,69.0,54.0,86.0,71.0,71.0,82.0,78.0,54.0,59.0,52.0,68.0,77.0,93.0,72.0,76.0,68.0,53.0,43.0,72.0,83.0,58.0,59.0,82.0,42.0,85.0,62.0,48.0,89.0,69.2
2021-04-13,76.0,,90.0,,,87.0,88.0,,92.0,,,,,76.0,,91.0,,,,,,,,,,96.0,,,,87.0,,,93.0,,,,,,72.0,97.0,,,,,94.0,,,,,,92.0,,90.0,87.0,,,,,,82.0,,,,,,,,,,87.0,,,,,,,,87.61111111111111
2021-04-14,96.0,94.0,89.0,94.0,68.0,95.0,98.0,96.0,92.0,87.0,87.0,84.0,65.0,71.0,82.0,93.0,75.0,76.0,91.0,88.0,74.0,92.0,76.0,,79.0,92.0,80.0,91.0,,88.0,87.0,95.0,85.0,83.0,79.0,70.0,95.0,64.0,81.0,97.0,90.0,98.0,77.0,78.0,94.0,93.0,76.0,77.0,64.0,76.0,89.0,66.0,97.0,88.0,86.0,74.0,94.0,97.0,88.0,94.0,65.0,99.0,94.0,73.0,68.0,98.0,92.0,65.0,84.0,90.0,89.0,82.0,94.0,65.0,86.0,94.0,68.0,84.41333333333333
2021-04-15,95.0,,87.0,,,93.0,93.0,,96.0,,,,,89.0,,95.0,,,,,,,,,,93.0,,,,92.0,,,85.0,,,,,,91.0,92.0,,,,,89.0,,,,,,87.0,,96.0,96.0,,,,,,95.0,,,,,,,,,,96.0,,,,,,,,92.22222222222223
2021-04-16,94.0,93.0,86.0,98.0,83.0,96.0,98.0,100.0,98.0,82.0,87.0,86.0,80.0,90.0,85.0,95.0,93.0,97.0,93.0,98.0,80.0,93.0,89.0,,83.0,96.0,81.0,95.0,,94.0,93.0,96.0,92.0,83.0,81.0,92.0,95.0,88.0,82.0,93.0,96.0,98.0,81.0,90.0,92.0,91.0,87.0,96.0,86.0,93.0,81.0,92.0,96.0,93.0,93.0,79.0,96.0,93.0,95.0,94.0,76.0,99.0,95.0,76.0,71.0,97.0,96.0,89.0,87.0,94.0,95.0,98.0,97.0,93.0,86.0,94.0,88.0,90.54666666666667
2021-04-17,93.0,,85.0,,,91.0,87.0,,99.0,,,,,90.0,,97.0,,,,,,,,,,93.0,,,,93.0,,,91.0,,,,,,74.0,90.0,,,,,89.0,,,,,,85.0,,97.0,92.0,,,,,,95.0,,,,,,,,,,94.0,,,,,,,,90.83333333333333
2021-04-18,78.0,78.0,76.0,86.0,84.0,82.0,81.0,84.0,86.0,69.0,77.0,83.0,85.0,90.0,77.0,91.0,85.0,87.0,97.0,83.0,74.0,82.0,92.0,,94.0,80.0,89.0,80.0,,87.0,84.0,75.0,85.0,88.0,77.0,87.0,77.0,87.0,86.0,91.0,83.0,81.0,76.0,90.0,86.0,80.0,88.0,86.0,83.0,86.0,80.0,79.0,88.0,80.0,88.0,86.0,75.0,79.0,85.0,82.0,89.0,99.0,87.0,92.0,89.0,82.0,85.0,83.0,92.0,83.0,84.0,85.0,86.0,87.0,87.0,80.0,89.0,84.18666666666667
2021-04-19,64.0,,65.0,,,88.0,92.0,,89.0,,,,,93.0,,77.0,,,,,,,,,,94.0,,,,91.0,,,92.0,,,,,,55.0,93.0,,,,,93.0,,,,,,88.0,,84.0,77.0,,,,,,76.0,,,,,,,,,,67.0,,,,,,,,82.11111111111111
2021-04-20,72.0,63.0,77.0,79.0,61.0,80.0,71.0,67.0,70.0,58.0,56.0,77.0,66.0,87.0,76.0,85.0,77.0,74.0,98.0,69.0,55.0,66.0,84.0,,91.0,87.0,86.0,75.0,,79.0,81.0,83.0,82.0,86.0,68.0,79.0,86.0,84.0,63.0,82.0,65.0,71.0,57.0,62.0,73.0,77.0,62.0,83.0,56.0,63.0,90.0,71.0,81.0,65.0,84.0,77.0,80.0,67.0,71.0,64.0,80.0,94.0,67.0,84.0,75.0,79.0,76.0,72.0,92.0,65.0,61.0,73.0,74.0,80.0,86.0,76.0,80.0,74.84
2021-04-21,65.0,,66.0,,,85.0,86.0,,69.0,,,,,83.0,,79.0,,,,,,,,,,78.0,,,,68.0,,,82.0,,,,,,65.0,66.0,,,,,73.0,,,,,,84.0,,88.0,78.0,,,,,,65.0,,,,,,,,,,63.0,,,,,,,,74.61111111111111
2021-04-22,66.0,73.0,80.0,71.0,54.0,70.0,83.0,66.0,71.0,69.0,81.0,78.0,56.0,63.0,78.0,73.0,58.0,70.0,93.0,65.0,78.0,71.0,66.0,,73.0,86.0,65.0,63.0,,69.0,68.0,81.0,89.0,74.0,78.0,57.0,84.0,66.0,75.0,68.0,65.0,72.0,69.0,70.0,71.0,76.0,77.0,63.0,56.0,65.0,88.0,59.0,68.0,59.0,70.0,57.0,78.0,68.0,66.0,74.0,56.0,87.0,67.0,60.0,58.0,76.0,72.0,55.0,74.0,71.0,68.0,65.0,73.0,64.0,75.0,76.0,59.0,70.08
2021-04-23,83.0,,72.0,,,80.0,78.0,,78.0,,,,,76.0,,73.0,,,,,,,,,,76.0,,,,74.0,,,87.0,,,,,,65.0,76.0,,,,,67.0,,,,,,76.0,,75.0,68.0,,,,,,80.0,,,,,,,,,,75.0,,,,,,,,75.5
2021-04-24,66.0,60.0,60.0,53.0,49.0,65.0,69.0,58.0,56.0,61.0,65.0,63.0,51.0,75.0,63.0,72.0,64.0,62.0,91.0,52.0,59.0,68.0,67.0,,69.0,74.0,61.0,67.0,,55.0,61.0,61.0,59.0,69.0,60.0,57.0,62.0,59.0,62.0,55.0,69.0,65.0,54.0,53.0,57.0,58.0,55.0,56.0,52.0,56.0,58.0,58.0,75.0,59.0,67.0,57.0,64.0,63.0,65.0,57.0,54.0,84.0,70.0,65.0,59.0,61.0,64.0,49.0,73.0,57.0,61.0,58.0,68.0,57.0,57.0,68.0,49.0,61.76
2021-04-25,55.0,,78.0,,,54.0,69.0,,59.0,,,,,66.0,,65.0,,,,,,,,,,63.0,,,,54.0,,,78.0,,,,,,71.0,66.0,,,,,60.0,,,,,,70.0,,72.0,77.0,,,,,,55.0,,,,,,,,,,44.0,,,,,,,,64.22222222222223
2021-04-26,79.0,77.0,77.0,54.0,61.0,61.0,72.0,51.0,58.0,86.0,79.0,72.0,51.0,78.0,74.0,81.0,58.0,60.0,85.0,50.0,88.0,61.0,59.0,,61.0,57.0,62.0,64.0,,54.0,53.0,50.0,55.0,72.0,64.0,59.0,56.0,58.0,84.0,49.0,64.0,71.0,84.0,73.0,59.0,55.0,77.0,51.0,53.0,72.0,48.0,55.0,81.0,66.0,58.0,60.0,57.0,57.0,75.0,65.0,52.0,85.0,61.0,61.0,57.0,57.0,79.0,70.0,68.0,66.0,64.0,53.0,77.0,50.0,56.0,70.0,48.0,64.33333333333333
2021-04-27,71.0,,79.0,,,53.0,68.0,,54.0,,,,,61.0,,71.0,,,,,,,,,,66.0,,,,46.0,,,54.0,,,,,,82.0,46.0,,,,,48.0,,,,,,52.0,,72.0,83.0,,,,,,62.0,,,,,,,,,,56.0,,,,,,,,62.44444444444444
2021-04-28,44.0,59.0,66.0,40.0,47.0,41.0,55.0,40.0,46.0,71.0,58.0,68.0,45.0,49.0,76.0,53.0,55.0,47.0,64.0,44.0,67.0,43.0,54.0,,71.0,54.0,50.0,54.0,,45.0,46.0,43.0,52.0,67.0,61.0,60.0,49.0,45.0,48.0,39.0,41.0,50.0,61.0,52.0,44.0,48.0,57.0,43.0,47.0,48.0,36.0,41.0,76.0,67.0,55.0,47.0,54.0,43.0,51.0,45.0,42.0,74.0,45.0,63.0,49.0,40.0,51.0,46.0,67.0,55.0,45.0,46.0,52.0,50.0,47.0,54.0,45.0,51.906666666666666
2021-04-29,68.0,,62.0,,,67.0,82.0,,58.0,,,,,73.0,,74.0,,,,,,,,,,90.0,,,,54.0,,,77.0,,,,,,71.0,65.0,,,,,58.0,,,,,,58.0,,85.0,54.0,,,,,,60.0,,,,,,,,,,53.0,,,,,,,,67.16666666666667
2021-04-30,76.0,68.0,73.0,66.0,91.0,78.0,86.0,61.0,61.0,76.0,92.0,86.0,85.0,82.0,88.0,79.0,58.0,71.0,96.0,62.0,83.0,63.0,60.0,,89.0,87.0,88.0,63.0,,68.0,66.0,74.0,82.0,89.0,88.0,64.0,84.0,76.0,90.0,82.0,68.0,68.0,78.0,82.0,75.0,74.0,81.0,55.0,91.0,78.0,84.0,80.0,79.0,76.0,65.0,87.0,75.0,62.0,69.0,63.0,74.0,80.0,65.0,87.0,85.0,72.0,73.0,82.0,90.0,64.0,66.0,65.0,70.0,63.0,77.0,75.0,74.0,75.77333333333333
2021-05-01,79.0,,73.0,,,88.0,76.0,,79.0,,,,,88.0,,85.0,,,,,,,,,,86.0,,,,86.0,,,85.0,,,,,,72.0,92.0,,,,,83.0,,,,,,78.0,,88.0,89.0,,,,,,88.0,,,,,,,,,,90.0,,,,,,,,83.61111111111111
2021-05-02,83.0,84.0,78.0,88.0,83.0,89.0,87.0,91.0,92.0,71.0,76.0,79.0,92.0,97.0,82.0,88.0,88.0,94.0,97.0,89.0,73.0,84.0,87.0,,79.0,89.0,67.0,81.0,,90.0,86.0,81.0,82.0,74.0,69.0,91.0,83.0,91.0,79.0,87.0,95.0,83.0,76.0,86.0,74.0,76.0,77.0,88.0,86.0,93.0,84.0,91.0,90.0,91.0,85.0,66.0,84.0,83.0,84.0,91.0,91.0,99.0,90.0,85.0,72.0,83.0,82.0,90.0,76.0,90.0,90.0,93.0,82.0,89.0,83.0,88.0,94.0,84.81333333333333
2021-05-03,79.0,,74.0,,,75.0,76.0,,71.0,,,,,85.0,,75.0,,,,,,,,,,64.0,,,,59.0,,,61.0,,,,,,84.0,64.0,,,,,69.0,,,,,,75.0,,68.0,76.0,,,,,,72.0,,,,,,,,,,71.0,,,,,,,,72.11111111111111
2021-05-04,69.0,70.0,67.0,52.0,78.0,57.0,58.0,54.0,43.0,69.0,72.0,73.0,69.0,72.0,78.0,62.0,60.0,62.0,78.0,53.0,68.0,57.0,59.0,,73.0,49.0,72.0,54.0,,48.0,56.0,50.0,61.0,70.0,72.0,60.0,53.0,64.0,71.0,46.0,57.0,57.0,67.0,74.0,42.0,53.0,74.0,52.0,77.0,65.0,41.0,68.0,72.0,68.0,62.0,74.0,54.0,53.0,61.0,56.0,58.0,95.0,61.0,68.0,67.0,49.0,59.0,74.0,71.0,54.0,59.0,54.0,57.0,59.0,49.0,57.0,61.0,62.10666666666667
2021-05-05,71.0,,79.0,,,55.0,67.0,,80.0,,,,,91.0,,73.0,,,,,,,,,,54.0,,,,56.0,,,59.0,,,,,,58.0,60.0,,,,,58.0,,,,,,49.0,,75.0,81.0,,,,,,74.0,,,,,,,,,,75.0,,,,,,,,67.5
2021-05-06,61.0,61.0,59.0,56.0,60.0,60.0,71.0,65.0,73.0,61.0,60.0,64.0,64.0,90.0,72.0,64.0,59.0,66.0,92.0,65.0,60.0,72.0,65.0,,69.0,56.0,70.0,62.0,,54.0,58.0,56.0,58.0,81.0,76.0,63.0,59.0,71.0,63.0,50.0,69.0,73.0,54.0,58.0,59.0,54.0,58.0,57.0,57.0,58.0,44.0,66.0,66.0,58.0,67.0,59.0,58.0,60.0,62.0,58.0,61.0,95.0,66.0,57.0,56.0,54.0,63.0,57.0,82.0,58.0,56.0,64.0,68.0,61.0,57.0,67.0,69.0,63.36
2021-05-07,87.0,,84.0,,,70.0,83.0,,87.0,,,,,87.0,,91.0,,,,,,,,,,77.0,,,,71.0,,,75.0,,,,,,69.0,65.0,,,,,64.0,,,,,,61.0,,89.0,92.0,,,,,,92.0,,,,,,,,,,89.0,,,,,,,,79.61111111111111
2021-05-08,84.0,80.0,81.0,57.0,74.0,66.0,77.0,64.0,100.0,71.0,81.0,82.0,64.0,84.0,86.0,82.0,58.0,71.0,94.0,61.0,75.0,67.0,63.0,,79.0,65.0,75.0,71.0,,57.0,63.0,61.0,64.0,77.0,80.0,60.0,67.0,65.0,77.0,63.0,70.0,77.0,72.0,80.0,54.0,55.0,85.0,60.0,69.0,72.0,60.0,64.0,80.0,82.0,60.0,67.0,60.0,60.0,79.0,69.0,56.0,92.0,73.0,66.0,65.0,63.0,83.0,72.0,78.0,77.0,73.0,70.0,84.0,60.0,62.0,75.0,57.0,71.02666666666667
2021-05-09,63.0,,68.0,,,45.0,65.0,,66.0,,,,,71.0,,58.0,,,,,,,,,,54.0,,,,50.0,,,60.0,,,,,,54.0,37.0,,,,,39.0,,,,,,43.0,,71.0,63.0,,,,,,51.0,,,,,,,,,,48.0,,,,,,,,55.888888888888886
2021-05-10,43.0,46.0,46.0,32.0,51.0,37.0,56.0,36.0,37.0,47.0,45.0,59.0,50.0,48.0,62.0,52.0,37.0,46.0,51.0,42.0,49.0,44.0,44.0,,46.0,35.0,45.0,46.0,,40.0,53.0,38.0,34.0,46.0,45.0,48.0,37.0,49.0,46.0,35.0,46.0,52.0,49.0,52.0,39.0,33.0,45.0,37.0,50.0,53.0,38.0,46.0,63.0,58.0,44.0,48.0,41.0,41.0,47.0,48.0,40.0,65.0,47.0,51.0,49.0,35.0,45.0,45.0,44.0,44.0,48.0,45.0,47.0,51.0,47.0,50.0,43.0,45.72
2021-05-11,43.0,,40.0,,,40.0,49.0,,42.0,,,,,63.0,,48.0,,,,,,,,,,49.0,,,,48.0,,,49.0,,,,,,41.0,45.0,,,,,44.0,,,,,,45.0,,70.0,53.0,,,,,,51.0,,,,,,,,,,44.0,,,,,,,,48.0
2021-05-12,48.0,47.0,44.0,48.0,50.0,46.0,50.0,46.0,46.0,41.0,40.0,50.0,80.0,84.0,56.0,54.0,81.0,57.0,68.0,56.0,41.0,45.0,72.0,,89.0,73.0,75.0,44.0,,49.0,57.0,50.0,54.0,65.0,55.0,84.0,54.0,70.0,38.0,46.0,48.0,47.0,50.0,42.0,50.0,53.0,38.0,58.0,56.0,46.0,41.0,64.0,65.0,52.0,60.0,80.0,50.0,40.0,42.0,43.0,80.0,79.0,45.0,89.0,82.0,46.0,41.0,41.0,76.0,40.0,40.0,48.0,44.0,73.0,48.0,53.0,77.0,55.733333333333334
2021-05-13,73.0,,72.0,,,69.0,78.0,,65.0,,,,,87.0,,66.0,,,,,,,,,,87.0,,,,68.0,,,70.0,,,,,,68.0,88.0,,,,,78.0,,,,,,82.0,,76.0,65.0,,,,,,53.0,,,,,,,,,,47.0,,,,,,,,71.77777777777777
2021-05-14,96.0,80.0,77.0,96.0,74.0,90.0,81.0,81.0,85.0,78.0,76.0,83.0,90.0,93.0,82.0,88.0,80.0,87.0,99.0,90.0,75.0,83.0,84.0,,89.0,80.0,85.0,83.0,,83.0,85.0,84.0,95.0,85.0,74.0,84.0,73.0,86.0,80.0,91.0,83.0,88.0,74.0,72.0,86.0,87.0,70.0,84.0,86.0,73.0,88.0,86.0,94.0,76.0,90.0,88.0,89.0,88.0,83.0,71.0,85.0,95.0,77.0,89.0,92.0,91.0,84.0,71.0,89.0,77.0,68.0,85.0,87.0,85.0,86.0,81.0,90.0,83.90666666666667
2021-05-15,85.0,,81.0,,,73.0,80.0,,76.0,,,,,82.0,,81.0,,,,,,,,,,78.0,,,,69.0,,,83.0,,,,,,89.0,64.0,,,,,69.0,,,,,,75.0,,80.0,76.0,,,,,,64.0,,,,,,,,,,62.0,,,,,,,,75.94444444444444
2021-05-16,80.0,85.0,82.0,76.0,86.0,80.0,87.0,82.0,90.0,82.0,91.0,86.0,83.0,91.0,91.0,81.0,66.0,83.0,97.0,86.0,82.0,83.0,77.0,,86.0,86.0,85.0,81.0,,81.0,83.0,87.0,94.0,91.0,88.0,73.0,80.0,75.0,84.0,90.0,86.0,82.0,83.0,82.0,80.0,87.0,83.0,73.0,88.0,77.0,83.0,72.0,91.0,84.0,79.0,82.0,87.0,82.0,81.0,76.0,73.0,97.0,85.0,79.0,82.0,83.0,75.0,80.0,90.0,83.0,81.0,77.0,77.0,74.0,87.0,79.0,77.0,82.77333333333333
2021-05-17,75.0,,74.0,,,80.0,72.0,,89.0,,,,,77.0,,87.0,,,,,,,,,,78.0,,,,87.0,,,85.0,,,,,,65.0,81.0,,,,,85.0,,,,,,87.0,,82.0,76.0,,,,,,73.0,,,,,,,,,,69.0,,,,,,,,79.0
2021-05-18,92.0,70.0,78.0,88.0,81.0,94.0,84.0,90.0,90.0,72.0,85.0,88.0,83.0,91.0,90.0,91.0,78.0,91.0,98.0,88.0,69.0,89.0,75.0,,88.0,93.0,80.0,84.0,,88.0,86.0,92.0,92.0,88.0,89.0,73.0,92.0,78.0,77.0,91.0,93.0,83.0,73.0,78.0,92.0,88.0,75.0,77.0,76.0,93.0,89.0,81.0,85.0,79.0,81.0,87.0,91.0,81.0,76.0,91.0,72.0,95.0,89.0,87.0,85.0,93.0,77.0,93.0,86.0,80.0,87.0,90.0,73.0,71.0,91.0,83.0,73.0,84.53333333333333
2021-05-19,78.0,,85.0,,,90.0,82.0,,82.0,,,,,81.0,,88.0,,,,,,,,,,79.0,,,,78.0,,,70.0,,,,,,80.0,78.0,,,,,74.0,,,,,,73.0,,85.0,89.0,,,,,,79.0,,,,,,,,,,87.0,,,,,,,,81.0
2021-05-20,58.0,62.0,71.0,68.0,70.0,71.0,74.0,67.0,69.0,69.0,73.0,72.0,65.0,85.0,71.0,74.0,78.0,75.0,98.0,63.0,67.0,67.0,84.0,,79.0,73.0,75.0,63.0,,63.0,60.0,70.0,73.0,77.0,74.0,76.0,71.0,74.0,74.0,72.0,74.0,69.0,65.0,73.0,70.0,73.0,71.0,68.0,69.0,68.0,72.0,68.0,70.0,72.0,74.0,77.0,68.0,63.0,69.0,69.0,63.0,96.0,74.0,73.0,68.0,71.0,63.0,68.0,77.0,66.0,67.0,70.0,68.0,69.0,76.0,71.0,71.0,71.17333333333333
2021-05-21,56.0,,64.0,,,69.0,66.0,,67.0,,,,,57.0,,72.0,,,,,,,,,,71.0,,,,56.0,,,71.0,,,,,,61.0,58.0,,,,,54.0,,,,,,43.0,,79.0,69.0,,,,,,59.0,,,,,,,,,,61.0,,,,,,,,62.94444444444444
2021-05-22,84.0,80.0,77.0,77.0,86.0,75.0,69.0,80.0,83.0,79.0,81.0,82.0,74.0,78.0,89.0,90.0,61.0,75.0,92.0,85.0,79.0,80.0,77.0,,80.0,78.0,80.0,85.0,,84.0,77.0,71.0,70.0,83.0,78.0,68.0,65.0,65.0,78.0,70.0,86.0,74.0,81.0,85.0,78.0,68.0,81.0,77.0,83.0,82.0,51.0,69.0,94.0,85.0,79.0,75.0,75.0,75.0,79.0,82.0,59.0,89.0,86.0,73.0,78.0,74.0,76.0,85.0,78.0,79.0,80.0,78.0,68.0,64.0,57.0,71.0,72.0,77.21333333333334
2021-05-23,81.0,,86.0,,,68.0,68.0,,73.0,,,,,86.0,,72.0,,,,,,,,,,69.0,,,,79.0,,,85.0,,,,,,78.0,77.0,,,,,68.0,,,,,,78.0,,81.0,82.0,,,,,,59.0,,,,,,,,,,60.0,,,,,,,,75.0
