DATE,BIALYSTOK_CC,BIEBRZA-PIENCZYKOWEK_CC,BIELSKO-BIALA_CC,BORUSOWA_CC,CHOJNICE_CC,CHORZELOW_CC,CIESZANOW_CC,CZOSTOCHOWA_CC,DRONIOWICE_CC,DYNOW_CC,ELBLAG_CC,ELBLAG-MILEJEWO_CC,GDANSK-REBIECHOWO_CC,GDANSK-SWIBNO_CC,GORZOW WLKP_CC,GORZYN_CC,HEL_CC,JABLONKA_CC,JARCZEW_CC,JELENIA GORA_CC,KALISZ_CC,KASPROWY WIERCH_CC,KATOWICE_CC,KATOWICE-MUCHOWIEC_CC,KETRZYN_CC,KIELCE_CC,KLODZKO_CC,KOLO_CC,KOLOBRZEG-DZWIRZYNO_CC,KOLUDA WIELKA_CC,KOMANCZA_CC,KOSZALIN_CC,KOZIENCE_CC,KOZIENICE_CC,KRAKOW_CC,KRAKOW OBS. ASTRONOMICZNE_CC,KRAKOW-BALICE_CC,KROSCIENKO_CC,KROSNO_CC,KRYNICA_CC,LACKO_CC,LAZY_CC,LEBA_CC,LEBORK_CC,LEGNICA_CC,LESKO_CC,LESZNO_CC,LIDZBARK WARMINSKI_CC,LIMANOWA_CC,LODZ_CC,LUBLIN RADAWIEC_CC,LUBLIN-RADAWIEC_CC,MIKOLAJKI_CC,MLAWA_CC,MSZANA DOLNA_CC,NOWY SACZ_CC,OLECKO_CC,OLSZTYN_CC,OPOLE_CC,PILA_CC,PIWNICZNA_CC,PLOCK_CC,PORONIN_CC,POZNAN_CC,PSZCZYNA_CC,PULAWY_CC,PULTUSK_CC,RACIBORZ_CC,RESKO-SMOLSKO_CC,ROZANYSTOK_CC,RZESZOW JASIONKA_CC,SANDOMIERZ_CC,SIEDLCE_CC,SKIERNIEWICE_CC,SLUBICE_CC,SNIEZKA_CC,SOLINA-JAWOR_CC,STASZOW_CC,SULEJOW_CC,SWINOUJSCIE_CC,SZCZECIN_CC,SZEPIETOWO_CC,TARNOW_CC,TERESPOL_CC,TORUN_CC,USTKA_CC,WARSZAWA-BIELANY_CC,WARSZAWA-FILTRY_CC,WARSZAWA-OKECIE_CC,WIELICHOWO_CC,WIELUN_CC,WLODAWA_CC,WROCLAW_CC,ZAKOPANE_CC,ZAMOSC_CC,ZIELONA GORA_CC,mean_CC
2017-01-11,0.0,0.0,2.0,,3.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,,1.0,0.0,1.0,2.0,0.0,0.0,,0.0,3.0,1.0,,,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,8.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,4.0,4.0,3.0,0.0,2.0,2.0,3.0,6.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,1.4606741573033708
2017-01-12,7.0,8.0,6.0,,7.0,7.0,7.0,0.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,,7.0,0.0,7.0,6.0,0.0,0.0,,8.0,5.0,7.0,,,7.0,7.0,7.0,0.0,8.0,6.0,7.0,7.0,0.0,0.0,7.0,0.0,8.0,7.0,7.0,,7.0,7.0,7.0,8.0,0.0,8.0,0.0,7.0,0.0,8.0,0.0,6.0,6.0,8.0,7.0,8.0,0.0,,7.0,6.0,0.0,7.0,7.0,0.0,8.0,8.0,7.0,0.0,3.0,6.0,8.0,0.0,6.0,6.0,6.0,8.0,8.0,7.0,4.0,0.0,6.0,7.0,6.0,0.0,7.0,5.46067415730337
2017-01-13,7.0,7.0,7.0,,7.0,8.0,7.0,0.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,8.0,8.0,7.0,7.0,7.0,,7.0,0.0,7.0,7.0,0.0,0.0,,8.0,8.0,7.0,,,7.0,6.0,6.0,0.0,7.0,7.0,8.0,7.0,0.0,0.0,7.0,0.0,8.0,8.0,7.0,,6.0,8.0,7.0,8.0,0.0,8.0,0.0,6.0,0.0,8.0,0.0,7.0,7.0,8.0,8.0,8.0,0.0,,8.0,6.0,0.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,7.0,7.0,8.0,0.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,7.0,5.719101123595506
2017-01-14,7.0,8.0,7.0,,7.0,7.0,7.0,0.0,7.0,8.0,8.0,6.0,7.0,5.0,5.0,3.0,5.0,8.0,6.0,6.0,7.0,7.0,,7.0,0.0,7.0,6.0,0.0,0.0,,8.0,7.0,7.0,,,7.0,6.0,7.0,0.0,6.0,7.0,7.0,6.0,0.0,0.0,8.0,0.0,7.0,8.0,7.0,,7.0,8.0,7.0,8.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,6.0,6.0,7.0,8.0,8.0,0.0,,8.0,7.0,0.0,7.0,8.0,0.0,7.0,8.0,6.0,0.0,3.0,4.0,8.0,0.0,7.0,6.0,6.0,8.0,8.0,7.0,5.0,0.0,7.0,6.0,7.0,0.0,7.0,5.325842696629214
2017-01-15,7.0,8.0,5.0,,7.0,6.0,7.0,0.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,3.0,8.0,7.0,7.0,6.0,,6.0,0.0,5.0,7.0,0.0,0.0,,6.0,7.0,7.0,,,5.0,6.0,2.0,0.0,4.0,1.0,6.0,7.0,0.0,0.0,6.0,0.0,7.0,5.0,7.0,,7.0,7.0,7.0,5.0,0.0,7.0,0.0,6.0,0.0,5.0,0.0,4.0,7.0,4.0,7.0,8.0,0.0,,7.0,5.0,0.0,7.0,8.0,0.0,7.0,5.0,5.0,0.0,6.0,6.0,8.0,0.0,7.0,7.0,6.0,8.0,8.0,7.0,8.0,0.0,6.0,7.0,5.0,0.0,7.0,4.921348314606742
2017-01-16,8.0,7.0,5.0,,5.0,5.0,4.0,0.0,7.0,5.0,8.0,6.0,5.0,5.0,6.0,6.0,6.0,2.0,8.0,7.0,7.0,5.0,,7.0,0.0,7.0,7.0,0.0,0.0,,5.0,5.0,7.0,,,6.0,6.0,0.0,0.0,4.0,3.0,5.0,6.0,0.0,0.0,4.0,0.0,8.0,4.0,8.0,,5.0,8.0,8.0,5.0,0.0,7.0,0.0,7.0,0.0,3.0,0.0,1.0,6.0,7.0,8.0,8.0,0.0,,8.0,4.0,0.0,7.0,8.0,0.0,8.0,1.0,4.0,0.0,3.0,4.0,8.0,0.0,7.0,7.0,6.0,8.0,8.0,7.0,3.0,0.0,5.0,7.0,4.0,0.0,6.0,4.550561797752809
2017-01-17,7.0,7.0,7.0,,4.0,8.0,8.0,0.0,8.0,8.0,7.0,4.0,3.0,5.0,5.0,3.0,4.0,7.0,8.0,,6.0,6.0,,7.0,0.0,4.0,6.0,0.0,0.0,,8.0,6.0,7.0,,,8.0,7.0,8.0,0.0,7.0,7.0,8.0,6.0,0.0,0.0,8.0,0.0,7.0,8.0,7.0,,4.0,7.0,5.0,8.0,0.0,8.0,0.0,7.0,,8.0,0.0,7.0,7.0,8.0,8.0,8.0,0.0,,7.0,7.0,0.0,7.0,8.0,0.0,7.0,8.0,8.0,0.0,5.0,4.0,8.0,0.0,7.0,5.0,6.0,8.0,8.0,7.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,5.32183908045977
2017-01-18,5.0,4.0,7.0,,7.0,8.0,8.0,0.0,7.0,8.0,4.0,6.0,7.0,5.0,8.0,7.0,7.0,4.0,8.0,4.0,8.0,1.0,,7.0,0.0,8.0,7.0,0.0,0.0,,8.0,7.0,7.0,,,8.0,7.0,7.0,0.0,8.0,8.0,8.0,7.0,0.0,0.0,7.0,0.0,7.0,7.0,7.0,,8.0,6.0,7.0,8.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,4.0,8.0,8.0,8.0,8.0,0.0,,2.0,8.0,0.0,5.0,8.0,0.0,3.0,8.0,8.0,0.0,6.0,7.0,6.0,0.0,6.0,7.0,7.0,8.0,8.0,5.0,8.0,0.0,8.0,7.0,5.0,0.0,8.0,5.314606741573034
2017-01-19,7.0,8.0,2.0,,7.0,7.0,7.0,0.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,7.0,3.0,8.0,1.0,7.0,1.0,,5.0,0.0,8.0,5.0,0.0,0.0,,7.0,8.0,7.0,,,5.0,5.0,4.0,0.0,4.0,5.0,5.0,8.0,0.0,0.0,7.0,0.0,8.0,4.0,7.0,,8.0,8.0,8.0,4.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,2.0,7.0,6.0,8.0,8.0,0.0,,7.0,8.0,0.0,6.0,8.0,0.0,1.0,7.0,8.0,0.0,7.0,8.0,8.0,0.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,6.0,2.0,0.0,7.0,5.101123595505618
2017-01-20,8.0,8.0,6.0,,8.0,7.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,3.0,,7.0,0.0,7.0,7.0,0.0,0.0,,8.0,7.0,8.0,,,8.0,7.0,6.0,0.0,8.0,7.0,8.0,8.0,0.0,0.0,6.0,0.0,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,0.0,8.0,0.0,7.0,0.0,8.0,0.0,6.0,8.0,6.0,8.0,8.0,0.0,,8.0,8.0,0.0,8.0,8.0,0.0,6.0,8.0,8.0,0.0,6.0,7.0,8.0,0.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,0.0,7.0,7.0,5.0,0.0,7.0,5.865168539325842
2017-01-21,8.0,7.0,8.0,,8.0,7.0,8.0,0.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,0.0,,6.0,0.0,8.0,6.0,0.0,0.0,,8.0,8.0,8.0,,,7.0,7.0,8.0,0.0,8.0,7.0,8.0,8.0,0.0,0.0,7.0,0.0,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,0.0,8.0,0.0,5.0,0.0,8.0,0.0,8.0,8.0,7.0,8.0,8.0,0.0,,8.0,7.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,7.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,5.0,5.0,0.0,8.0,5.786516853932584
2017-01-22,8.0,8.0,2.0,,8.0,7.0,8.0,0.0,7.0,6.0,8.0,8.0,8.0,8.0,5.0,3.0,8.0,3.0,8.0,2.0,3.0,0.0,,3.0,0.0,8.0,3.0,0.0,0.0,,8.0,8.0,8.0,,,2.0,4.0,3.0,0.0,8.0,4.0,3.0,8.0,0.0,0.0,7.0,0.0,8.0,2.0,5.0,,8.0,8.0,8.0,3.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,3.0,4.0,5.0,8.0,8.0,0.0,,8.0,8.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,7.0,7.0,8.0,0.0,8.0,7.0,8.0,8.0,8.0,7.0,2.0,0.0,8.0,3.0,2.0,0.0,4.0,4.685393258426966
2017-01-23,4.0,6.0,0.0,,7.0,1.0,5.0,0.0,4.0,0.0,8.0,7.0,8.0,8.0,5.0,6.0,8.0,3.0,5.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,,3.0,8.0,2.0,,4.0,2.0,,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,2.0,7.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,5.0,0.0,4.0,2.0,8.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.460674157303371
2017-01-24,8.0,7.0,7.0,,8.0,7.0,7.0,0.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,0.0,,7.0,0.0,6.0,8.0,0.0,0.0,,5.0,8.0,6.0,,,8.0,6.0,8.0,0.0,6.0,8.0,8.0,7.0,0.0,0.0,5.0,0.0,8.0,8.0,7.0,,6.0,8.0,8.0,8.0,0.0,8.0,0.0,7.0,0.0,8.0,0.0,3.0,8.0,7.0,8.0,8.0,0.0,,8.0,4.0,0.0,7.0,8.0,0.0,2.0,5.0,8.0,0.0,7.0,8.0,8.0,0.0,6.0,8.0,6.0,8.0,8.0,6.0,8.0,0.0,6.0,8.0,3.0,0.0,8.0,5.48314606741573
2017-01-25,4.0,4.0,8.0,,8.0,8.0,7.0,0.0,8.0,8.0,5.0,7.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,,8.0,2.0,,8.0,0.0,7.0,8.0,0.0,0.0,,8.0,8.0,7.0,,,8.0,8.0,8.0,0.0,8.0,8.0,8.0,7.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,,6.0,6.0,7.0,8.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,8.0,8.0,8.0,5.0,8.0,0.0,,4.0,7.0,0.0,6.0,8.0,0.0,7.0,8.0,8.0,0.0,7.0,8.0,5.0,0.0,5.0,8.0,7.0,7.0,7.0,7.0,8.0,0.0,5.0,8.0,8.0,0.0,8.0,5.6022727272727275
2017-01-26,5.0,5.0,4.0,,6.0,0.0,5.0,0.0,6.0,4.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,3.0,2.0,5.0,5.0,3.0,,5.0,0.0,4.0,7.0,0.0,0.0,,0.0,6.0,3.0,,,5.0,5.0,3.0,0.0,1.0,6.0,7.0,6.0,0.0,0.0,1.0,0.0,8.0,4.0,5.0,,2.0,6.0,6.0,6.0,0.0,8.0,0.0,6.0,0.0,2.0,0.0,4.0,5.0,4.0,3.0,8.0,0.0,,6.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,6.0,5.0,0.0,3.0,5.0,6.0,4.0,6.0,2.0,5.0,0.0,3.0,6.0,6.0,0.0,4.0,3.50561797752809
2017-01-27,8.0,7.0,0.0,,0.0,0.0,6.0,0.0,5.0,0.0,8.0,5.0,3.0,2.0,1.0,2.0,5.0,1.0,2.0,0.0,2.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,,,2.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,,1.0,7.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,8.0,0.0,,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.752808988764045
2017-01-28,8.0,7.0,0.0,,0.0,0.0,2.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,0.0,,8.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.2696629213483146
2017-01-29,8.0,8.0,0.0,,0.0,1.0,8.0,0.0,6.0,2.0,8.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,3.0,0.0,0.0,,7.0,7.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,,8.0,4.0,0.0,7.0,4.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,8.0,0.0,8.0,0.0,2.0,6.0,2.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.9431818181818181
2017-01-30,7.0,5.0,0.0,,7.0,2.0,5.0,0.0,4.0,2.0,7.0,6.0,7.0,6.0,7.0,2.0,7.0,0.0,4.0,4.0,5.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,7.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,,3.0,7.0,4.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,2.0,3.0,0.0,,7.0,2.0,0.0,5.0,1.0,0.0,5.0,0.0,3.0,0.0,6.0,7.0,5.0,0.0,6.0,4.0,7.0,5.0,1.0,4.0,2.0,0.0,7.0,3.0,0.0,0.0,7.0,2.730337078651685
