DATE,BABICE_FG,BIALOWIEZA_FG,BIALYSTOK_FG,BIEBRZA-PIENCZYKOWEK_FG,BIELSKO-BIALA_FG,BORUSOWA_FG,BUKOWINA TATRZANSKA_FG,CHOJNICE_FG,CHORZELOW_FG,CIESZANOW_FG,CZOSTOCHOWA_FG,DRONIOWICE_FG,DYNOW_FG,ELBLAG_FG,ELBLAG-MILEJEWO_FG,GDANSK-REBIECHOWO_FG,GDANSK-SWIBNO_FG,GORZOW WLKP_FG,GORZYN_FG,GOZOW WLKP._FG,HEL_FG,JABLONKA_FG,JARCZEW_FG,JELENIA GORA_FG,KALISZ_FG,KASPROWY WIERCH_FG,KATOWICE_FG,KATOWICE-MUCHOWIEC_FG,KETRZYN_FG,KIELCE_FG,KLODZKO_FG,KOLO_FG,KOLOBRZEG-DZWIRZYNO_FG,KOMANCZA_FG,KOSZALIN_FG,KOZIENCE_FG,KOZIENICE_FG,KRAKOW_FG,KRAKOW OBS. ASTRONOMICZNE_FG,KRAKOW-BALICE_FG,KROSCIENKO_FG,KROSNO_FG,KRYNICA_FG,LACKO_FG,LAZY_FG,LEBA_FG,LEBORK_FG,LEGIONOWO_FG,LEGNICA_FG,LESKO_FG,LESZNO_FG,LIDZBARK WARMINSKI_FG,LIESEK_FG,LIMANOWA_FG,LODZ_FG,LUBLIN RADAWIEC_FG,LUBLIN-RADAWIEC_FG,LUBLINEK_FG,MIKOLAJKI_FG,MLAWA_FG,MSZANA DOLNA_FG,NOWY SACZ_FG,OLSZTYN_FG,OPOLE_FG,PILA_FG,PIWNICZNA_FG,PLOCK_FG,PORONIN_FG,POZNAN_FG,PSZCZYNA_FG,PULAWY_FG,PULTUSK_FG,RACIBORZ_FG,RESKO_FG,RESKO-SMOLSKO_FG,RZESZOW JASIONKA_FG,RZESZOW-JASIONKA_FG,SANDOMIERZ_FG,SIEDLCE_FG,SKIERNIEWICE_FG,SLUBICE_FG,SNIEZKA_FG,SOLINA-JAWOR_FG,STASZOW_FG,SULEJOW_FG,SWINOUJSCIE_FG,SZCZECIN_FG,SZCZECINEK_FG,TARNOW_FG,TERESPOL_FG,TORUN_FG,USTKA_FG,WARSZAWA-BIELANY_FG,WARSZAWA-FILTRY_FG,WARSZAWA-OKECIE_FG,WIELUN_FG,WLODAWA_FG,WROCLAW_FG,WROCLAW II_FG,ZAKOPANE_FG,ZAMOSC_FG,ZIELONA GORA_FG,mean_FG
2017-01-11,32.0,20.0,0.0,33.0,0.0,,0.0,0.0,0.0,10.0,0.0,43.0,0.0,0.0,0.0,50.0,0.0,0.0,27.0,34.0,0.0,,53.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.5,0.0,3.0,0.0,0.0,,,7.0,0.0,10.0,26.0,3.0,20.0,13.0,0.0,29.0,27.0,0.0,0.0,0.0,43.0,15.0,17.0,0.0,,0.0,32.0,31.5,0.0,20.0,0.0,0.0,26.5,0.0,7.0,0.0,,0.0,10.0,23.0,,0.0,55.0,,0.0,,0.0,0.0,33.0,0.0,74.66666666666667,0.0,10.0,0.0,0.0,0.0,45.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.237827715355806
2017-01-12,48.0,27.0,35.0,37.0,80.0,,,70.0,27.0,90.0,36.0,63.0,43.0,45.0,76.0,67.0,,,33.0,32.0,65.0,,53.0,64.0,64.0,126.0,47.0,,57.0,35.0,58.0,48.0,46.0,33.0,56.0,39.0,,47.0,27.0,,17.0,0.0,17.0,30.0,43.0,110.0,62.0,50.0,70.0,42.0,72.0,40.0,67.0,47.0,,42.0,,67.0,45.0,50.0,60.0,26.0,45.0,37.0,30.0,43.0,57.0,,,37.0,23.0,,64.0,64.0,,79.0,,48.0,46.0,50.0,51.0,209.0,,40.0,65.0,27.0,60.0,50.0,22.0,31.0,32.0,80.0,,,42.0,62.0,58.0,,60.0,22.0,83.0,47.0,51.74698795180723
2017-01-13,25.0,37.0,0.0,40.0,0.0,,,0.0,10.0,37.0,0.0,50.0,50.0,0.0,0.0,30.0,0.0,0.0,20.0,31.0,0.0,,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.5,0.0,23.0,0.0,0.0,,,13.0,0.0,27.0,21.5,27.0,10.0,47.0,0.0,14.0,27.0,0.0,0.0,0.0,33.0,77.0,37.0,0.0,,0.0,43.0,24.0,0.0,60.0,0.0,0.0,23.5,30.0,27.0,0.0,,0.0,13.0,33.0,,0.0,35.0,,0.0,,0.0,0.0,40.0,0.0,82.66666666666667,,27.0,0.0,40.0,0.0,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14.634099616858238
2017-01-14,45.0,20.0,20.0,40.0,30.0,,,22.0,20.0,23.0,30.0,37.0,13.0,34.0,35.0,37.0,,,3.0,17.0,41.0,,53.0,26.0,31.0,44.0,27.0,,25.0,27.0,37.0,30.0,21.0,13.0,27.0,28.0,,47.0,27.0,,17.0,29.0,20.0,23.0,33.0,45.0,31.0,37.0,35.0,30.0,27.0,23.0,22.0,40.0,,35.0,,38.0,30.0,35.0,13.0,25.0,30.0,25.0,17.0,17.0,35.0,,,3.0,43.0,,44.0,26.0,,43.0,,29.0,34.0,27.0,27.0,154.33333333333334,,27.0,43.0,17.0,27.0,22.0,12.0,27.0,20.0,47.0,,,40.0,32.0,41.0,,27.0,20.0,45.0,32.0,30.738955823293175
2017-01-15,14.0,20.0,0.0,30.0,0.0,,,0.0,3.0,20.0,0.0,40.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,23.0,0.0,,87.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,,,17.0,0.0,7.0,10.0,3.0,23.0,23.0,0.0,11.5,17.0,0.0,0.0,0.0,23.0,30.0,20.0,0.0,,0.0,30.0,13.5,0.0,27.0,0.0,0.0,10.0,0.0,7.0,0.0,,0.0,0.0,20.0,,0.0,23.0,,0.0,,0.0,0.0,20.0,0.0,48.666666666666664,,17.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,42.0,0.0,0.0,0.0,8.639846743295019
2017-01-16,7.0,10.0,10.0,17.0,17.0,,0.0,27.0,0.0,10.0,13.0,13.0,0.0,16.0,21.0,23.0,,,7.0,25.0,32.0,,90.0,18.0,17.0,36.0,20.0,,19.0,10.0,16.0,16.0,15.0,13.0,10.0,12.0,,10.0,13.0,,3.0,17.0,10.0,0.0,10.0,30.0,14.0,10.0,27.0,12.0,30.0,3.0,20.0,17.0,,15.0,,18.0,19.0,12.0,20.0,11.0,15.0,14.0,17.0,13.0,10.0,,,10.0,17.0,,15.0,12.0,,19.0,,20.0,16.0,10.0,23.0,106.0,0.0,3.0,21.0,47.0,25.0,15.0,10.0,14.0,17.0,50.0,,,12.0,17.0,22.0,,20.0,7.0,21.0,25.0,17.694117647058825
2017-01-17,21.0,10.0,0.0,10.0,0.0,,,0.0,0.0,17.0,0.0,17.0,13.0,0.0,0.0,17.0,0.0,0.0,3.0,18.0,0.0,,93.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.5,0.0,20.0,0.0,0.0,,,17.0,0.0,17.0,10.5,30.0,10.0,10.0,0.0,6.0,20.0,0.0,0.0,0.0,13.0,50.0,20.0,0.0,,0.0,21.0,7.0,0.0,23.0,0.0,0.0,10.0,0.0,20.0,0.0,,0.0,0.0,13.0,,0.0,10.0,,0.0,,0.0,0.0,17.0,0.0,46.666666666666664,,7.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.318007662835249
2017-01-18,9.0,10.0,10.0,17.0,20.0,,,30.0,3.0,23.0,19.0,27.0,20.0,25.0,53.0,50.0,,,3.0,16.0,44.0,,120.0,18.0,19.0,44.0,30.0,,35.0,17.0,25.0,16.0,29.0,20.0,30.0,11.0,,37.0,27.0,,23.0,21.0,33.0,17.0,7.0,67.0,38.0,23.0,15.0,29.0,10.0,20.0,42.0,17.0,,7.0,,11.0,31.0,22.0,30.0,16.0,17.0,20.0,12.0,23.0,17.0,,,10.0,17.0,,23.0,33.0,,31.0,,20.0,14.0,10.0,13.0,117.0,,17.0,15.0,15.0,37.0,15.0,15.0,11.0,15.0,47.0,,,10.0,12.0,14.0,,20.0,12.0,19.0,10.0,24.06024096385542
2017-01-19,21.0,27.0,0.0,47.0,0.0,,,0.0,0.0,17.0,0.0,17.0,10.0,0.0,0.0,60.0,0.0,0.0,7.0,25.0,0.0,,57.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.5,0.0,13.0,0.0,0.0,,,13.0,0.0,10.0,7.0,23.0,10.0,17.0,0.0,28.0,40.0,0.0,0.0,0.0,47.0,15.0,10.0,0.0,,0.0,28.0,22.5,0.0,10.0,0.0,0.0,6.0,0.0,17.0,0.0,,0.0,7.0,17.0,,0.0,47.0,,0.0,,0.0,0.0,20.0,0.0,26.333333333333332,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.678294573643411
2017-01-20,23.0,27.0,30.0,43.0,15.0,,,42.0,10.0,33.0,19.0,33.0,20.0,45.0,46.0,60.0,,,3.0,21.0,56.0,0.0,40.0,6.0,41.0,46.0,15.0,,43.0,20.0,11.0,31.0,35.0,13.0,41.0,25.0,,30.0,13.0,,10.0,9.0,0.0,10.0,20.0,78.0,41.0,30.0,17.0,18.0,27.0,33.0,,7.0,,37.0,,46.0,35.0,45.0,7.0,10.0,30.0,16.0,17.0,3.0,40.0,,,0.0,23.0,,18.0,41.0,,53.0,,33.0,35.0,23.0,19.0,64.0,0.0,27.0,43.0,22.0,32.0,32.0,10.0,26.0,20.0,65.0,,,37.0,35.0,46.0,,27.0,7.0,51.0,17.0,27.714285714285715
2017-01-21,31.0,30.0,0.0,37.0,0.0,,,0.0,7.0,43.0,0.0,23.0,23.0,0.0,0.0,33.0,0.0,,0.0,16.0,0.0,,47.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.5,0.0,7.0,0.0,0.0,,,13.0,0.0,3.0,7.5,0.0,3.0,23.0,0.0,13.5,23.0,0.0,0.0,0.0,23.0,12.0,30.0,0.0,,0.0,36.0,16.5,30.0,17.0,0.0,0.0,6.5,0.0,0.0,0.0,,,3.0,13.0,,0.0,25.0,,0.0,,0.0,0.0,13.0,0.0,10.0,,17.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.794117647058823
2017-01-22,17.0,20.0,25.0,37.0,12.0,,0.0,40.0,7.0,20.0,21.0,20.0,7.0,41.0,58.0,30.0,,,3.0,17.0,31.0,,57.0,13.0,29.0,26.0,7.0,,37.0,27.0,52.0,27.0,21.0,10.0,22.0,19.0,,20.0,13.0,,10.0,23.0,17.0,10.0,23.0,49.0,29.0,20.0,27.0,11.0,22.0,33.0,10.0,27.0,,17.0,,25.0,33.0,35.0,33.0,15.0,22.0,28.0,17.0,27.0,25.0,,,3.0,13.0,,25.0,21.0,,24.0,,20.0,23.0,17.0,21.0,122.0,,20.0,23.0,7.0,32.0,26.0,10.0,21.0,20.0,35.0,,,22.0,25.0,33.0,,42.0,5.0,21.0,27.0,24.19047619047619
2017-01-23,17.0,27.0,0.0,27.0,0.0,,0.0,0.0,0.0,27.0,0.0,23.0,17.0,0.0,0.0,30.0,0.0,0.0,17.0,16.0,0.0,,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,0.0,17.0,0.0,0.0,,,13.0,0.0,17.0,14.0,13.0,13.0,7.0,0.0,18.0,27.0,0.0,0.0,0.0,30.0,22.0,30.0,0.0,,0.0,17.0,16.5,0.0,27.0,0.0,0.0,14.5,0.0,23.0,0.0,,0.0,3.0,17.0,,0.0,21.0,,0.0,,0.0,0.0,20.0,0.0,29.333333333333332,,13.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.049242424242424
2017-01-24,29.0,27.0,22.0,30.0,15.0,,,25.0,7.0,17.0,13.0,23.0,17.0,36.0,38.0,50.0,,,7.0,17.0,42.0,,43.0,8.0,34.0,33.0,17.0,,32.0,12.0,13.0,15.5,34.0,10.0,34.0,23.0,,30.0,20.0,,17.0,22.0,23.0,3.0,27.0,47.0,32.0,33.0,30.0,16.0,32.0,23.0,20.0,17.0,,40.0,,35.0,32.0,35.0,10.0,12.0,22.0,17.0,12.0,23.0,32.0,,,3.0,23.0,,29.0,31.0,,43.0,,24.0,30.0,20.0,18.0,70.66666666666667,0.0,13.0,33.0,17.0,20.0,27.0,12.0,25.0,15.0,50.0,,,35.0,35.0,42.0,,35.0,12.0,43.0,17.0,25.097222222222225
2017-01-25,24.0,13.0,0.0,33.0,0.0,,,0.0,0.0,20.0,0.0,17.0,23.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,0.0,,,10.0,0.0,10.0,14.0,20.0,3.0,20.0,0.0,9.0,20.0,0.0,0.0,0.0,7.0,32.0,10.0,0.0,,0.0,22.0,12.5,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,,0.0,0.0,10.0,,0.0,20.0,,0.0,,0.0,0.0,17.0,0.0,27.333333333333332,,20.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.25095785440613
2017-01-26,14.0,13.0,17.0,33.0,15.0,,,27.0,0.0,10.0,11.0,7.0,0.0,38.0,50.0,47.0,,,7.0,19.0,50.0,,73.0,20.0,15.0,40.0,7.0,,39.0,12.0,21.0,12.0,19.0,7.0,19.0,15.0,,15.0,13.0,,7.0,11.0,3.0,7.0,10.0,61.0,34.0,17.0,30.0,15.0,20.0,27.0,17.0,13.0,,15.0,,12.0,34.0,17.0,,10.0,27.0,17.0,5.0,3.0,12.0,,,3.0,10.0,,18.0,15.0,,23.0,,18.0,19.0,13.0,21.0,111.33333333333333,0.0,10.0,13.0,7.0,15.0,15.0,12.0,17.0,10.0,35.0,,,17.0,15.0,24.0,,25.0,10.0,10.0,22.0,19.485943775100402
2017-01-27,11.0,20.0,0.0,23.0,0.0,,,0.0,0.0,3.0,0.0,27.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,16.0,0.0,,63.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.5,0.0,17.0,0.0,0.0,,,3.0,0.0,13.0,25.0,0.0,13.0,20.0,0.0,6.5,13.0,0.0,0.0,0.0,17.0,20.0,30.0,0.0,,0.0,13.0,12.0,0.0,10.0,0.0,0.0,15.0,0.0,17.0,0.0,,0.0,0.0,13.0,,0.0,15.0,,0.0,,0.0,0.0,13.0,0.0,37.666666666666664,0.0,7.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.257575757575757
2017-01-28,31.0,17.0,15.0,20.0,12.0,,,27.0,7.0,13.0,20.0,17.0,0.0,25.0,39.0,27.0,,,7.0,21.0,43.0,,57.0,15.0,32.0,29.0,17.0,,46.0,12.0,25.0,34.0,16.0,10.0,23.0,21.0,,7.0,7.0,,10.0,11.5,0.0,10.0,7.0,26.0,21.0,20.0,15.0,17.0,17.0,20.0,12.0,37.0,,27.0,,21.0,33.0,25.0,7.0,12.0,30.0,34.0,7.0,23.0,30.0,,,0.0,27.0,,26.0,16.0,,27.0,,26.0,29.0,23.0,29.0,99.0,0.0,20.0,12.0,10.0,27.0,34.0,12.0,23.0,22.0,37.0,,,37.0,22.0,27.0,,22.0,7.0,33.0,20.0,21.803571428571427
2017-01-29,24.0,33.0,0.0,40.0,0.0,,0.0,0.0,0.0,40.0,0.0,17.0,3.0,0.0,0.0,33.0,0.0,0.0,0.0,23.0,0.0,,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.5,0.0,17.0,0.0,0.0,,,3.0,0.0,10.0,12.5,0.0,7.0,13.0,0.0,14.5,17.0,0.0,0.0,0.0,40.0,27.0,27.0,0.0,,0.0,19.0,29.0,0.0,17.0,0.0,0.0,9.0,0.0,17.0,0.0,,0.0,0.0,27.0,,0.0,27.0,,0.0,,0.0,0.0,20.0,0.0,29.0,0.0,10.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.837078651685394
2017-01-30,27.0,27.0,30.0,37.0,12.0,,0.0,22.0,3.0,50.0,30.0,33.0,13.0,35.0,48.0,27.0,,,3.0,23.0,44.0,,50.0,21.0,31.0,94.0,12.0,,52.0,15.0,46.0,32.0,20.0,17.0,24.0,29.0,,5.0,7.0,,20.0,40.0,17.0,10.0,17.0,26.0,19.0,20.0,27.0,25.0,17.0,27.0,17.0,33.0,,32.0,,20.0,45.0,27.0,37.0,15.0,30.0,46.0,12.0,17.0,27.0,,,3.0,30.0,,44.0,23.0,,43.0,,33.0,36.0,20.0,39.0,95.0,,17.0,23.0,22.0,32.0,28.0,12.0,36.0,25.0,37.0,,,30.0,22.0,49.0,,20.0,5.0,36.0,32.0,27.785714285714285
