DATE,BIALOWIEZA_RR,BIALYSTOK_RR,BIEBRZA-PIENCZYKOWEK_RR,BIELSKO-BIALA_RR,BORUSOWA_RR,CHOJNICE_RR,CHORZELOW_RR,CIESZANOW_RR,CZOSTOCHOWA_RR,DRONIOWICE_RR,DYNOW_RR,ELBLAG_RR,ELBLAG-MILEJEWO_RR,GDANSK-REBIECHOWO_RR,GDANSK-SWIBNO_RR,GORZOW WLKP_RR,GORZYN_RR,HEL_RR,JABLONKA_RR,JARCZEW_RR,JELENIA GORA_RR,KASPROWY WIERCH_RR,KATOWICE-MUCHOWIEC_RR,KIELCE_RR,KLODZKO_RR,KOLO_RR,KOLOBRZEG-DZWIRZYNO_RR,KOLUDA WIELKA_RR,KOMANCZA_RR,KOSZALIN_RR,KOZIENCE_RR,KRAKOW-BALICE_RR,KROSNO_RR,KRYNICA_RR,LACKO_RR,LAZY_RR,LEBA_RR,LEBORK_RR,LEGIONOWO_RR,LEGNICA_RR,LESKO_RR,LESZNO_RR,LIDZBARK WARMINSKI_RR,LIMANOWA_RR,LODZ_RR,LUBLIN-RADAWIEC_RR,MIKOLAJKI_RR,MLAWA_RR,MSZANA DOLNA_RR,NOWY SACZ_RR,OLECKO_RR,OLSZTYN_RR,OPOLE_RR,PILA_RR,PIWNICZNA_RR,PLOCK_RR,PORONIN_RR,POZNAN_RR,PSZCZYNA_RR,PUCZNIEW_RR,PULTUSK_RR,RACIBORZ_RR,RESKO_RR,RESKO-SMOLSKO_RR,ROZANYSTOK_RR,RZESZOW JASIONKA_RR,SANDOMIERZ_RR,SIEDLCE_RR,SKIERNIEWICE_RR,SLUBICE_RR,SNIEZKA_RR,SOLINA-JAWOR_RR,STASZOW_RR,SULEJOW_RR,SUWALKI_RR,SWINOUJSCIE_RR,SZCZECIN_RR,SZEPIETOWO_RR,TARNOW_RR,TERESPOL_RR,TORUN_RR,USTKA_RR,WARSZAWA-BIELANY_RR,WARSZAWA-FILTRY_RR,WARSZAWA-OKECIE_RR,WIELICHOWO_RR,WIELUN_RR,WLODAWA_RR,WROCLAW_RR,ZAKOPANE_RR,ZAMOSC_RR,ZIELONA GORA_RR,mean_RR
2018-06-26,110.0,0.0,23.0,0.0,23.0,0.0,28.0,48.0,194.0,144.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,38.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,35.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,31.0,0.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,16.0,35.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.648351648351648
2018-06-27,0.0,0.0,0.0,247.0,81.0,0.0,80.0,50.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,23.0,17.0,822.0,73.0,65.0,41.0,2.0,0.0,4.0,116.0,0.0,36.0,93.0,33.0,333.0,280.0,243.0,0.0,0.0,1.0,1.0,66.0,0.0,0.0,163.0,22.0,119.0,0.0,0.0,280.0,122.0,0.0,1.0,4.0,0.0,269.0,0.0,569.0,0.0,150.0,0.0,0.0,69.0,0.0,,0.0,71.0,76.0,5.0,13.0,0.0,20.0,80.0,90.0,45.0,0.0,0.0,0.0,0.0,65.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,32.0,0.0,594.0,145.0,0.0,67.28571428571429
2018-06-28,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,15.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,63.0,0.0,251.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.824175824175824
2018-06-29,0.0,0.0,0.0,7.0,9.0,0.0,4.0,17.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,41.0,59.0,2.0,88.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,5.0,0.0,10.714285714285714
2018-06-30,0.0,0.0,0.0,0.0,2.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098901098901099
2018-07-01,168.0,83.0,28.0,1.0,0.0,1.0,14.0,53.0,0.0,0.0,19.0,23.0,16.0,3.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,33.0,1.0,28.0,0.0,0.0,15.0,6.0,2.0,0.0,0.0,23.0,10.0,7.0,14.0,15.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,7.0,0.0,2.0,4.0,0.0,28.0,18.0,26.0,3.0,5.0,0.0,2.0,0.0,12.0,0.0,3.0,0.0,5.0,0.0,0.0,,116.0,16.0,8.0,1.0,8.0,0.0,0.0,1.0,46.0,0.0,20.0,0.0,0.0,25.0,8.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,10.0,2.0,29.0,0.0,13.659340659340659
2018-07-02,165.0,0.0,133.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,,105.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.175824175824175
2018-07-03,16.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6373626373626373
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5604395604395604
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89010989010989
2018-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286
2018-07-08,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2417582417582418
2018-07-09,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,2.0,0.0,0.0,43.0,0.0,0.0,0.0,59.0,0.0,1.0,58.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,6.21978021978022
2018-07-10,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,30.0,,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,5.065934065934066
2018-07-11,1.0,0.0,0.0,24.0,46.0,98.0,9.0,2.0,0.0,40.0,47.0,0.0,56.0,113.0,54.0,160.0,136.0,60.0,108.0,209.0,24.0,77.0,37.0,95.0,0.0,143.0,190.0,311.0,240.0,192.0,36.0,42.0,63.0,38.0,24.0,36.0,34.0,66.0,99.0,49.0,161.0,141.0,85.0,96.0,69.0,77.0,16.0,66.0,122.0,57.0,0.0,71.0,37.0,637.0,221.0,129.0,56.0,455.0,25.0,114.0,70.0,45.0,170.0,,0.0,2.0,102.0,60.0,265.0,51.0,19.0,109.0,23.0,23.0,0.0,199.0,539.0,22.0,40.0,113.0,113.0,379.0,103.0,108.0,81.0,166.0,30.0,41.0,128.0,58.0,8.0,6.0,95.24175824175825
2018-07-12,115.0,0.0,57.0,0.0,55.0,0.0,38.0,3.0,11.0,1.0,12.0,0.0,0.0,84.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,18.0,0.0,0.0,0.0,130.0,4.0,0.0,0.0,0.0,0.0,19.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,53.0,83.0,0.0,50.0,,83.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,0.0,90.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,23.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.868131868131869
2018-07-13,65.0,3.0,4.0,10.0,4.0,22.0,50.0,3.0,0.0,4.0,43.0,17.0,351.0,34.0,50.0,13.0,88.0,83.0,9.0,82.0,20.0,27.0,18.0,44.0,4.0,178.0,0.0,344.0,31.0,3.0,112.0,69.0,58.0,24.0,2.0,17.0,6.0,48.0,20.0,9.0,34.0,83.0,72.0,7.0,107.0,30.0,77.0,61.0,12.0,17.0,4.0,115.0,27.0,51.0,6.0,28.0,7.0,34.0,53.0,108.0,13.0,2.0,0.0,,30.0,16.0,14.0,64.0,29.0,6.0,24.0,34.0,72.0,32.0,21.0,0.0,0.0,0.0,39.0,23.0,218.0,9.0,108.0,165.0,124.0,16.0,28.0,39.0,5.0,14.0,40.0,75.0,45.73626373626374
2018-07-14,11.0,0.0,123.0,0.0,3.0,0.0,32.0,298.0,20.0,88.0,102.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,40.0,25.0,31.0,0.0,0.0,133.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,0.0,51.0,0.0,142.0,0.0,0.0,0.0,18.0,0.0,126.0,0.0,54.0,27.0,100.0,0.0,0.0,,355.0,0.0,0.0,0.0,45.0,0.0,0.0,127.0,20.0,0.0,210.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,60.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.736263736263737
2018-07-15,65.0,246.0,223.0,0.0,11.0,0.0,145.0,40.0,0.0,0.0,88.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,88.0,0.0,56.0,0.0,48.0,17.0,20.0,24.0,0.0,2.0,117.0,0.0,95.0,0.0,12.0,30.0,49.0,81.0,182.0,19.0,19.0,31.0,50.0,0.0,0.0,0.0,82.0,31.0,0.0,0.0,2.0,39.0,125.0,0.0,0.0,,81.0,27.0,54.0,147.0,90.0,0.0,0.0,115.0,155.0,22.0,150.0,0.0,0.0,88.0,39.0,291.0,8.0,0.0,139.0,81.0,85.0,0.0,0.0,454.0,0.0,0.0,211.0,0.0,49.0989010989011
2018-07-16,34.0,0.0,90.0,0.0,5.0,0.0,65.0,92.0,70.0,33.0,186.0,0.0,0.0,35.0,0.0,0.0,49.0,0.0,101.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,177.0,0.0,0.0,0.0,0.0,105.0,27.0,40.0,0.0,0.0,83.0,0.0,0.0,0.0,248.0,155.0,0.0,0.0,0.0,0.0,96.0,0.0,297.0,0.0,0.0,0.0,131.0,0.0,62.0,0.0,55.0,156.0,225.0,0.0,0.0,,190.0,0.0,0.0,0.0,279.0,0.0,0.0,120.0,38.0,0.0,157.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,146.0,121.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,44.18681318681319
2018-07-17,18.0,172.0,164.0,285.0,15.0,584.0,111.0,26.0,0.0,261.0,212.0,219.0,225.0,261.0,187.0,113.0,262.0,349.0,276.0,14.0,77.0,454.0,263.0,205.0,98.0,281.0,361.0,63.0,188.0,310.0,2.0,238.0,24.0,68.0,145.0,211.0,118.0,281.0,157.0,144.0,90.0,401.0,77.0,308.0,68.0,18.0,138.0,173.0,333.0,90.0,146.0,205.0,159.0,225.0,201.0,83.0,356.0,214.0,263.0,440.0,138.0,139.0,430.0,,246.0,41.0,49.0,7.0,21.0,31.0,151.0,171.0,11.0,63.0,220.0,95.0,67.0,60.0,75.0,33.0,99.0,173.0,52.0,13.0,5.0,361.0,133.0,24.0,112.0,289.0,194.0,90.0,165.0879120879121
2018-07-18,50.0,0.0,0.0,0.0,208.0,0.0,256.0,37.0,91.0,242.0,54.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,149.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,182.0,0.0,0.0,0.0,0.0,403.0,586.0,895.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,741.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,970.0,0.0,177.0,36.0,0.0,0.0,150.0,,64.0,0.0,0.0,0.0,629.0,0.0,0.0,88.0,66.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,104.0,25.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,83.05494505494505
2018-07-19,0.0,0.0,1.0,128.0,2.0,42.0,10.0,114.0,0.0,61.0,146.0,0.0,0.0,18.0,0.0,35.0,31.0,0.0,27.0,2.0,31.0,261.0,46.0,41.0,2.0,2.0,0.0,31.0,38.0,0.0,0.0,21.0,48.0,20.0,16.0,37.0,0.0,10.0,67.0,2.0,46.0,17.0,0.0,130.0,17.0,33.0,0.0,0.0,125.0,51.0,44.0,64.0,60.0,0.0,94.0,0.0,106.0,4.0,32.0,2.0,190.0,3.0,0.0,,18.0,13.0,15.0,12.0,68.0,12.0,37.0,58.0,9.0,1.0,0.0,0.0,24.0,0.0,36.0,0.0,0.0,0.0,44.0,64.0,19.0,16.0,88.0,147.0,7.0,63.0,221.0,70.0,36.81318681318681
2018-07-20,1.0,0.0,27.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,148.0,0.0,0.0,0.0,3.0,0.0,201.0,0.0,0.0,0.0,160.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56043956043956
2018-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.230769230769231
2018-07-23,7.0,1.0,0.0,0.0,16.0,0.0,0.0,58.0,0.0,0.0,52.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,27.0,3.0,0.0,26.0,0.0,0.0,0.0,2.0,78.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,64.0,0.0,0.0,0.0,220.0,0.0,0.0,4.0,0.0,0.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,6.0,9.395604395604396
2018-07-24,18.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2018-07-25,25.0,0.0,0.0,0.0,42.0,38.0,173.0,27.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,51.0,0.0,0.0,0.0,38.0,9.0,0.0,2.0,0.0,50.0,14.0,43.0,1.0,0.0,11.0,0.0,0.0,169.0,0.0,127.0,40.0,2.0,5.0,0.0,39.0,6.0,63.0,0.0,82.0,0.0,0.0,66.0,1.0,2.0,0.0,0.0,9.0,40.0,0.0,0.0,,0.0,16.0,28.0,5.0,23.0,0.0,0.0,26.0,34.0,148.0,0.0,0.0,0.0,19.0,38.0,29.0,44.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.45054945054945
2018-07-26,8.0,0.0,0.0,0.0,35.0,0.0,45.0,3.0,30.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8241758241758244
2018-07-27,18.0,3.0,20.0,0.0,112.0,0.0,30.0,0.0,0.0,26.0,0.0,9.0,0.0,0.0,0.0,18.0,0.0,0.0,147.0,0.0,14.0,496.0,53.0,43.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,179.0,0.0,,31.0,38.0,42.0,0.0,0.0,7.0,261.0,0.0,0.0,80.0,9.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,108.0,43.0,0.0,0.0,22.087912087912088
2018-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.043956043956044
