No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county
657,OpPrud189p,,Prudnik manualna 189p,OpPrud189p,2001-06-01,2007-12-31,background,urban,in-house,OPOLSKIE,Prudnik,ul. Klasztorna 4,50.321111,17.577778,powiat prudnicki
658,OpPrudPodgor,PL0719A,Prudnik mobilna,OpPrudPodgor,2019-01-01,2020-12-31,background,urban,mobile,OPOLSKIE,Prudnik,ul. Podgórna 5,50.320858,17.591909,powiat prudnicki
659,OpSkozleSP5,,K-Koźle BASKI-SP5,OpSkozleSP5,2004-01-01,2004-12-31,industrial,nonurban,container,OPOLSKIE,Stare Koźle,ul. Szkolna,50.306944,18.219444,powiat kędzierzyńsko-kozielski
660,OpStrzel239,,Strzelce manualna 239,OpStrzel239,2000-01-01,2004-12-31,background,urban,in-house,OPOLSKIE,Strzelce Opolskie,ul. Krakowska 19,50.509444,18.303611,powiat strzelecki
661,OpStrzel247,PL0408A,Strzelce manualna 247,OpStrzel247,2005-01-01,2009-12-31,background,urban,in-house,OPOLSKIE,Strzelce Opolskie,ul. Piłsudskiego 20,50.513889,18.303892,powiat strzelecki
662,OpStrzOpWysz,PL0767A,"Strzelce Opolskie, ul. Kard. Wyszyńskiego",,2020-01-22,2021-12-31,background,urban,mobile,OPOLSKIE,Strzelce Opolskie,ul. Kardynała Wyszyńskiego 12,50.509334,18.288206,powiat strzelecki
663,OpZdze12392,PL0409A,Zdzieszowice lokalna 12392,OpZdze12392,1990-11-27,2008-12-31,background,urban,container,OPOLSKIE,Zdzieszowice,ul. Sienkiewicza,50.435278000000004,18.132514,powiat krapkowicki
664,OpZdziePiast,PL0222A,"Zdzieszowice, ul. Piastów",,2005-01-01,,background,urban,container,OPOLSKIE,Zdzieszowice,ul. Piastów 6,50.423533,18.120739,powiat krapkowicki
665,PdAugSzpitalna,,Augustów ul.Szpitalna 12,PdAugSzpitalna,1994-01-01,2002-12-31,background,urban,in-house,PODLASKIE,Augustów,ul. Szpitalna 12,53.851342,22.993628,powiat augustowski
666,PdAugustowUm,PL0768A,Augustów-Miejska,PdAugustowUm,2020-01-01,,background,urban,container,PODLASKIE,Augustów,Uzdrowisko,53.852639,22.984610999999997,powiat augustowski
667,PdAugustowUz,PL0768A,"Augustów, Uzdrowisko",,2020-01-01,,background,urban,container,PODLASKIE,Augustów,Uzdrowisko,53.852639,22.984610999999997,powiat augustowski
668,PdAugustoZdrMOB,PL0675A,Augustów - mobilne,PdAugustoZdrMOB,2017-01-01,2019-12-31,background,urban,mobile,PODLASKIE,Augustów,ul. Zdrojowa,53.859528000000005,23.00075,powiat augustowski
669,PdBialPulPie,PL0149A,Białystok-Podmiejska,PdBialyPodmiejska,2004-09-01,2017-12-21,background,suburban,container,PODLASKIE,Białystok,ul. 42 Pułku Piechoty,53.138614000000004,23.229903,
670,PdBialWarsza,PL0496A,"Białystok, ul. Warszawska",,2010-01-01,,background,urban,container,PODLASKIE,Białystok,ul. Warszawska 75 A,53.12930600000001,23.181744000000002,
671,PdBialWaszyn,PL0148A,"Białystok, ul. Waszyngtona",,2004-09-01,,background,urban,container,PODLASKIE,Białystok,ul. Waszyngtona 16,53.126689,23.155869,
672,PdBialyBroniewsk,,Bialystok ul. Broniewskiego 1,PdBialyBroniewsk,1994-01-01,2002-12-31,background,urban,in-house,PODLASKIE,Białystok,ul. Broniewskiego 1,53.140468999999996,23.134272,
673,PdBialyLegionowa,,Białystok ul Legionowa 8,PdBialyLegionowa,1998-01-01,2003-12-31,background,urban,in-house,PODLASKIE,Białystok,ul. Legionowa 8,53.130933,23.159853,
674,PdBialyLegionowa8,PL0147A,BIAŁYSTOK LEGIONOWA 8 POSESJA,PdBialyLegionowa8,2003-11-01,2009-12-31,background,urban,container,PODLASKIE,Białystok,ul. Legionowa 8,53.131111,23.158889000000002,
675,PdBialyPorzeczkowa,,Białystok ul Porzeczkowa 11,PdBialyPorzeczkowa,1994-01-01,2002-12-31,background,urban,in-house,PODLASKIE,Białystok,ul. Porzeczkowa 11,53.151185999999996,23.119169,
676,PdBialyWarszaw,,Białystok ul. Warszawska 57 A,PdBialyWarszaw,1983-01-01,2002-12-31,background,urban,in-house,PODLASKIE,Białystok,ul. Warszawska 57 A,53.131078,23.174142,
677,PdBiePodKosciuszki,,Bielsk Podlaski ul Kościuszki 16,PdBiePodKosciuszki,1994-01-01,2002-12-31,background,urban,in-house,PODLASKIE,Bielsk Podlaski,ul. Kościuszki 16,52.769472,23.187025,powiat bielski
678,PdBorsukowiz,PL0150A,"Borsukowizna, Szkółka Leśna",,2004-09-01,,background,nonurban,container,PODLASKIE,Borsukowizna,,53.215492000000005,23.642153,powiat sokólski
679,PdGrajewKonsty3M,,Grajewo ul Konstytucji 3 Maja 3,PdGrajewKonsty3M,1995-01-02,2002-12-31,background,urban,in-house,PODLASKIE,Grajewo,ul. Konstytucji 3 Maja 3,53.64399399999999,22.461244,powiat grajewski
680,PdGrajewoWPoMOB,PL0721A,"Grajewo, ul. Wojska Polskiego",,2019-12-30,,background,urban,mobile,PODLASKIE,Grajewo,ul. Wojska Polskiego 74,53.639793000000004,22.470274,powiat grajewski
681,PdGrajNowickiego,,Grajewo - lab. mobilne,PdGrajNowickiego,2005-01-01,2005-12-31,background,urban,mobile,PODLASKIE,Grajewo,ul. T. Nowickiego,53.64850799999999,22.4509,powiat grajewski
682,PdHajnowkJagMOB,PL0651A,Hajnówka-mobilne,PdHajnowkJagMOB,2015-01-01,2016-12-31,background,urban,mobile,PODLASKIE,Hajnówka,ul. Władysława Jagiełły,52.739528,23.586139000000003,powiat hajnowski
683,PdLomSikorsk,PL0151A,"Łomża, ul. Sikorskiego",,2002-01-01,,background,urban,container,PODLASKIE,Łomża,ul. Sikorskiego 48/94,53.181394,22.054381,
684,PdLomzaKopernika16,,Lomza Kopernika16,PdLomzaKopernika16,1996-07-01,2004-04-30,background,urban,in-house,PODLASKIE,Łomża,ul. Kopernika,53.174836,22.075947,
685,PdLomzaSadowa,,Łomża ul Sadowa 3,PdLomzaSadowa,1994-01-02,2002-12-31,background,urban,in-house,PODLASKIE,Łomża,ul. Sadowa 3,53.177778,22.0825,
686,PdSiemPilsudskiego,,Siemiatycze - lab. mobilne,PdSiemPilsudskiego,2008-01-18,2008-12-31,background,urban,mobile,PODLASKIE,Siemiatycze,ul. Piłsudskiego,52.423019000000004,22.863833,powiat siemiatycki
687,PdSokol1Maja,,Sokółka ul 1- go Maja 13,PdSokol1Maja,1991-01-03,2002-12-31,background,urban,in-house,PODLASKIE,Sokółka,ul. 1 Maja 13,53.404722,23.499444,powiat sokólski
688,PdSuw1Maja,,Suwałki ul. 1 - go Maja 12,PdSuw1Maja,1994-01-01,2002-12-31,background,urban,in-house,PODLASKIE,Suwałki,ul. 1 Maja,54.099675,22.935967,
689,PdSuwPulask2,PL0706A,"Suwałki, ul. Pułaskiego 26",,2018-08-01,,background,urban,container,PODLASKIE,Suwałki,ul. Pułaskiego 26,54.11605600000001,22.93875,
690,PdSuwPulaski,PL0152A,"Suwałki, ul. Pułaskiego 73",PdSuwPulaski,1992-03-18,2017-12-31,background,urban,container,PODLASKIE,Suwałki,ul. Pułaskiego,54.117878000000005,22.934607999999997,
691,PdSuwPulaskp,PL0706A,"Suwałki, ul. Pułaskiego 26",PdSuwPulaskp,2018-08-01,,background,urban,container,PODLASKIE,Suwałki,ul. Pułaskiego 26,54.11605600000001,22.93875,
692,PdZambObronZamb,,Zambrów ul Obrońców Zambrowa 50,PdZambObronZamb,1997-01-02,2002-12-31,background,urban,in-house,PODLASKIE,Zambrów,ul. Obrońców Zambrowa 50,52.985556,22.253332999999998,powiat zambrowski
693,PkCzarnaWSSENafGaz,PL0153A,Czarna-OśrNaftaGaz-WSSE,PkCzarnaWSSENafGaz,1994-01-01,2006-12-31,background,nonurban,in-house,PODKARPACKIE,Czarna,ul. Ośrodek Wyp-Szkol Nafta-Gaz,49.308889,22.663903,powiat bieszczadzki
694,PkDebicaWSSEParkow,PL0154A,Dębica-Parkowa-WSSE,PkDebicaWSSEParkow,1999-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Dębica,ul. Parkowa 2,50.046667,21.402222000000002,powiat dębicki
695,PkDebiGrottg,PL0621A,"Dębica, ul.Grottgera",,2015-01-01,,background,urban,distributed,PODKARPACKIE,Dębica,Grottgera 3,50.054786,21.416256,powiat dębicki
696,PkGorzycWSSEKEN,,Gorzyce-KEN-WSSE,PkGorzycWSSEKEN,1991-01-07,2002-12-31,industrial,urban,in-house,PODKARPACKIE,Gorzyce,ul. Komisji Edukacji Narodowej,50.657792,21.84528,powiat tarnobrzeski
697,PkHorZdrParkMOB,PL0716A,Horyniec-Zdrój-Park,PkHorZdrParkMOB,2019-01-01,2019-12-30,background,suburban,mobile,PODKARPACKIE,Horyniec-Zdrój,aleja Przyjaźni,50.1921,23.361425,powiat lubaczowski
698,PkHorZdrWSSESobies,PL0155A,Horyniec-Zdrój-Sobieskiego-WSSE,PkHorZdrWSSESobies,1979-01-01,2009-12-31,background,nonurban,in-house,PODKARPACKIE,Horyniec-Zdrój,ul. Sobieskiego 60,50.189167,23.362222,powiat lubaczowski
699,PkIwonZdrRab,PL0676A,"Iwonicz Zdrój, ul. Rąba",,2017-01-01,,background,suburban,dust collector,PODKARPACKIE,Iwonicz-Zdrój,Księdza Rąba,49.565183000000005,21.791307999999997,powiat krośnieński
700,PkIwZdrWSSEToros,,IwoniczZdr-Torosiewicza-WSSE,PkIwZdrWSSEToros,1986-01-01,2006-12-31,background,urban,in-house,PODKARPACKIE,Iwonicz-Zdrój,ul. Torosiewicza 2,49.561388,21.78888,powiat krośnieński
701,PkJarosPruch,PL0554A,"Jarosław, ul. Pruchnicka",,2012-01-01,,background,urban,container,PODKARPACKIE,Jarosław,Pruchnicka,50.012083000000004,22.674772,powiat jarosławski
702,PkJarosWIOSJanPawII,PL0410A,Jarosław-JanaPawłaII-WIOS,PkJarosWIOSJanPawII,2007-09-01,2010-12-31,background,urban,distributed,PODKARPACKIE,Jarosław,ul. Jana Pawła II,50.015833,22.672778,powiat jarosławski
703,PkJarosWSSE3Maja,PL0411A,Jarosław - 3 Maja -WSSE,PkJarosWSSE3Maja,2008-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Jarosław,ul. 3 Maja,50.013333,22.693056,powiat jarosławski
704,PkJarosWSSEGrunw,PL0156A,Jarosław-Grunwaldzka-WSSE,PkJarosWSSEGrunw,2002-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Jarosław,ul. Grunwaldzka 7,50.016389000000004,22.680278,powiat jarosławski
705,PkJasloSikor,PL0518A,"Jaslo, ul. Sikorskiego",,2009-08-01,,background,urban,container,PODKARPACKIE,Jasło,Sikorskiego,49.744886,21.454617000000002,powiat jasielski
706,PkJasloWIOSFabr,PL0412A,Jasło-Fabryczna-WIOS,PkJasloWIOSFabr,2007-09-11,2009-07-31,background,urban,mobile,PODKARPACKIE,Jasło,ul. Fabryczna,49.754444,21.541117,powiat jasielski
707,PkJasloWIOSFlor,PL0157A,Jasło-Floriańska-WIOS,PkJasloWIOSFlor,2003-03-01,2011-12-31,background,urban,in-house,PODKARPACKIE,Jasło,ul. Floriańska 108,49.739167,21.482778,powiat jasielski
708,PkJasloWIOSFlor2,PL0275A,Jasło-Floriańska-WIOS2,PkJasloWIOSFlor2,2006-08-04,2010-12-31,background,urban,container,PODKARPACKIE,Jasło,ul. Floriańska 108,49.739444,21.482222,powiat jasielski
709,PkJasloWIOSMickiew,,Jasło-Mickiewicza-WIOS,PkJasloWIOSMickiew,1993-01-01,2003-12-31,background,urban,in-house,PODKARPACKIE,Jasło,ul. Mickiewicza,49.748056,21.463889,powiat jasielski
710,PkJasloWSSE3Maja,,Jasło-3Maja-WSSE,PkJasloWSSE3Maja,1984-01-01,2003-12-31,background,urban,in-house,PODKARPACKIE,Jasło,ul. 3 Maja 68,49.739444,21.483056,powiat jasielski
711,PkJasloWSSEFloria,,Jasło-Floriańska-WSSE,PkJasloWSSEFloria,1988-01-01,2003-12-31,background,urban,in-house,PODKARPACKIE,Jasło,ul. Floriańska 108,49.7475,21.471667,powiat jasielski
712,PkJasloWSSEKoralew,,Jasło-Koralewskiego-WSSE,PkJasloWSSEKoralew,1997-01-01,2005-08-31,background,urban,in-house,PODKARPACKIE,Jasło,ul. Koralewskiego 13,49.747222,21.471389000000002,powiat jasielski
713,PkJasloWSSESrocz,,Jasło-Sroczyńskiego-WSSE,PkJasloWSSESrocz,1998-01-01,2006-12-31,background,urban,in-house,PODKARPACKIE,Jasło,ul. Sroczyńskiego,49.751944,21.482778,powiat jasielski
714,PkKolbWSSETyszk,,Kobuszowa-Tyszkiew-WSSE,PkKolbWSSETyszk,2000-04-18,2002-12-31,background,urban,in-house,PODKARPACKIE,Kolbuszowa,ul. Tyszkiewiczów 5,50.248056,21.778889000000003,powiat kolbuszowski
715,PkKomanWSSEOsZdr,,Komańcza-OśrodekZdr-WSSE,PkKomanWSSEOsZdr,1993-01-01,2006-12-31,background,nonurban,in-house,PODKARPACKIE,Komańcza,ul. Ośrodek Zdrowia,49.336110999999995,22.068889000000002,powiat sanocki
716,PkKrempnaMPN,PL0622A,"Krempna, Ośrodek edukacyjno-muzealny MPN",,2014-10-06,,background,nonurban,container,PODKARPACKIE,Krempna,,49.511297,21.498606,powiat jasielski
717,PkKrempWIOSGrab,,Grab-WIOŚ,PkKrempWIOSGrab,1996-01-01,2004-04-30,background,nonurban,in-house,PODKARPACKIE,Grab,ul. Grab,49.433611,21.445,powiat jasielski
718,PkKrosKletow,PL0413A,"Krosno, ul. Kletówki",,2008-01-01,,background,urban,distributed,PODKARPACKIE,Krosno,Kletówki,49.690169,21.7497,
719,PkKrosnoWSSEKisiel,,Krosno-Kisielewskiego-WSSE,PkKrosnoWSSEKisiel,1992-01-01,2004-12-31,background,urban,in-house,PODKARPACKIE,Krosno,ul. Kisielewskiego 12,49.683889,21.755278,
720,PkKrosnoWSSEKisielewskiego,PL0257A,Krosno-Kisielewskiego,PkKrosnoWSSEKisielewskiego,2006-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Krosno,ul. Kisielewskiego 12,49.683611,21.755556,
721,PkKrosnoWSSELewak,PL0159A,Krosno-Lewakowskiego-WSSE,PkKrosnoWSSELewak,1984-01-01,2006-12-31,background,urban,in-house,PODKARPACKIE,Krosno,ul. Lewakowskiego 14,49.693889,21.755278,
722,PkKrosnoWSSEStasz,,Krosno-Staszica-WSSE,PkKrosnoWSSEStasz,1984-01-01,2003-12-31,background,urban,in-house,PODKARPACKIE,Krosno,ul. Staszica,49.691666999999995,21.767222,
723,PkLatosZdrojMOB,PL0749A,Latoszyn-Zdrój-mobilna,,2020-12-31,2021-12-14,background,nonurban,mobile,PODKARPACKIE,Latoszyn,,50.019053,21.369344,powiat dębicki
724,PkLeskoWSSERynek,PL0160A,Lesko-Rynek-WSSE,PkLeskoWSSERynek,2004-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Lesko,ul. Rynek1,49.468889000000004,22.331111,powiat leski
725,PkLubaczWSSEMickiew,,Lubaczów-Mickiewicza-WSSE,PkLubaczWSSEMickiew,1981-01-01,2003-12-31,background,urban,in-house,PODKARPACKIE,Lubaczów,ul. Mickiewicza 45,50.160833000000004,23.120832999999998,powiat lubaczowski
726,PkMielBierna,PL0677A,"Mielec, ul. Biernackiego",,2017-01-01,,background,urban,container,PODKARPACKIE,Mielec,Biernackiego,50.299128,21.440942,powiat mielecki
727,PkMielPogodn,PL0652A,"Mielec, ul. Pogodna",,2016-01-01,,industrial,urban,distributed,PODKARPACKIE,Mielec,Pogodna 2,50.318036,21.486372,powiat mielecki
728,PkMielSolski,PL0623A,Mielec-MOSIR-WIOS,PkMielecWIOSSolskiego,2014-10-06,2016-12-31,background,urban,container,PODKARPACKIE,Mielec,ul. Solskiego,50.300761,21.434331,powiat mielecki
729,PkMielWSSEGrunw,PL0223A,MIelec-Grunwaldzka-WSSE,PkMielWSSEGrunw,2004-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Mielec,ul. Grunwaldzka 7,50.296667,21.435833,powiat mielecki
730,PkMielWSSESklodow,,MIelec-M.C.Skłodowskiej-WSSE,PkMielWSSESklodow,1992-01-01,2004-12-31,background,urban,in-house,PODKARPACKIE,Mielec,ul. M. Curie Skłodowskiej 6,50.295278,21.441667000000002,powiat mielecki
731,PkMielZaStre,PL0258A,Mielec - Zarząd Strefy,PkMielWIOSZarzStr,2005-08-29,2015-12-31,background,urban,distributed,PODKARPACKIE,Mielec,ul. Zarząd Strefy,50.304008,21.4712,powiat mielecki
732,PkNiskoSzkla,PL0276A,"Nisko, ul. Szklarniowa",,1989-01-01,,background,urban,container,PODKARPACKIE,Nisko,Szklarniowa,50.529892,22.112467000000002,powiat niżański
733,PkPolanWSSEStPomp,PL0161A,Polańczyk-St.pomp-WSSE,PkPolanWSSEStPomp,1994-01-01,2006-12-31,background,nonurban,in-house,PODKARPACKIE,Polańczyk,ul. stacja pomp wody pitnej,49.37,22.426389,powiat leski
734,PkPolanZdrojMOB,PL0770A,Polanczyk-mobilna,PkPolanZdrojMOB,2020-01-01,2020-12-16,background,nonurban,mobile,PODKARPACKIE,Polańczyk,Zdrojowa,49.374208,22.439453,powiat leski
735,PkPrzemGrunw,PL0594A,"Przemyśl, ul. Grunwaldzka",,2013-01-01,,background,urban,container,PODKARPACKIE,Przemyśl,Grunwaldzka,49.784339,22.756239,
736,PkPrzemWIOSDolin,,Przemyśl-Dolińskiego-WIOŚ,PkPrzemWIOSDolin,1993-11-03,2002-04-30,background,urban,in-house,PODKARPACKIE,Przemyśl,ul. Dolińskiego 4,49.786667,22.758056,
737,PkPrzemWIOSPDom,PL0162A,Przemyśl-Pl.Dominikański-WIOS,PkPrzemWIOSPDom,2002-01-01,2011-12-31,background,urban,in-house,PODKARPACKIE,Przemyśl,pl. Dominikański,49.782778,22.766667,
738,PkPrzemWSSEGlaz,,Przemyśl-Glazera-WSSE,PkPrzemWSSEGlaz,1993-01-01,2003-12-31,background,urban,in-house,PODKARPACKIE,Przemyśl,ul. Glazera 9,49.786667,22.759167,
739,PkPrzemWSSEMariac,,Przemyśl-Mariacka-WSSE,PkPrzemWSSEMariac,1985-03-13,2005-06-30,background,urban,in-house,PODKARPACKIE,Przemyśl,ul. Mariacka 4,49.778333,22.788611,
740,PkPrzemyslWIOSMick,PL0414A,Przemyśl-Mickiewicza-WIOS,PkPrzemyslWIOSMick,2007-09-11,2012-12-31,background,urban,mobile,PODKARPACKIE,Przemyśl,ul. Mickiewicza,49.782433000000005,22.782908,
741,PkPrzewWSSERynek,,Przeworsk-Rynek-WSSE,PkPrzewWSSERynek,1981-01-01,2003-12-31,background,urban,in-house,PODKARPACKIE,Przeworsk,ul. Rynek 1,50.056389,22.478056,powiat przeworski
742,PkRymZdrPark,PL0678A,"Rymanów Zdrój, ul. Parkowa",,2017-01-01,,background,suburban,container,PODKARPACKIE,Rymanów-Zdrój,Parkowa 5,49.546539,21.851005999999998,powiat krośnieński
743,PkRymZdrWSSEZdr,PL0163A,Rymanów Zdrój - Zdrojowa - WSSE,PkRymZdrWSSEZdr,1986-01-01,2006-12-31,background,urban,in-house,PODKARPACKIE,Rymanów-Zdrój,ul. Zdrojowa 53,49.546944,21.849444000000002,powiat krośnieński
744,PkRzeszPilsu,PL0736A,"Rzeszów, ul. Piłsudskiego",,2019-01-01,,communication,urban,container,PODKARPACKIE,Rzeszów,Piłsudskiego,50.040675,22.004656,
745,PkRzeszRejta,PL0495A,"Rzeszów, ul. Rejtana",,2010-02-01,,background,urban,container,PODKARPACKIE,Rzeszów,Rejtana,50.024242,22.010575,
746,PkRzeszWIOSLang,,Rzeszów-Langiewicza WIOS,PkRzeszWIOSLang,1993-01-01,2004-12-31,background,urban,passive,PODKARPACKIE,Rzeszów,ul. Langiewicza 26,50.031110999999996,21.985,
747,PkRzeszWIOSSzop,PL0224A,Rzeszów-Szopena WIOS,PkRzeszWIOSSzop,2005-01-01,2012-12-31,background,urban,container,PODKARPACKIE,Rzeszów,ul. Szopena,50.034031,22.010733,
748,PkRzeszWSSEGrunw,,Rzeszów-Grunwaldzka-WSSE,PkRzeszWSSEGrunw,2001-01-01,2003-12-31,background,urban,in-house,PODKARPACKIE,Rzeszów,ul. Grunwaldzka,50.040278,22.001944,
749,PkRzeszWSSEPilsud,PL0225A,Rzeszów-Pilsudskiego-WSSE,PkRzeszWSSEPilsud,2004-01-01,2009-12-31,communication,urban,in-house,PODKARPACKIE,Rzeszów,ul. Piłsudskiego,50.041389,22.001667,
750,PkRzeszWSSEPoniat,PL0226A,Rzeszów-Poniatowskiego-WSSE,PkRzeszWSSEPoniat,1989-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Rzeszów,ul. Poniatowskiego 4,50.033889,21.996944,
751,PkRzeszWSSESkubisz,PL0227A,Rzeszów-Skubisza-WSSE,PkRzeszWSSESkubisz,1989-01-01,2006-12-31,background,urban,in-house,PODKARPACKIE,Rzeszów,ul. Skubisza 9,50.053889,21.981944,
752,PkRzeszWSSEWierzb,PL0228A,Rzeszów-Wierzbowa-WSSE,PkRzeszWSSEWierzb,1989-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Rzeszów,ul. Wierzbowa 16,50.034167,22.014444,
753,PkSanokWSSEJanPawl,PL0229A,Sanok-JanaPawła-WSSE,PkSanokWSSEJanPawl,1984-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Sanok,ul. Jana Pawła II 38,49.571111,22.197778,powiat sanocki
754,PkSanokWSSEJezier,PL0230A,Sanok-Jezierskiego-WSSE,PkSanokWSSEJezier,1984-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Sanok,ul. Jezierskiego 39,49.550278000000006,22.201110999999997,powiat sanocki
755,PkSanokWSSEMickew,,Sanok-Mickiewicza-WSSE,PkSanokWSSEMickew,1984-01-01,2003-12-31,background,urban,in-house,PODKARPACKIE,Sanok,ul. Mickiewicza,49.560278000000004,22.201944,powiat sanocki
756,PkSanoSadowa,PL0555A,"Sanok, ul. Sadowa",,2012-01-01,,background,urban,distributed,PODKARPACKIE,Sanok,Sadowa,49.571731,22.195892,powiat sanocki
757,PkStWolWoPol,PL0696A,"Stalowa Wola, ul. Wojska Polskiego",,2018-01-01,,background,urban,dust collector,PODKARPACKIE,Stalowa Wola,Wojska Polskiego 9,50.577828000000004,22.054336,powiat stalowowolski
758,PkStWolWSSENiezl,PL0231A,StalowaWola-Niezłomnych-WSSE,PkStWolWSSENiezl,1989-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Stalowa Wola,ul. NIezłomnych 66,50.570833,22.048610999999998,powiat stalowowolski
759,PkTarnDabrow,PL0595A,"Tarnobrzeg, ul. Dąbrowskiej",,2012-04-01,,background,urban,distributed,PODKARPACKIE,Tarnobrzeg,Marii Dąbrowskiej,50.575742,21.688367,
760,PkTarnobWIOSSwBarb,PL0232A,Tarnobrzeg-Św Barbary-WIOŚ,PkTarnobWIOSSwBarb,2000-04-01,2011-12-31,background,urban,in-house,PODKARPACKIE,Tarnobrzeg,ul. Św. Barbary 12,50.568889,21.683894,
761,PkTarnobWSSE1Maja,PL0233A,Tarnobrzeg-1goMaja-WSSE,PkTarnobWSSE1Maja,1965-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Tarnobrzeg,ul. 1 Maja 5,50.569722,21.664444,
762,PkTarnobWSSEWarszaw,,Tarnobrzeg-Warszawska-WSSE,PkTarnobWSSEWarszaw,1999-04-06,2003-12-31,background,urban,in-house,PODKARPACKIE,Tarnobrzeg,ul. Warszawska 378,50.636111,21.753889,
763,PkTarnobWSSEWiejs,,Tarnobrzeg-Wiejska-WSSE,PkTarnobWSSEWiejs,1999-06-04,2003-12-31,background,urban,in-house,PODKARPACKIE,Tarnobrzeg,ul. Wiejska 4,50.586110999999995,21.686111,
764,PkUsDolWSSEKoper,PL0277A,Ustrzyki Dolne-Kopernika-WSSE,PkUsDolWSSEKoper,2007-01-01,2009-12-31,background,urban,in-house,PODKARPACKIE,Ustrzyki Dolne,ul. Kopernika,49.430833,22.590556,powiat bieszczadzki
765,PkUstDolWSSEBelz,PL0259A,UstrzykiDln-Bełska-WSSE,PkUstDolWSSEBelz,1996-01-01,2006-12-31,background,urban,in-house,PODKARPACKIE,Ustrzyki Dolne,ul. Bełska 7,49.430556,22.588611,powiat bieszczadzki
766,Pm.00.s218m,PL0416A,WSSE Gdynia Środmieście,Pm.00.s218m,2004-01-01,2009-12-31,background,urban,in-house,POMORSKIE,Gdynia,ul. Żwirki i Wigury 14,54.515556000000004,18.538889,
767,Pm.00.s231m,PL0417A,WSSE Sopot,Pm.00.s231m,2004-01-01,2009-12-31,background,urban,in-house,POMORSKIE,Sopot,ul. Chrobrego 6/8,54.44,18.568333,
768,Pm.00.s234m,PL0418A,WSSE Gdynia Karwiny,Pm.00.s234m,2004-01-01,2009-12-31,background,urban,in-house,POMORSKIE,Gdynia,ul. Staffa 10,54.473333,18.498333,
769,Pm.00.s237m,PL0278A,WIOŚ Gdynia - Piłsudskiego,Pm.00.s237m,2004-08-17,2011-12-31,communication,urban,in-house,POMORSKIE,Gdynia,ul. Piłsudskiego 52/54,54.508097,18.539853,
770,Pm.00.s428m,PL0419A,WSSE Gdańsk Wrzeszcz Dębinki,Pm.00.s428m,2003-04-24,2009-12-31,background,urban,in-house,POMORSKIE,Gdańsk,ul. Dębinki 4,54.365832999999995,18.627778,
771,Pm.00.s473m,PL0420A,WSSE Gdańsk Nowy Port,Pm.00.s473m,2004-01-05,2009-12-31,background,urban,in-house,POMORSKIE,Gdańsk,ul. Na Zaspę 31a,54.402221999999995,18.664167000000003,
772,Pm.00.s476m,PL0421A,WSSE Gdańsk Wrzeszcz,Pm.00.s476m,2004-01-05,2009-12-31,background,urban,in-house,POMORSKIE,Gdańsk,ul. Legionów 11,54.386111,18.612222,
773,Pm.00.s477m,PL0279A,WSSE Gdańsk Śródmieście,Pm.00.s477m,2004-01-01,2009-12-31,background,urban,in-house,POMORSKIE,Gdańsk,ul. Rajska 6,54.355278000000006,18.650555999999998,
774,Pm.00.s479m,PL0422A,WSSE Gdańsk Morena,Pm.00.s479m,2004-01-05,2009-12-31,background,urban,in-house,POMORSKIE,Gdańsk,ul. Jaśkowa Dolina 105,54.358332999999995,18.586111,
775,Pm.01w.01m,PL0280A,WIOŚ-Gdynia,Pm.01w.01m,2007-02-01,2008-03-31,background,urban,container,POMORSKIE,Gdynia,ul. Kopernika,54.494443999999994,18.554167,
776,Pm.02.s631m,PL0423A,WSSE Chojnice,Pm.02.s631m,2004-01-02,2009-12-31,background,urban,in-house,POMORSKIE,Chojnice,ul. Szpitalna 3,53.695,17.557778,powiat chojnicki
777,Pm.04.s472m,PL0424A,WSSE Pruszcz Gdański,Pm.04.s472m,2004-01-01,2009-12-31,background,urban,in-house,POMORSKIE,Pruszcz Gdański,ul. Wojska Polskiego 9,54.259722,18.633611,powiat gdański
778,Pm.06.s711m,PL0425A,WSSE Kościerzyna,Pm.06.s711m,2004-01-01,2009-12-31,background,urban,in-house,POMORSKIE,Kościerzyna,ul. Rynek 9,54.1225,17.978610999999997,powiat kościerski
