,DATE,cloud_cover,Q_cloud_cover,humidity,Q_humidity,precipitation,Q_precipitation,snow_depth,Q_snow_depth,temperature,Q_temperature,wind_speed,Q_wind_speed,powiat_voivod
38,2022-02-08,7,0,85,0,12,0,0,0,3.5,0,50,0,"powiat warszawa, mazowieckie"
39,2022-02-09,6,0,88,0,3,0,0,0,6.1,0,40,0,"powiat warszawa, mazowieckie"
40,2022-02-10,7,0,85,0,6,0,0,0,7.3,0,27,0,"powiat warszawa, mazowieckie"
41,2022-02-11,7,0,91,0,61,0,0,0,2.6,0,20,0,"powiat warszawa, mazowieckie"
42,2022-02-12,2,0,77,0,0,0,0,0,0.5,0,33,0,"powiat warszawa, mazowieckie"
43,2022-02-13,2,0,65,0,0,0,0,0,0.6,0,27,0,"powiat warszawa, mazowieckie"
44,2022-02-14,0,0,63,0,0,0,0,0,2.2,0,27,0,"powiat warszawa, mazowieckie"
45,2022-02-15,3,0,76,0,0,0,0,0,3.4,0,17,0,"powiat warszawa, mazowieckie"
46,2022-02-16,6,0,70,0,4,0,0,0,6.3,0,40,0,"powiat warszawa, mazowieckie"
47,2022-02-17,6,0,77,0,12,0,0,0,7.0,0,77,0,"powiat warszawa, mazowieckie"
48,2022-02-18,6,0,70,0,0,0,0,0,5.1,0,57,0,"powiat warszawa, mazowieckie"
49,2022-02-19,6,0,53,0,0,0,0,0,7.2,0,103,0,"powiat warszawa, mazowieckie"
50,2022-02-20,6,0,73,0,2,0,0,0,3.5,0,33,0,"powiat warszawa, mazowieckie"
51,2022-02-21,6,0,74,0,12,0,0,0,6.2,0,67,0,"powiat warszawa, mazowieckie"
52,2022-02-22,5,0,71,0,2,0,0,0,3.9,0,37,0,"powiat warszawa, mazowieckie"
53,2022-02-23,6,0,79,0,12,0,0,0,3.8,0,57,0,"powiat warszawa, mazowieckie"
54,2022-02-24,3,0,67,0,0,0,0,0,4.2,0,34,0,"powiat warszawa, mazowieckie"
55,2022-02-25,6,0,61,0,0,0,0,0,5.1,0,0,0,"powiat warszawa, mazowieckie"
56,2022-02-26,4,0,71,0,0,0,0,0,3.2,0,7,0,"powiat warszawa, mazowieckie"
57,2022-02-27,4,0,77,0,0,0,0,0,1.1,0,3,0,"powiat warszawa, mazowieckie"
58,2022-02-28,0,0,61,0,0,0,0,0,-0.2,0,7,0,"powiat warszawa, mazowieckie"
59,2022-03-01,0,0,59,0,0,0,0,0,-0.2,0,7,0,"powiat warszawa, mazowieckie"
60,2022-03-02,1,0,62,0,0,0,0,0,0.2,0,10,0,"powiat warszawa, mazowieckie"
61,2022-03-03,3,0,73,0,0,0,0,0,-0.1,0,3,0,"powiat warszawa, mazowieckie"
62,2022-03-04,7,0,85,0,14,0,0,0,1.6,0,10,0,"powiat warszawa, mazowieckie"
63,2022-03-05,7,0,58,0,0,0,0,0,0.4,0,0,0,"powiat warszawa, mazowieckie"
64,2022-03-06,7,0,51,0,0,0,0,0,-0.1,0,13,0,"powiat warszawa, mazowieckie"
65,2022-03-07,5,0,71,0,2,0,0,0,1.1,0,27,0,"powiat warszawa, mazowieckie"
66,2022-03-08,5,0,79,0,0,0,0,0,0.7,0,13,0,"powiat warszawa, mazowieckie"
67,2022-03-09,7,0,75,0,0,0,0,0,3.4,0,17,0,"powiat warszawa, mazowieckie"
68,2022-03-10,0,0,56,0,0,0,0,0,-1.8,0,13,0,"powiat warszawa, mazowieckie"
69,2022-03-11,0,0,42,0,0,0,0,0,-1.9,0,13,0,"powiat warszawa, mazowieckie"
70,2022-03-12,2,0,48,0,0,0,0,0,-0.6,0,3,0,"powiat warszawa, mazowieckie"
71,2022-03-13,0,0,59,0,0,0,0,0,2.1,0,20,0,"powiat warszawa, mazowieckie"
72,2022-03-14,0,0,60,0,0,0,0,0,3.2,0,30,0,"powiat warszawa, mazowieckie"
73,2022-03-15,4,0,70,0,0,0,0,0,4.9,0,7,0,"powiat warszawa, mazowieckie"
74,2022-03-16,6,0,63,0,0,0,0,0,7.5,0,3,0,"powiat warszawa, mazowieckie"
75,2022-03-17,1,0,57,0,0,0,0,0,4.2,0,30,0,"powiat warszawa, mazowieckie"
76,2022-03-18,1,0,45,0,0,0,0,0,2.2,0,17,0,"powiat warszawa, mazowieckie"
77,2022-03-19,0,0,44,0,0,0,0,0,2.7,0,10,0,"powiat warszawa, mazowieckie"
78,2022-03-20,0,0,37,0,0,0,0,0,4.5,0,7,0,"powiat warszawa, mazowieckie"
79,2022-03-21,0,0,44,0,0,0,0,0,6.0,0,3,0,"powiat warszawa, mazowieckie"
80,2022-03-22,0,0,52,0,0,0,0,0,7.2,0,3,0,"powiat warszawa, mazowieckie"
81,2022-03-23,0,0,48,0,0,0,0,0,9.4,0,30,0,"powiat warszawa, mazowieckie"
82,2022-03-24,0,0,51,0,0,0,0,0,7.4,0,23,0,"powiat warszawa, mazowieckie"
83,2022-03-25,0,0,48,0,0,0,0,0,9.1,0,17,0,"powiat warszawa, mazowieckie"
84,2022-03-26,3,0,61,0,0,0,0,0,8.4,0,53,0,"powiat warszawa, mazowieckie"
85,2022-03-27,4,0,49,0,0,0,0,0,4.1,0,30,0,"powiat warszawa, mazowieckie"
86,2022-03-28,1,0,44,0,0,0,0,0,11.6,0,53,0,"powiat warszawa, mazowieckie"
87,2022-03-29,5,0,72,0,0,0,0,0,6.1,0,37,0,"powiat warszawa, mazowieckie"
88,2022-03-30,6,0,67,0,0,0,0,0,4.9,0,20,0,"powiat warszawa, mazowieckie"
89,2022-03-31,8,0,61,0,0,0,0,0,3.0,0,23,0,"powiat warszawa, mazowieckie"
90,2022-04-01,8,0,79,0,45,0,0,0,0.3,0,17,0,"powiat warszawa, mazowieckie"
91,2022-04-02,7,0,76,0,29,0,15,0,0.8,0,13,0,"powiat warszawa, mazowieckie"
92,2022-04-03,5,0,55,0,0,0,14,0,0.5,0,27,0,"powiat warszawa, mazowieckie"
93,2022-04-04,6,0,58,0,0,0,7,0,3.5,0,60,0,"powiat warszawa, mazowieckie"
94,2022-04-05,6,0,66,0,0,0,0,0,5.1,0,57,0,"powiat warszawa, mazowieckie"
95,2022-04-06,7,0,87,0,32,0,0,0,7.4,0,27,0,"powiat warszawa, mazowieckie"
96,2022-04-07,6,0,62,0,0,0,0,0,12.6,0,30,0,"powiat warszawa, mazowieckie"
97,2022-04-08,6,0,72,0,30,0,0,0,7.3,0,53,0,"powiat warszawa, mazowieckie"
98,2022-04-09,5,0,66,0,0,0,0,0,6.0,0,37,0,"powiat warszawa, mazowieckie"
99,2022-04-10,3,0,69,0,0,0,0,0,4.0,0,47,0,"powiat warszawa, mazowieckie"
100,2022-04-11,6,0,74,0,0,0,0,0,4.3,0,23,0,"powiat warszawa, mazowieckie"
101,2022-04-12,1,0,60,0,0,0,0,0,5.8,0,7,0,"powiat warszawa, mazowieckie"
102,2022-04-13,3,0,51,0,0,0,0,0,7.9,0,3,0,"powiat warszawa, mazowieckie"
103,2022-04-14,5,0,45,0,0,0,0,0,12.4,0,17,0,"powiat warszawa, mazowieckie"
104,2022-04-15,7,0,82,0,101,0,0,0,10.6,0,30,0,"powiat warszawa, mazowieckie"
105,2022-04-16,6,0,58,0,0,0,0,0,6.5,0,20,0,"powiat warszawa, mazowieckie"
106,2022-04-17,3,0,54,0,0,0,0,0,5.6,0,17,0,"powiat warszawa, mazowieckie"
107,2022-04-18,3,0,43,0,0,0,0,0,7.0,0,10,0,"powiat warszawa, mazowieckie"
108,2022-04-19,7,0,74,0,0,0,0,0,4.5,0,13,0,"powiat warszawa, mazowieckie"
109,2022-04-20,7,0,90,0,24,0,0,0,6.3,0,13,0,"powiat warszawa, mazowieckie"
110,2022-04-21,7,0,84,0,2,0,0,0,9.2,0,13,0,"powiat warszawa, mazowieckie"
111,2022-04-22,5,0,70,0,0,0,0,0,8.7,0,27,0,"powiat warszawa, mazowieckie"
112,2022-04-23,6,0,73,0,0,0,0,0,8.4,0,20,0,"powiat warszawa, mazowieckie"
113,2022-04-24,4,0,69,0,0,0,0,0,10.1,0,13,0,"powiat warszawa, mazowieckie"
114,2022-04-25,7,0,85,0,0,0,0,0,9.0,0,10,0,"powiat warszawa, mazowieckie"
115,2022-04-26,7,0,81,0,1,0,0,0,8.9,0,17,0,"powiat warszawa, mazowieckie"
116,2022-04-27,5,0,60,0,0,0,0,0,11.0,0,10,0,"powiat warszawa, mazowieckie"
117,2022-04-28,4,0,56,0,0,0,0,0,10.6,0,7,0,"powiat warszawa, mazowieckie"
118,2022-04-29,4,0,63,0,0,0,0,0,10.6,0,3,0,"powiat warszawa, mazowieckie"
119,2022-04-30,3,0,54,0,0,0,0,0,11.5,0,13,0,"powiat warszawa, mazowieckie"
120,2022-05-01,3,0,53,0,0,0,0,0,12.2,0,10,0,"powiat warszawa, mazowieckie"
121,2022-05-02,2,0,51,0,0,0,0,0,14.0,0,17,0,"powiat warszawa, mazowieckie"
122,2022-05-03,4,0,54,0,0,0,0,0,12.6,0,27,0,"powiat warszawa, mazowieckie"
123,2022-05-04,4,0,51,0,0,0,0,0,12.5,0,17,0,"powiat warszawa, mazowieckie"
124,2022-05-05,4,0,44,0,0,0,0,0,14.4,0,30,0,"powiat warszawa, mazowieckie"
125,2022-05-06,4,0,64,0,0,0,0,0,14.5,0,20,0,"powiat warszawa, mazowieckie"
126,2022-05-07,2,0,60,0,0,0,0,0,14.5,0,13,0,"powiat warszawa, mazowieckie"
127,2022-05-08,5,0,64,0,0,0,0,0,14.4,0,23,0,"powiat warszawa, mazowieckie"
128,2022-05-09,2,0,45,0,0,0,0,0,13.0,0,10,0,"powiat warszawa, mazowieckie"
129,2022-05-10,3,0,36,0,0,0,0,0,13.8,0,7,0,"powiat warszawa, mazowieckie"
130,2022-05-11,5,0,49,0,0,0,0,0,18.7,0,20,0,"powiat warszawa, mazowieckie"
131,2022-05-12,4,0,50,0,0,0,0,0,19.0,0,47,0,"powiat warszawa, mazowieckie"
132,2022-05-13,5,0,57,0,5,0,0,0,15.6,0,23,0,"powiat warszawa, mazowieckie"
133,2022-05-14,5,0,64,0,0,0,0,0,13.3,0,33,0,"powiat warszawa, mazowieckie"
134,2022-05-15,2,0,56,0,0,0,0,0,13.5,0,27,0,"powiat warszawa, mazowieckie"
135,2022-05-16,4,0,46,0,0,0,0,0,14.5,0,13,0,"powiat warszawa, mazowieckie"
136,2022-05-17,4,0,40,0,0,0,0,0,13.1,0,10,0,"powiat warszawa, mazowieckie"
137,2022-05-18,0,0,44,0,0,0,0,0,11.4,0,10,0,"powiat warszawa, mazowieckie"
138,2022-05-19,4,0,42,0,0,0,0,0,15.9,0,17,0,"powiat warszawa, mazowieckie"
139,2022-05-20,5,0,49,0,0,0,0,0,19.7,0,27,0,"powiat warszawa, mazowieckie"
140,2022-05-21,6,0,74,0,4,0,0,0,15.2,0,47,0,"powiat warszawa, mazowieckie"
141,2022-05-22,6,0,72,0,0,0,0,0,12.2,0,47,0,"powiat warszawa, mazowieckie"
142,2022-05-23,4,0,62,0,0,0,0,0,14.3,0,7,0,"powiat warszawa, mazowieckie"
143,2022-05-24,5,0,67,0,15,0,0,0,15.3,0,30,0,"powiat warszawa, mazowieckie"
144,2022-05-25,7,0,90,0,29,0,0,0,14.2,0,17,0,"powiat warszawa, mazowieckie"
145,2022-05-26,4,0,69,0,3,0,0,0,15.8,0,40,0,"powiat warszawa, mazowieckie"
146,2022-05-27,5,0,68,0,9,0,0,0,14.0,0,47,0,"powiat warszawa, mazowieckie"
147,2022-05-28,5,0,71,0,22,0,0,0,10.2,0,40,0,"powiat warszawa, mazowieckie"
148,2022-05-29,6,0,71,0,1,0,0,0,12.6,0,27,0,"powiat warszawa, mazowieckie"
149,2022-05-30,5,0,84,0,68,0,0,0,11.0,0,10,0,"powiat warszawa, mazowieckie"
150,2022-05-31,2,0,62,0,0,0,0,0,14.2,0,13,0,"powiat warszawa, mazowieckie"
151,2022-06-01,4,0,69,0,38,0,0,0,16.2,0,27,0,"powiat warszawa, mazowieckie"
152,2022-06-02,4,0,70,0,0,0,0,0,14.9,0,20,0,"powiat warszawa, mazowieckie"
153,2022-06-03,1,0,59,0,0,0,0,0,16.4,0,10,0,"powiat warszawa, mazowieckie"
154,2022-06-04,5,0,64,0,0,0,0,0,18.7,0,3,0,"powiat warszawa, mazowieckie"
155,2022-06-05,2,0,50,0,0,0,0,0,18.8,0,3,0,"powiat warszawa, mazowieckie"
156,2022-06-06,4,0,54,0,0,0,0,0,20.8,0,20,0,"powiat warszawa, mazowieckie"
157,2022-06-07,5,0,70,0,0,0,0,0,21.5,0,7,0,"powiat warszawa, mazowieckie"
158,2022-06-08,6,0,84,0,11,0,0,0,18.3,0,7,0,"powiat warszawa, mazowieckie"
159,2022-06-09,6,0,78,0,13,0,0,0,21.2,0,10,0,"powiat warszawa, mazowieckie"
160,2022-06-10,5,0,80,0,0,0,0,0,19.3,0,30,0,"powiat warszawa, mazowieckie"
161,2022-06-11,1,0,61,0,0,0,0,0,19.1,0,17,0,"powiat warszawa, mazowieckie"
162,2022-06-12,3,0,58,0,0,0,0,0,20.9,0,7,0,"powiat warszawa, mazowieckie"
163,2022-06-13,5,0,84,0,77,0,0,0,15.9,0,13,0,"powiat warszawa, mazowieckie"
164,2022-06-14,3,0,70,0,0,0,0,0,14.1,0,40,0,"powiat warszawa, mazowieckie"
165,2022-06-15,4,0,68,0,0,0,0,0,15.7,0,23,0,"powiat warszawa, mazowieckie"
166,2022-06-16,5,0,62,0,0,0,0,0,18.1,0,10,0,"powiat warszawa, mazowieckie"
167,2022-06-17,3,0,62,0,0,0,0,0,17.8,0,23,0,"powiat warszawa, mazowieckie"
168,2022-06-18,3,0,60,0,0,0,0,0,20.5,0,20,0,"powiat warszawa, mazowieckie"
169,2022-06-19,1,0,52,0,0,0,0,0,25.2,0,30,0,"powiat warszawa, mazowieckie"
170,2022-06-20,5,0,78,0,71,0,0,0,19.6,0,7,0,"powiat warszawa, mazowieckie"
171,2022-06-21,5,0,79,0,29,0,0,0,13.8,0,43,0,"powiat warszawa, mazowieckie"
172,2022-06-22,2,0,65,0,0,0,0,0,17.5,0,23,0,"powiat warszawa, mazowieckie"
173,2022-06-23,2,0,55,0,0,0,0,0,20.6,0,7,0,"powiat warszawa, mazowieckie"
174,2022-06-24,0,0,51,0,0,0,0,0,22.3,0,23,0,"powiat warszawa, mazowieckie"
175,2022-06-25,1,0,47,0,0,0,0,0,24.0,0,20,0,"powiat warszawa, mazowieckie"
176,2022-06-26,0,0,47,0,0,0,0,0,25.2,0,20,0,"powiat warszawa, mazowieckie"
177,2022-06-27,2,0,48,0,0,0,0,0,26.2,0,17,0,"powiat warszawa, mazowieckie"
178,2022-06-28,4,0,65,0,26,0,0,0,24.5,0,30,0,"powiat warszawa, mazowieckie"
179,2022-06-29,5,0,78,0,0,0,0,0,22.1,0,10,0,"powiat warszawa, mazowieckie"
180,2022-06-30,6,0,63,0,0,0,0,0,25.9,0,13,0,"powiat warszawa, mazowieckie"
181,2022-07-01,2,0,51,0,0,0,0,0,28.7,0,30,0,"powiat warszawa, mazowieckie"
182,2022-07-02,7,0,88,0,0,0,0,0,18.8,0,27,0,"powiat warszawa, mazowieckie"
183,2022-07-03,4,0,65,0,0,0,0,0,20.7,0,7,0,"powiat warszawa, mazowieckie"
184,2022-07-04,3,0,65,0,0,0,0,0,22.5,0,10,0,"powiat warszawa, mazowieckie"
185,2022-07-05,6,0,78,0,42,0,0,0,19.7,0,10,0,"powiat warszawa, mazowieckie"
186,2022-07-06,6,0,70,0,0,0,0,0,18.0,0,17,0,"powiat warszawa, mazowieckie"
187,2022-07-07,6,0,60,0,0,0,0,0,17.5,0,17,0,"powiat warszawa, mazowieckie"
188,2022-07-08,5,0,74,0,207,0,0,0,17.9,0,13,0,"powiat warszawa, mazowieckie"
189,2022-07-09,5,0,68,0,0,0,0,0,17.2,0,27,0,"powiat warszawa, mazowieckie"
190,2022-07-10,4,0,76,0,6,0,0,0,14.6,0,33,0,"powiat warszawa, mazowieckie"
191,2022-07-11,4,0,84,0,45,0,0,0,13.2,0,10,0,"powiat warszawa, mazowieckie"
192,2022-07-12,6,0,70,0,0,0,0,0,16.9,0,57,0,"powiat warszawa, mazowieckie"
193,2022-07-13,5,0,59,0,0,0,0,0,21.1,0,43,0,"powiat warszawa, mazowieckie"
194,2022-07-14,4,0,52,0,0,0,0,0,21.4,0,33,0,"powiat warszawa, mazowieckie"
195,2022-07-15,4,0,53,0,0,0,0,0,17.2,0,40,0,"powiat warszawa, mazowieckie"
196,2022-07-16,5,0,70,0,35,0,0,0,14.4,0,40,0,"powiat warszawa, mazowieckie"
197,2022-07-17,5,0,68,0,0,0,0,0,16.5,0,17,0,"powiat warszawa, mazowieckie"
198,2022-07-18,5,0,60,0,0,0,0,0,18.5,0,20,0,"powiat warszawa, mazowieckie"
199,2022-07-19,4,0,59,0,0,0,0,0,22.4,0,7,0,"powiat warszawa, mazowieckie"
200,2022-07-20,1,0,51,0,0,0,0,0,24.3,0,3,0,"powiat warszawa, mazowieckie"
201,2022-07-21,0,0,53,0,0,0,0,0,23.5,0,17,0,"powiat warszawa, mazowieckie"
202,2022-07-22,2,0,56,0,0,0,0,0,25.5,0,17,0,"powiat warszawa, mazowieckie"
203,2022-07-23,4,0,68,0,91,0,0,0,23.1,0,10,0,"powiat warszawa, mazowieckie"
204,2022-07-24,4,0,71,0,0,0,0,0,19.4,0,33,0,"powiat warszawa, mazowieckie"
205,2022-07-25,1,0,62,0,0,0,0,0,21.3,0,13,0,"powiat warszawa, mazowieckie"
206,2022-07-26,5,0,76,0,32,0,0,0,19.9,0,13,0,"powiat warszawa, mazowieckie"
207,2022-07-27,4,0,65,0,0,0,0,0,18.8,0,23,0,"powiat warszawa, mazowieckie"
208,2022-07-28,2,0,56,0,0,0,0,0,18.3,0,20,0,"powiat warszawa, mazowieckie"
209,2022-07-29,3,0,58,0,0,0,0,0,19.7,0,7,0,"powiat warszawa, mazowieckie"
210,2022-07-30,7,0,75,0,46,0,0,0,18.4,0,10,0,"powiat warszawa, mazowieckie"
211,2022-07-31,8,0,95,0,43,0,0,0,16.2,0,17,0,"powiat warszawa, mazowieckie"
212,2022-08-01,5,0,74,0,0,0,0,0,19.1,0,17,0,"powiat warszawa, mazowieckie"
213,2022-08-02,5,0,63,0,0,0,0,0,22.5,0,3,0,"powiat warszawa, mazowieckie"
214,2022-08-03,3,0,66,0,0,0,0,0,22.6,0,7,0,"powiat warszawa, mazowieckie"
215,2022-08-04,2,0,55,0,0,0,0,0,23.6,0,17,0,"powiat warszawa, mazowieckie"
216,2022-08-05,1,0,58,0,0,0,0,0,25.0,0,13,0,"powiat warszawa, mazowieckie"
217,2022-08-06,5,0,81,0,128,0,0,0,18.9,0,13,0,"powiat warszawa, mazowieckie"
218,2022-08-07,1,0,60,0,0,0,0,0,17.4,0,3,0,"powiat warszawa, mazowieckie"
219,2022-08-08,3,0,60,0,0,0,0,0,19.0,0,7,0,"powiat warszawa, mazowieckie"
220,2022-08-09,5,0,59,0,0,0,0,0,19.5,0,3,0,"powiat warszawa, mazowieckie"
221,2022-08-10,2,0,63,0,0,0,0,0,19.2,0,0,0,"powiat warszawa, mazowieckie"
222,2022-08-11,2,0,62,0,0,0,0,0,19.6,0,7,0,"powiat warszawa, mazowieckie"
223,2022-08-12,6,0,72,0,10,0,0,0,21.6,0,17,0,"powiat warszawa, mazowieckie"
224,2022-08-13,6,0,79,0,84,0,0,0,21.3,0,3,0,"powiat warszawa, mazowieckie"
225,2022-08-14,5,0,77,0,0,0,0,0,22.7,0,13,0,"powiat warszawa, mazowieckie"
226,2022-08-15,5,0,77,0,0,0,0,0,23.1,0,10,0,"powiat warszawa, mazowieckie"
227,2022-08-16,5,0,73,0,0,0,0,0,23.7,0,7,0,"powiat warszawa, mazowieckie"
228,2022-08-17,3,0,72,0,0,0,0,0,23.8,0,7,0,"powiat warszawa, mazowieckie"
229,2022-08-18,3,0,68,0,0,0,0,0,24.4,0,3,0,"powiat warszawa, mazowieckie"
230,2022-08-19,3,0,61,0,0,0,0,0,25.9,0,27,0,"powiat warszawa, mazowieckie"
231,2022-08-20,5,0,63,0,0,0,0,0,24.7,0,20,0,"powiat warszawa, mazowieckie"
232,2022-08-21,5,0,68,0,0,0,0,0,22.5,0,13,0,"powiat warszawa, mazowieckie"
233,2022-08-22,5,0,69,0,0,0,0,0,22.5,0,0,0,"powiat warszawa, mazowieckie"
234,2022-08-23,5,0,76,0,0,0,0,0,23.1,0,10,0,"powiat warszawa, mazowieckie"
235,2022-08-24,5,0,74,0,9,0,0,0,23.5,0,10,0,"powiat warszawa, mazowieckie"
236,2022-08-25,3,0,54,0,0,0,0,0,25.7,0,13,0,"powiat warszawa, mazowieckie"
237,2022-08-26,4,0,46,0,0,0,0,0,25.0,0,17,0,"powiat warszawa, mazowieckie"
238,2022-08-27,1,0,49,0,0,0,0,0,25.0,0,10,0,"powiat warszawa, mazowieckie"
239,2022-08-28,3,0,59,0,0,0,0,0,23.2,0,7,0,"powiat warszawa, mazowieckie"
240,2022-08-29,4,0,75,0,0,0,0,0,19.7,0,17,0,"powiat warszawa, mazowieckie"
241,2022-08-30,6,0,79,0,0,0,0,0,17.4,0,27,0,"powiat warszawa, mazowieckie"
242,2022-08-31,5,0,63,0,0,0,0,0,17.4,0,10,0,"powiat warszawa, mazowieckie"
243,2022-09-01,2,0,62,0,0,0,0,0,14.9,0,10,0,"powiat warszawa, mazowieckie"
244,2022-09-02,1,0,51,0,0,0,0,0,15.2,0,7,0,"powiat warszawa, mazowieckie"
245,2022-09-03,1,0,46,0,0,0,0,0,15.9,0,10,0,"powiat warszawa, mazowieckie"
246,2022-09-04,2,0,56,0,0,0,0,0,16.3,0,3,0,"powiat warszawa, mazowieckie"
247,2022-09-05,1,0,46,0,0,0,0,0,15.6,0,3,0,"powiat warszawa, mazowieckie"
248,2022-09-06,1,0,47,0,0,0,0,0,14.3,0,3,0,"powiat warszawa, mazowieckie"
249,2022-09-07,2,0,48,0,0,0,0,0,13.7,0,7,0,"powiat warszawa, mazowieckie"
250,2022-09-08,5,0,41,0,0,0,0,0,16.5,0,27,0,"powiat warszawa, mazowieckie"
251,2022-09-09,8,0,95,0,0,0,0,0,12.8,0,30,0,"powiat warszawa, mazowieckie"
252,2022-09-10,8,0,92,0,0,0,0,0,12.6,0,10,0,"powiat warszawa, mazowieckie"
253,2022-09-11,7,0,83,0,25,0,0,0,12.4,0,30,0,"powiat warszawa, mazowieckie"
254,2022-09-12,6,0,85,0,7,0,0,0,11.8,0,13,0,"powiat warszawa, mazowieckie"
255,2022-09-13,5,0,81,0,0,0,0,0,13.3,0,7,0,"powiat warszawa, mazowieckie"
256,2022-09-14,6,0,79,0,0,0,0,0,16.2,0,13,0,"powiat warszawa, mazowieckie"
257,2022-09-15,6,0,75,0,0,0,0,0,15.5,0,27,0,"powiat warszawa, mazowieckie"
258,2022-09-16,3,0,69,0,0,0,0,0,13.5,0,40,0,"powiat warszawa, mazowieckie"
259,2022-09-17,4,0,81,0,0,0,0,0,11.0,0,23,0,"powiat warszawa, mazowieckie"
260,2022-09-18,7,0,87,0,22,0,0,0,10.7,0,20,0,"powiat warszawa, mazowieckie"
261,2022-09-19,7,0,90,0,11,0,0,0,8.8,0,27,0,"powiat warszawa, mazowieckie"
262,2022-09-20,6,0,88,0,17,0,0,0,10.6,0,13,0,"powiat warszawa, mazowieckie"
263,2022-09-21,6,0,82,0,0,0,0,0,11.4,0,27,0,"powiat warszawa, mazowieckie"
264,2022-09-22,6,0,84,0,0,0,0,0,10.5,0,10,0,"powiat warszawa, mazowieckie"
