SOUID,DATE,RR,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
107323,2018,6.917808219178082,926,SULEJOW,PL,+51:21:12,+019:51:59,188, RR9,1961-05-01,2022-09-30,26,Miroslaw Mietus
107323,2019,6.301369863013699,926,SULEJOW,PL,+51:21:12,+019:51:59,188, RR9,1961-05-01,2022-09-30,26,Miroslaw Mietus
107323,2020,8.019125683060109,926,SULEJOW,PL,+51:21:12,+019:51:59,188, RR9,1961-05-01,2022-09-30,26,Miroslaw Mietus
107323,2021,8.693150684931506,926,SULEJOW,PL,+51:21:12,+019:51:59,188, RR9,1961-05-01,2022-09-30,26,Miroslaw Mietus
107324,2017,9.854794520547944,927,WLODAWA,PL,+51:33:12,+023:31:46,177, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107324,2018,8.065753424657535,927,WLODAWA,PL,+51:33:12,+023:31:46,177, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107324,2019,8.816438356164383,927,WLODAWA,PL,+51:33:12,+023:31:46,177, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107324,2020,8.013661202185792,927,WLODAWA,PL,+51:33:12,+023:31:46,177, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107324,2021,9.616438356164384,927,WLODAWA,PL,+51:33:12,+023:31:46,177, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107325,2017,7.794520547945205,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107325,2018,7.419178082191781,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107325,2019,8.742465753424657,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107325,2020,11.289617486338798,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107325,2021,7.049315068493151,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107326,2017,8.221917808219178,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107326,2018,7.843835616438356,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107326,2019,7.63013698630137,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107326,2020,11.243169398907105,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107326,2021,6.287671232876712,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107329,2017,10.024657534246575,2038,KIELCE,PL,+50:48:38,+020:41:32,260, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107329,2018,7.835616438356165,2038,KIELCE,PL,+50:48:38,+020:41:32,260, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107329,2019,10.747945205479452,2038,KIELCE,PL,+50:48:38,+020:41:32,260, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107329,2020,8.78688524590164,2038,KIELCE,PL,+50:48:38,+020:41:32,260, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107329,2021,10.2,2038,KIELCE,PL,+50:48:38,+020:41:32,260, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107330,2017,17.28219178082192,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107330,2018,10.72054794520548,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107330,2019,16.23835616438356,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107330,2020,16.147540983606557,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107330,2021,8.682191780821919,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107331,2017,9.093150684931507,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107331,2017,9.093150684931507,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107331,2018,7.49041095890411,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107331,2018,7.49041095890411,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107331,2019,8.904109589041095,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107331,2019,8.904109589041095,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107331,2020,10.060109289617486,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107331,2020,10.060109289617486,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107331,2021,11.945205479452055,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107331,2021,11.945205479452055,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107332,2017,13.01917808219178,933,LESKO,PL,+49:27:59,+022:20:30,420, RR9,1954-06-17,2022-09-30,26,Miroslaw Mietus
107332,2017,13.01917808219178,24921,LESKO,PL,+49:27:59,+022:20:30,420, RR9,1954-06-17,2022-09-30,26,Miroslaw Mietus
107332,2018,9.04109589041096,933,LESKO,PL,+49:27:59,+022:20:30,420, RR9,1954-06-17,2022-09-30,26,Miroslaw Mietus
107332,2018,9.04109589041096,24921,LESKO,PL,+49:27:59,+022:20:30,420, RR9,1954-06-17,2022-09-30,26,Miroslaw Mietus
107332,2019,10.816438356164383,933,LESKO,PL,+49:27:59,+022:20:30,420, RR9,1954-06-17,2022-09-30,26,Miroslaw Mietus
