SOUID,DATE,SD,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
240593,2017,6.534246575342466,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2017,6.534246575342466,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2018,3.8273972602739725,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2018,3.8273972602739725,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2018,3.8273972602739725,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2018,3.8273972602739725,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2019,7.358904109589041,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2019,7.358904109589041,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2019,7.358904109589041,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2019,7.358904109589041,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2020,4.273224043715847,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2020,4.273224043715847,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2020,4.273224043715847,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2020,4.273224043715847,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2021,6.252054794520548,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2021,6.252054794520548,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2021,6.252054794520548,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2021,6.252054794520548,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240595,2017,4.145205479452055,24921,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240595,2017,4.145205479452055,933,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240595,2018,3.1945205479452055,24921,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240595,2018,3.1945205479452055,933,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240595,2019,2.0547945205479454,24921,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240595,2019,2.0547945205479454,933,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240595,2020,0.46174863387978143,24921,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240595,2020,0.46174863387978143,933,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240595,2021,3.5205479452054793,24921,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240595,2021,3.5205479452054793,933,LESKO,PL,+49:27:59,+022:20:30,420, SD2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240596,2017,0.8356164383561644,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240596,2018,0.2547945205479452,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240596,2019,0.4246575342465753,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240596,2020,0.09562841530054644,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240596,2021,1.4109589041095891,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240597,2017,0.09818181818181818,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240597,2018,0.3726027397260274,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240597,2019,0.28493150684931506,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240597,2020,0.01092896174863388,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240597,2021,0.8602739726027397,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240598,2017,1.8,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240598,2018,0.5424657534246575,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240598,2019,0.6520547945205479,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240598,2020,0.03910614525139665,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240598,2021,1.4301369863013698,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240599,2017,1.6136986301369862,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240599,2018,1.063013698630137,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240599,2019,0.4849315068493151,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240599,2020,0.02185792349726776,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240599,2021,1.904109589041096,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240600,2017,1.2027397260273973,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240600,2018,0.2465753424657534,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240600,2019,0.2273972602739726,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240600,2020,0.00819672131147541,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240600,2021,1.1178082191780823,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240601,2017,0.0,923,LESZNO,PL,+51:50:08,+016:32:05,91, SD2,1958-01-01,2022-09-30,26,Miroslaw Mietus
240601,2019,0.021917808219178082,923,LESZNO,PL,+51:50:08,+016:32:05,91, SD2,1958-01-01,2022-09-30,26,Miroslaw Mietus
240601,2020,0.015015015015015015,923,LESZNO,PL,+51:50:08,+016:32:05,91, SD2,1958-01-01,2022-09-30,26,Miroslaw Mietus
240601,2021,0.6857142857142857,923,LESZNO,PL,+51:50:08,+016:32:05,91, SD2,1958-01-01,2022-09-30,26,Miroslaw Mietus
240602,2017,0.13972602739726028,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240602,2017,0.13972602739726028,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240602,2018,0.11232876712328767,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240602,2018,0.11232876712328767,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240602,2019,0.09863013698630137,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240602,2019,0.09863013698630137,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240602,2020,0.01366120218579235,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240602,2020,0.01366120218579235,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240602,2021,0.6794520547945205,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240602,2021,0.6794520547945205,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240603,2017,0.21643835616438356,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240603,2018,0.14246575342465753,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240603,2019,0.1506849315068493,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240603,2020,0.00819672131147541,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240603,2021,0.6657534246575343,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240604,2017,0.0326530612244898,924,WIELUN,PL,+51:12:37,+018:33:24,199, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240604,2018,0.20821917808219179,924,WIELUN,PL,+51:12:37,+018:33:24,199, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240604,2019,0.25205479452054796,924,WIELUN,PL,+51:12:37,+018:33:24,199, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240604,2020,0.0,924,WIELUN,PL,+51:12:37,+018:33:24,199, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240604,2021,1.1369863013698631,924,WIELUN,PL,+51:12:37,+018:33:24,199, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240605,2017,1.0904109589041096,2033,LODZ,PL,+51:43:48,+019:24:00,187, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240605,2018,0.29863013698630136,2033,LODZ,PL,+51:43:48,+019:24:00,187, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240605,2019,0.3424657534246575,2033,LODZ,PL,+51:43:48,+019:24:00,187, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240605,2020,0.00273224043715847,2033,LODZ,PL,+51:43:48,+019:24:00,187, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240605,2021,0.936986301369863,2033,LODZ,PL,+51:43:48,+019:24:00,187, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240606,2017,0.16304347826086957,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SD2,1961-05-01,2022-09-30,26,Miroslaw Mietus
240606,2018,0.4410958904109589,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SD2,1961-05-01,2022-09-30,26,Miroslaw Mietus
240606,2019,0.27123287671232876,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SD2,1961-05-01,2022-09-30,26,Miroslaw Mietus
240606,2020,0.01639344262295082,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SD2,1961-05-01,2022-09-30,26,Miroslaw Mietus
240606,2021,0.9726027397260274,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SD2,1961-05-01,2022-09-30,26,Miroslaw Mietus
240607,2017,1.5698630136986302,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240607,2018,1.1561643835616437,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240607,2019,0.6054794520547945,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240607,2020,0.07377049180327869,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240607,2021,1.8356164383561644,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2017,0.012244897959183673,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2017,0.012244897959183673,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2018,0.043835616438356165,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2018,0.043835616438356165,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2019,0.024657534246575342,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2019,0.024657534246575342,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2020,0.0,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2020,0.0,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2021,0.2876712328767123,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240608,2021,0.2876712328767123,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240609,2017,0.14794520547945206,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240609,2018,0.14246575342465753,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240609,2019,0.049315068493150684,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240609,2020,0.0,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240609,2021,0.6547945205479452,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2017,0.11232876712328767,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2017,0.11232876712328767,206,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2018,0.09315068493150686,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2018,0.09315068493150686,206,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2019,0.07123287671232877,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2019,0.07123287671232877,206,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2020,0.00546448087431694,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2020,0.00546448087431694,206,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2021,0.4958904109589041,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240610,2021,0.4958904109589041,206,POZNAN,PL,+52:11:59,+018:39:37,115, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2017,0.6246575342465753,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2017,0.6246575342465753,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2017,0.6246575342465753,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2017,0.6246575342465753,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2017,0.6246575342465753,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2018,0.4328767123287671,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2018,0.4328767123287671,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2018,0.4328767123287671,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2018,0.4328767123287671,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2018,0.4328767123287671,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2019,0.23013698630136986,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2019,0.23013698630136986,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2019,0.23013698630136986,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2019,0.23013698630136986,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2019,0.23013698630136986,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2020,0.00273224043715847,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2020,0.00273224043715847,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2020,0.00273224043715847,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2020,0.00273224043715847,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2020,0.00273224043715847,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2021,1.876595744680851,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2021,1.876595744680851,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2021,1.876595744680851,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2021,1.876595744680851,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240611,2021,1.876595744680851,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240612,2017,1.0767123287671232,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240612,2018,0.5972602739726027,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240612,2019,0.4438356164383562,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240612,2020,0.01912568306010929,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240612,2021,1.0328767123287672,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240613,2017,2.0767123287671234,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SD2,1955-01-01,2022-09-30,26,Miroslaw Mietus
240613,2018,1.0438356164383562,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SD2,1955-01-01,2022-09-30,26,Miroslaw Mietus
240613,2019,0.673972602739726,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SD2,1955-01-01,2022-09-30,26,Miroslaw Mietus
240613,2020,0.06830601092896176,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SD2,1955-01-01,2022-09-30,26,Miroslaw Mietus
240613,2021,1.8438356164383563,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SD2,1955-01-01,2022-09-30,26,Miroslaw Mietus
240614,2017,0.3041095890410959,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240614,2018,0.23013698630136986,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240614,2019,0.038356164383561646,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240614,2020,0.0,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240614,2021,0.7726027397260274,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240615,2017,0.18904109589041096,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240615,2018,0.0821917808219178,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240615,2019,0.01643835616438356,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240615,2020,0.0,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240615,2021,0.5561643835616439,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240616,2017,0.7534246575342466,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240616,2018,0.4301369863013699,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240616,2019,0.03287671232876712,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240616,2020,0.06830601092896176,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240616,2021,2.5945205479452054,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240617,2017,0.1917808219178082,2027,TORUN,PL,+53:02:31,+018:35:44,69, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240617,2018,0.5123287671232877,2027,TORUN,PL,+53:02:31,+018:35:44,69, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240617,2019,0.2,2027,TORUN,PL,+53:02:31,+018:35:44,69, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240617,2020,0.00273224043715847,2027,TORUN,PL,+53:02:31,+018:35:44,69, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240617,2021,1.5232876712328767,2027,TORUN,PL,+53:02:31,+018:35:44,69, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240618,2017,1.4246575342465753,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SD2,1961-01-01,2022-09-30,26,Miroslaw Mietus
240618,2018,0.5835616438356165,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SD2,1961-01-01,2022-09-30,26,Miroslaw Mietus
240618,2019,0.4438356164383562,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SD2,1961-01-01,2022-09-30,26,Miroslaw Mietus
240618,2020,0.01366120218579235,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SD2,1961-01-01,2022-09-30,26,Miroslaw Mietus
240618,2021,1.7205479452054795,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SD2,1961-01-01,2022-09-30,26,Miroslaw Mietus
240619,2017,0.07246376811594203,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240619,2018,0.3506849315068493,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240619,2019,0.6712328767123288,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240619,2020,0.04644808743169399,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240619,2021,2.210958904109589,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240620,2017,1.8383561643835618,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240620,2018,0.7972602739726027,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
