SOUID,DATE,CC,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
240406,2019,4.8273972602739725,25156,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
240406,2019,4.8273972602739725,8969,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
240406,2020,4.808743169398907,25156,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
240406,2020,4.808743169398907,8969,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
240406,2021,4.950684931506849,25156,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
240406,2021,4.950684931506849,8969,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
240709,2017,4.934246575342466,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, CC3,1957-01-01,2022-08-31,26,Miroslaw Mietus
240709,2018,4.906849315068493,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, CC3,1957-01-01,2022-08-31,26,Miroslaw Mietus
240709,2019,4.512328767123288,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, CC3,1957-01-01,2022-08-31,26,Miroslaw Mietus
240709,2020,4.273224043715847,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, CC3,1957-01-01,2022-08-31,26,Miroslaw Mietus
240709,2021,4.331506849315068,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, CC3,1957-01-01,2022-08-31,26,Miroslaw Mietus
240714,2017,4.942465753424657,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240714,2017,4.942465753424657,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240714,2018,4.717808219178083,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240714,2018,4.717808219178083,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240714,2019,4.632876712328767,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240714,2019,4.632876712328767,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240714,2020,4.7349726775956285,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240714,2020,4.7349726775956285,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240714,2021,5.019178082191781,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240714,2021,5.019178082191781,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240715,2017,5.257534246575342,1207,PULAWY,PL,+51:25:00,+021:58:00,142, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240715,2018,4.701369863013698,1207,PULAWY,PL,+51:25:00,+021:58:00,142, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240715,2019,4.978082191780822,1207,PULAWY,PL,+51:25:00,+021:58:00,142, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240715,2020,5.016393442622951,1207,PULAWY,PL,+51:25:00,+021:58:00,142, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240715,2021,5.1726027397260275,1207,PULAWY,PL,+51:25:00,+021:58:00,142, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
240718,2017,5.046575342465753,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240718,2018,4.706849315068493,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240718,2019,4.798898071625344,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240718,2020,4.704918032786885,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240718,2021,0.01643835616438356,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2017,5.116809116809117,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2017,5.116809116809117,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2017,5.116809116809117,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2017,5.116809116809117,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2018,5.075842696629214,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2018,5.075842696629214,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2018,5.075842696629214,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2018,5.075842696629214,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2019,5.03899721448468,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2019,5.03899721448468,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2019,5.03899721448468,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2019,5.03899721448468,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2020,4.754189944134078,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2020,4.754189944134078,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2020,4.754189944134078,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2020,4.754189944134078,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2021,4.980555555555555,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2021,4.980555555555555,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2021,4.980555555555555,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240719,2021,4.980555555555555,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240720,2017,0.0,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240720,2017,0.0,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240720,2018,0.0,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240720,2018,0.0,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240720,2019,0.0,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240720,2019,0.0,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240720,2020,0.0,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240720,2020,0.0,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240720,2021,0.0,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240720,2021,0.0,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, CC3,1954-01-01,2022-09-30,26,Miroslaw Mietus
240721,2017,4.8429752066115705,24921,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240721,2017,4.8429752066115705,933,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240721,2018,4.767123287671233,24921,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240721,2018,4.767123287671233,933,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240721,2019,4.8264462809917354,24921,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240721,2019,4.8264462809917354,933,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240721,2020,4.7076502732240435,24921,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240721,2020,4.7076502732240435,933,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240721,2021,3.621917808219178,24921,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240721,2021,3.621917808219178,933,LESKO,PL,+49:27:59,+022:20:30,420, CC3,1954-06-17,2022-09-30,26,Miroslaw Mietus
240722,2017,5.37292817679558,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240722,2018,4.914835164835165,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240722,2019,4.83013698630137,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240722,2020,4.827868852459017,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240722,2021,0.010958904109589041,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240723,2017,1.8493150684931507,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240723,2018,4.652054794520548,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240723,2019,4.657534246575342,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240723,2020,4.6502732240437155,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240723,2021,2.17032967032967,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240724,2017,5.18732782369146,2038,KIELCE,PL,+50:48:38,+020:41:32,260, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240724,2018,4.726027397260274,2038,KIELCE,PL,+50:48:38,+020:41:32,260, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240724,2019,4.9423076923076925,2038,KIELCE,PL,+50:48:38,+020:41:32,260, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240724,2020,4.718579234972678,2038,KIELCE,PL,+50:48:38,+020:41:32,260, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240724,2021,4.076923076923077,2038,KIELCE,PL,+50:48:38,+020:41:32,260, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240725,2017,4.931506849315069,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240725,2018,4.712328767123288,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240725,2019,4.786301369863014,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240725,2020,4.562841530054645,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240725,2021,4.813698630136987,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240726,2017,5.260273972602739,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240726,2018,4.383561643835616,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240726,2019,4.6438356164383565,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240726,2020,4.644808743169399,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240726,2021,5.082191780821918,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240727,2017,0.0,923,LESZNO,PL,+51:50:08,+016:32:05,91, CC3,1958-01-01,2022-09-30,26,Miroslaw Mietus
240727,2018,0.0,923,LESZNO,PL,+51:50:08,+016:32:05,91, CC3,1958-01-01,2022-09-30,26,Miroslaw Mietus
240727,2019,0.0,923,LESZNO,PL,+51:50:08,+016:32:05,91, CC3,1958-01-01,2022-09-30,26,Miroslaw Mietus
240727,2020,0.0,923,LESZNO,PL,+51:50:08,+016:32:05,91, CC3,1958-01-01,2022-09-30,26,Miroslaw Mietus
240727,2021,0.0,923,LESZNO,PL,+51:50:08,+016:32:05,91, CC3,1958-01-01,2022-09-30,26,Miroslaw Mietus
240728,2017,5.32054794520548,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240728,2017,5.32054794520548,210,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240728,2018,4.5917808219178085,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240728,2018,4.5917808219178085,210,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240728,2019,4.846575342465753,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240728,2019,4.846575342465753,210,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240728,2020,4.7076502732240435,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240728,2020,4.7076502732240435,210,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240728,2021,5.065753424657534,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240728,2021,5.065753424657534,210,WROCLAW,PL,+51:06:12,+016:54:00,120, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240729,2017,5.463013698630137,2032,KALISZ,PL,+51:43:48,+018:04:48,140, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240729,2018,4.550684931506849,2032,KALISZ,PL,+51:43:48,+018:04:48,140, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240729,2019,4.96986301369863,2032,KALISZ,PL,+51:43:48,+018:04:48,140, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240729,2020,4.961748633879782,2032,KALISZ,PL,+51:43:48,+018:04:48,140, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240729,2021,5.1726027397260275,2032,KALISZ,PL,+51:43:48,+018:04:48,140, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240730,2017,0.0,924,WIELUN,PL,+51:12:37,+018:33:24,199, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240730,2018,4.580821917808219,924,WIELUN,PL,+51:12:37,+018:33:24,199, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240730,2019,4.8273972602739725,924,WIELUN,PL,+51:12:37,+018:33:24,199, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240730,2020,4.7896174863387975,924,WIELUN,PL,+51:12:37,+018:33:24,199, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240730,2021,0.019178082191780823,924,WIELUN,PL,+51:12:37,+018:33:24,199, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240731,2017,5.405479452054794,2033,LODZ,PL,+51:43:48,+019:24:00,187, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240731,2018,4.580821917808219,2033,LODZ,PL,+51:43:48,+019:24:00,187, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240731,2019,4.964383561643835,2033,LODZ,PL,+51:43:48,+019:24:00,187, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240731,2020,4.9289617486338795,2033,LODZ,PL,+51:43:48,+019:24:00,187, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240731,2021,5.073972602739726,2033,LODZ,PL,+51:43:48,+019:24:00,187, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240732,2017,2.021917808219178,926,SULEJOW,PL,+51:21:12,+019:51:59,188, CC3,1961-05-01,2022-09-30,26,Miroslaw Mietus
240732,2018,4.747945205479452,926,SULEJOW,PL,+51:21:12,+019:51:59,188, CC3,1961-05-01,2022-09-30,26,Miroslaw Mietus
240732,2019,5.063013698630137,926,SULEJOW,PL,+51:21:12,+019:51:59,188, CC3,1961-05-01,2022-09-30,26,Miroslaw Mietus
240732,2020,2.7459016393442623,926,SULEJOW,PL,+51:21:12,+019:51:59,188, CC3,1961-05-01,2022-09-30,26,Miroslaw Mietus
240732,2021,0.0,926,SULEJOW,PL,+51:21:12,+019:51:59,188, CC3,1961-05-01,2022-09-30,26,Miroslaw Mietus
240733,2017,5.186301369863013,927,WLODAWA,PL,+51:33:12,+023:31:46,177, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240733,2018,4.635616438356164,927,WLODAWA,PL,+51:33:12,+023:31:46,177, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240733,2019,4.750684931506849,927,WLODAWA,PL,+51:33:12,+023:31:46,177, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240733,2020,4.844262295081967,927,WLODAWA,PL,+51:33:12,+023:31:46,177, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240733,2021,4.7972602739726025,927,WLODAWA,PL,+51:33:12,+023:31:46,177, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240734,2017,0.0,779,SLUBICE,PL,+52:20:55,+014:37:11,53, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240734,2018,4.421917808219178,779,SLUBICE,PL,+52:20:55,+014:37:11,53, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240734,2019,4.777472527472527,779,SLUBICE,PL,+52:20:55,+014:37:11,53, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240734,2020,3.2923497267759565,779,SLUBICE,PL,+52:20:55,+014:37:11,53, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240734,2021,0.0,779,SLUBICE,PL,+52:20:55,+014:37:11,53, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240735,2017,5.260273972602739,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240735,2018,4.457534246575342,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240735,2019,4.835616438356165,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240735,2020,4.814207650273224,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240735,2021,0.019178082191780823,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2017,5.273972602739726,25140,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2017,5.273972602739726,206,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2018,4.438356164383562,25140,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2018,4.438356164383562,206,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2019,4.76986301369863,25140,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2019,4.76986301369863,206,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2020,4.7896174863387975,25140,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2020,4.7896174863387975,206,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2021,5.184065934065934,25140,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240736,2021,5.184065934065934,206,POZNAN,PL,+52:11:59,+018:39:37,115, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2017,5.153846153846154,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2017,5.153846153846154,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2017,5.153846153846154,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2017,5.153846153846154,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2017,5.153846153846154,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2018,4.427397260273972,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2018,4.427397260273972,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2018,4.427397260273972,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2018,4.427397260273972,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2018,4.427397260273972,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2019,4.671232876712328,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2019,4.671232876712328,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2019,4.671232876712328,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2019,4.671232876712328,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2019,4.671232876712328,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2020,4.718579234972678,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2020,4.718579234972678,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2020,4.718579234972678,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2020,4.718579234972678,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2020,4.718579234972678,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2021,4.882191780821918,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2021,4.882191780821918,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2021,4.882191780821918,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2021,4.882191780821918,9040,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240737,2021,4.882191780821918,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240738,2017,5.238356164383561,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240738,2018,4.59228650137741,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240738,2019,4.8493150684931505,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
