SOUID,DATE,TG,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
240345,2020,101.00819672131148,25076,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
240345,2020,101.00819672131148,8943,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
240345,2021,88.6082191780822,25076,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
240345,2021,88.6082191780822,8943,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
240357,2017,83.29945054945055,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, TG7,1966-01-01,2022-09-30,26,Miroslaw Mietus
240357,2018,90.83561643835617,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, TG7,1966-01-01,2022-09-30,26,Miroslaw Mietus
240357,2019,95.23287671232876,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, TG7,1966-01-01,2022-09-30,26,Miroslaw Mietus
240357,2020,95.80601092896175,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, TG7,1966-01-01,2022-09-30,26,Miroslaw Mietus
240357,2021,79.55890410958904,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, TG7,1966-01-01,2022-09-30,26,Miroslaw Mietus
240389,2017,91.82465753424657,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, TG7,1977-01-01,2022-09-30,26,Miroslaw Mietus
240389,2018,97.53424657534246,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, TG7,1977-01-01,2022-09-30,26,Miroslaw Mietus
240389,2019,103.9972602739726,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, TG7,1977-01-01,2022-09-30,26,Miroslaw Mietus
240389,2020,100.19945355191257,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, TG7,1977-01-01,2022-09-30,26,Miroslaw Mietus
240389,2021,85.66027397260274,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, TG7,1977-01-01,2022-09-30,26,Miroslaw Mietus
240499,2017,78.30958904109589,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, TG7,1957-01-27,2022-08-31,26,Miroslaw Mietus
240499,2018,85.64383561643835,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, TG7,1957-01-27,2022-08-31,26,Miroslaw Mietus
240499,2019,88.61917808219178,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, TG7,1957-01-27,2022-08-31,26,Miroslaw Mietus
240499,2020,84.63934426229508,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, TG7,1957-01-27,2022-08-31,26,Miroslaw Mietus
240499,2021,75.45205479452055,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, TG7,1957-01-27,2022-08-31,26,Miroslaw Mietus
240519,2017,95.05753424657534,2032,KALISZ,PL,+51:43:48,+018:04:48,140, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240519,2018,106.66027397260274,2032,KALISZ,PL,+51:43:48,+018:04:48,140, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240519,2019,108.93972602739726,2032,KALISZ,PL,+51:43:48,+018:04:48,140, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240519,2020,104.72404371584699,2032,KALISZ,PL,+51:43:48,+018:04:48,140, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240519,2021,92.3890410958904,2032,KALISZ,PL,+51:43:48,+018:04:48,140, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
912125,2018,29.75,25149,LEBORK,PL,+54:33:00,+017:45:00,41, TG5,1982-01-13,2020-02-29,,
912125,2021,224.0,25149,LEBORK,PL,+54:33:00,+017:45:00,41, TG5,1982-01-13,2020-02-29,,
912185,2017,52.0,2023,KETRZYN,PL,+54:04:00,+021:22:00,110, TG5,1982-01-14,2020-02-29,,
912195,2017,77.17808219178082,2024,SUWALKI,PL,+54:08:00,+022:57:00,186, TG5,1982-01-14,2020-02-29,,
912195,2018,84.21369863013699,2024,SUWALKI,PL,+54:08:00,+022:57:00,186, TG5,1982-01-14,2020-02-29,,
912195,2019,89.47945205479452,2024,SUWALKI,PL,+54:08:00,+022:57:00,186, TG5,1982-01-14,2020-02-29,,
912195,2020,91.34520547945205,2024,SUWALKI,PL,+54:08:00,+022:57:00,186, TG5,1982-01-14,2020-02-29,,
912195,2021,72.97808219178083,2024,SUWALKI,PL,+54:08:00,+022:57:00,186, TG5,1982-01-14,2020-02-29,,
912200,2017,-20.0,696,SWINOUJSCIE,PL,+53:55:00,+014:14:00,5, TG5,1982-01-13,2020-02-29,,
912200,2018,138.66666666666666,696,SWINOUJSCIE,PL,+53:55:00,+014:14:00,5, TG5,1982-01-13,2020-02-29,,
912210,2017,97.81593406593407,25142,RESKO,PL,+53:46:00,+015:25:00,56, TG5,1982-01-13,2020-02-29,,
912210,2018,112.18959107806691,25142,RESKO,PL,+53:46:00,+015:25:00,56, TG5,1982-01-13,2020-02-29,,
912210,2019,210.5,25142,RESKO,PL,+53:46:00,+015:25:00,56, TG5,1982-01-13,2020-02-29,,
912210,2020,117.66666666666667,25142,RESKO,PL,+53:46:00,+015:25:00,56, TG5,1982-01-13,2020-02-29,,
912210,2021,115.5,25142,RESKO,PL,+53:46:00,+015:25:00,56, TG5,1982-01-13,2020-02-29,,
912360,2017,105.0,25141,PLOCK,PL,+52:35:00,+019:44:00,109, TG5,1982-01-14,2020-02-29,,
912360,2018,182.0,25141,PLOCK,PL,+52:35:00,+019:44:00,109, TG5,1982-01-14,2020-02-29,,
912495,2020,50.0,25139,LUBLIN RADAWIEC,PL,+51:13:00,+022:24:00,240, TG5,1982-01-14,2020-02-29,,
912575,2018,162.75,25134,TARNOW,PL,+50:02:00,+020:59:00,209, TG5,1982-01-14,2020-02-29,,
912660,2017,228.0,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, TG5,1982-01-13,2020-02-29,,
912660,2017,228.0,24909,NOWY SACZ,PL,+49:37:00,+020:42:00,295, TG5,1982-01-13,2020-02-29,,
912660,2018,215.5,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, TG5,1982-01-13,2020-02-29,,
912660,2018,215.5,24909,NOWY SACZ,PL,+49:37:00,+020:42:00,295, TG5,1982-01-13,2020-02-29,,
