Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [ng/m3],Min [ng/m3],Max [ng/m3],Number of measurements,Completeness [%],Summer/Winter Number
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKilins,BaP(PM10),24g,4.660960597,0.10958442,25.299,328,89.86,1.17
2017,łódzkie,PL1002,strefa łódzka,LdBelchatEdward,BaP(PM10),24g,2.581981654,0.12498701,17.168,332,90.95,1.01
2017,łódzkie,PL1002,strefa łódzka,LdBrzeReform,BaP(PM10),24g,9.077677,0.1432987,39.568,349,95.61,0.93
2017,łódzkie,PL1002,strefa łódzka,LdKutnKosciu,BaP(PM10),24g,3.327086903,0.10576623,18.853,363,99.45,1.01
2017,łódzkie,PL1002,strefa łódzka,LdLowiczSien,BaP(PM10),24g,5.176537963,0.14464935,22.913,364,99.72,1
2017,łódzkie,PL1002,strefa łódzka,LdOpocCurieSk,BaP(PM10),24g,5.77258842,0.11618182,37.894,347,95.06,1.08
2017,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,BaP(PM10),24g,5.22733518,0.10038961,33.206,361,98.9,1.02
2017,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,BaP(PM10),24g,7.459979167,0.24028571,39.802,336,92.05,0.91
2017,łódzkie,PL1002,strefa łódzka,LdRawaNiepod,BaP(PM10),24g,4.853200151,0.17324675,26.251,362,99.17,1.01
2017,łódzkie,PL1002,strefa łódzka,LdSieraPolna,BaP(PM10),24g,3.947096654,0.1112987,23.058,364,99.72,1
2017,łódzkie,PL1002,strefa łódzka,LdSkierKonop,BaP(PM10),24g,5.487312404,0.08916883,30.171,363,99.45,0.99
2017,łódzkie,PL1002,strefa łódzka,LdToMaSwAnto,BaP(PM10),24g,8.052527423,0.124,46.9,363,99.45,0.99
2017,łódzkie,PL1002,strefa łódzka,LdUniejTermy,BaP(PM10),24g,3.216702051,0.10581818,47.059,328,89.86,1.02
2017,łódzkie,PL1002,strefa łódzka,LdWieluPOW12,BaP(PM10),24g,4.475039684,0.13441558,26.939,365,100,1.01
2017,łódzkie,PL1002,strefa łódzka,LdZduWoKrole,BaP(PM10),24g,7.555712379,0.20768831,36.138,354,96.98,0.97
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,BaP(PM10),24g,4.981623188,0.12,37.66,345,94.52,1.09
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,BaP(PM10),24g,6.009714689,0.26,33.62,354,96.98,1.02
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakOsPias,BaP(PM10),24g,4.714827778,0.16,33.2,360,98.63,1.03
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakTelime,BaP(PM10),24g,5.607508333,0.11,38.44,360,98.63,1
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakWadow,BaP(PM10),24g,3.559896774,0.17,16.32,310,84.93,1.44
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakZloRog,BaP(PM10),24g,5.567111111,0.2,34.64,360,98.63,1.03
2017,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,BaP(PM10),24g,3.838666667,0.09,19.85,360,98.63,1.03
2017,małopolskie,PL1203,strefa małopolska,MpBochKonfed,BaP(PM10),24g,7.031129477,0.12,47.13,363,99.45,1.02
2017,małopolskie,PL1203,strefa małopolska,MpBrzeszKosc,BaP(PM10),24g,22.721428571,0.3,109.85,329,90.13,1.14
2017,małopolskie,PL1203,strefa małopolska,MpGorlKrasin,BaP(PM10),24g,3.050192308,0.11,15.56,364,99.72,1.01
2017,małopolskie,PL1203,strefa małopolska,MpMuszynKity,BaP(PM10),24g,5.466725664,0.13,27.42,339,92.87,1.09
2017,małopolskie,PL1203,strefa małopolska,MpNiepo3Maja,BaP(PM10),24g,7.36108,0.13,40.62,325,89.04,0.8
2017,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,BaP(PM10),24g,9.988232044,0.37,44.64,362,99.17,1.02
2017,małopolskie,PL1203,strefa małopolska,MpNoTargPSlo,BaP(PM10),24g,14.562601719,0.62,74.83,349,95.61,1.07
2017,małopolskie,PL1203,strefa małopolska,MpRabkaOrkan,BaP(PM10),24g,8.000164835,0.27,35.21,364,99.72,1.01
2017,małopolskie,PL1203,strefa małopolska,MpSuchaNiesz,BaP(PM10),24g,4.100797101,0.52,22.62,138,37.8,2.83
2017,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,BaP(PM10),24g,5.618277778,0.19,27.47,360,98.63,1.01
2017,małopolskie,PL1203,strefa małopolska,MpTuchChopin,BaP(PM10),24g,9.338653846,0.22,52.6,364,99.72,1.01
2017,małopolskie,PL1203,strefa małopolska,MpZakopaSien,BaP(PM10),24g,6.156454294,0.43,30.263,361,98.9,0.99
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAKrzywo,BaP(PM10),24g,1.557662563,0.02654,7.50203,355,97.26,0.95
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,BaP(PM10),24g,1.382417014,0.0337,5.95606,365,100,1.01
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarTolstoj,BaP(PM10),24g,1.473080192,0.02279,8.61546,364,99.72,1.01
2017,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,BaP(PM10),24g,1.847211429,0.02333,12.31885,364,99.72,1.01
2017,mazowieckie,PL1403,miasto Radom,MzRad25Czerw,BaP(PM10),24g,3.391475233,0.03164,23.68382,365,100,1.01
2017,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,BaP(PM10),24g,1.062494011,0.0171,8.46437,354,96.98,1.07
2017,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,BaP(PM10),24g,2.245931346,0.009,22.96616,327,89.58,0.9
2017,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,BaP(PM10),24g,3.714359752,0.05702,20.93233,363,99.45,0.99
2017,mazowieckie,PL1404,strefa mazowiecka,MzMlawOrdona,BaP(PM10),24g,2.970279178,0.03629,17.29293,365,100,1.01
2017,mazowieckie,PL1404,strefa mazowiecka,MzOstroHalle,BaP(PM10),24g,1.708795616,0.02709,10.04559,365,100,1.01
2017,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,BaP(PM10),24g,4.221649114,0.03645,29.17987,361,98.9,1.01
2017,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,BaP(PM10),24g,3.595544986,0.02596,23.00461,361,98.9,0.99
2017,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,BaP(PM10),24g,3.01269526,0.0363,15.06915,365,100,1.01
2017,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,BaP(PM10),24g,4.577333333,0.104,28.77,333,91.23,0.99
2017,opolskie,PL1602,strefa opolska,OpGlubRatusz,BaP(PM10),24g,7.855709945,0.166,36.434,362,99.17,1.02
2017,opolskie,PL1602,strefa opolska,OpNysaRodzie,BaP(PM10),24g,3.833820359,0.046,31.6,334,91.5,1.21
2017,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,BaP(PM10),24g,4.221142857,0.1,26,364,99.72,1
2017,podkarpackie,PL1802,strefa podkarpacka,PkDebiGrottg,BaP(PM10),24g,9.11843454,0.1,63,359,98.35,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkIwonZdrRab,BaP(PM10),24g,1.782969188,0.1,8.4,357,97.8,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkJarosPruch,BaP(PM10),24g,5.675383721,0.1,33,344,94.24,0.95
2017,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,BaP(PM10),24g,4.066052778,0.1,21.6,360,98.63,1.02
2017,podkarpackie,PL1802,strefa podkarpacka,PkKrosKletow,BaP(PM10),24g,4.338839335,0.1,23.9,361,98.9,1.02
2017,podkarpackie,PL1802,strefa podkarpacka,PkMielPogodn,BaP(PM10),24g,4.456925414,0.1,20.2,362,99.17,1
2017,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,BaP(PM10),24g,4.331928767,0.1,25.1,365,100,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,BaP(PM10),24g,3.867627119,0.1,20.8,354,96.98,0.98
2017,podkarpackie,PL1802,strefa podkarpacka,PkRymZdrPark,BaP(PM10),24g,2.065529412,0.1,11.8,357,97.8,1.05
2017,podkarpackie,PL1802,strefa podkarpacka,PkSanoSadowa,BaP(PM10),24g,3.777308571,0.1,22,350,95.89,0.96
2017,podkarpackie,PL1802,strefa podkarpacka,PkTarnDabrow,BaP(PM10),24g,4.212151099,0.1,21.4,364,99.72,1
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,BaP(PM10),24g,1.64677791,0.03194798,7.35788992,343,93.97,0.9
2017,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,BaP(PM10),24g,1.914731375,0.02588827,11.02303238,343,93.97,0.9
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLecz08m,BaP(PM10),24g,1.113266106,0.037,5.5,357,97.8,0.98
2017,pomorskie,PL2202,strefa pomorska,PmKosTargo12,BaP(PM10),24g,6.820516575,0.091,28,362,99.17,1
2017,pomorskie,PL2202,strefa pomorska,PmWejhPlWejh,BaP(PM10),24g,4.921409375,0.042,19,320,87.67,0.9
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,BaP(PM10),24g,7.305769231,0.2,32.22,182,49.86,1.02
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,BaP(PM10),24g,7.755746479,0.21,41.44,355,97.26,0.95
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,BaP(PM10),24g,16.020681115,0.32,81.83,323,88.49,0.92
2017,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,BaP(PM10),24g,7.089763473,0.083,46.7,334,91.5,1.11
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,BaP(PM10),24g,4.821771588,0.078,48.03,359,98.35,1.01
2017,śląskie,PL2405,strefa śląska,SlGodGliniki,BaP(PM10),24g,6.872928349,0.14,30.85,321,87.94,1.17
2017,śląskie,PL2405,strefa śląska,SlKnurJedNar,BaP(PM10),24g,7.397721519,0.44,46.18,158,43.28,1.29
2017,śląskie,PL2405,strefa śląska,SlPszczBoged,BaP(PM10),24g,14.453770492,0.3,115.78,183,50.13,0.99
2017,śląskie,PL2405,strefa śląska,SlTarnoLitew,BaP(PM10),24g,5.943701657,0.21,29.73,181,49.58,1.01
2017,śląskie,PL2405,strefa śląska,SlZawSkloCur,BaP(PM10),24g,8.824968944,0.15,37.02,161,44.1,0.68
2017,śląskie,PL2405,strefa śląska,SlZywieKoper,BaP(PM10),24g,12.258333333,0.24,70.51,354,96.98,1.01
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,BaP(PM10),24g,6.390819672,0.06,85.78,183,50.13,1.01
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielKusoci,BaP(PM10),24g,5.257073171,0.08,58.81,123,33.69,1.02
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkBuskRokosz,BaP(PM10),24g,6.094796748,0.04,63.51,123,33.69,0.98
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkSolecZdrojMOB,BaP(PM10),24g,4.609512195,0.05,40.26,123,33.69,0.98
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkStaraZlota,BaP(PM10),24g,6.590787402,0.06,86.89,127,34.79,1.08
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,BaP(PM10),24g,1.493323944,0.01,8.83,355,97.26,1.06
2017,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,BaP(PM10),24g,2.111444444,0.03,9.52,360,98.63,1
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmIlawAnders,BaP(PM10),24g,3.354305556,0.04,14.59,360,98.63,1
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmNiTraugutt,BaP(PM10),24g,3.50975,0.04,13.64,360,98.63,1.03
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,BaP(PM10),24g,0.581817416,0.01,2.51,356,97.53,1.05
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznChwial,BaP(PM10),24g,2.651984314,0.0277,18.7,153,41.91,1.43
2017,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,BaP(PM10),24g,4.02509589,0.15,21.79,365,100,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpGniePaczko,BaP(PM10),24g,4.872200694,0.0502,16,144,39.45,0.58
2017,wielkopolskie,PL3003,strefa wielkopolska,WpLeszKiepur,BaP(PM10),24g,3.494793388,0.15,20.06,363,99.45,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpOstWieWyso,BaP(PM10),24g,5.988634921,0.15,31.15,315,86.3,0.82
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,BaP(PM10),24g,3.395806667,0.0302,17.7,180,49.31,1
2017,wielkopolskie,PL3003,strefa wielkopolska,WpWagrowLipo,BaP(PM10),24g,3.696232164,0.021,16.9,342,93.69,0.92
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,BaP(PM10),24g,1.544918033,0.055,11.66,183,50.13,0.99
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,BaP(PM10),24g,1.890361111,0.055,11.34,180,49.31,1
2017,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszSpasow,BaP(PM10),24g,1.136950549,0.055,8.16,182,49.86,1
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpMyslZaBram,BaP(PM10),24g,3.608583815,0.055,19.7,173,47.39,0.88
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczec1Maj,BaP(PM10),24g,2.319725275,0.055,13.85,182,49.86,1
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,BaP(PM10),24g,3.926420765,0.055,17.51,183,50.13,0.99
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,BaP(PM10),24g,1.340359116,0.055,7.94,181,49.58,0.99
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocOrzech,BaP(PM10),24g,2.697975207,0.05,19.017,363,99.45,1.02
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,BaP(PM10),24g,2.812661157,0.05,19.839,363,99.45,1.01
2018,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,BaP(PM10),24g,4.136096154,0.05,25.552,364,99.72,1.01
2018,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,BaP(PM10),24g,5.121195592,0.409,23.178,363,99.45,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsGlogWiStwo,BaP(PM10),24g,4.231763231,0.05,23.122,359,98.35,1.03
2018,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorSoko,BaP(PM10),24g,3.828155556,0.025,16.984,360,98.63,1
2018,dolnośląskie,PL0204,strefa dolnośląska,DsNowRudSreb,BaP(PM10),24g,11.387590116,0.168,41.159,344,94.24,1.11
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,BaP(PM10),24g,3.6554,0.05,28.156,360,98.63,0.99
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOlesBrzozo,BaP(PM10),24g,3.56404491,0.05,21.344,334,91.5,0.92
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,BaP(PM10),24g,1.848853933,0.025,8.764,356,97.53,0.97
2018,dolnośląskie,PL0204,strefa dolnośląska,DsPolKasztan,BaP(PM10),24g,3.078245509,0.05,18.855,334,91.5,0.99
2018,dolnośląskie,PL0204,strefa dolnośląska,DsSwidnFolwa,BaP(PM10),24g,4.84741989,0.05,25.513,362,99.17,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsSzczaKolej,BaP(PM10),24g,6.094377465,0.05,32.666,355,97.26,0.97
2018,dolnośląskie,PL0204,strefa dolnośląska,DsZgorBohGet,BaP(PM10),24g,3.198931129,0.025,17.819,363,99.45,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsZlotoStasz,BaP(PM10),24g,3.644732782,0.05,19.603,363,99.45,1.02
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,BaP(PM10),24g,4.383150667,0.03634814,17.71975252,364,99.72,1
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,BaP(PM10),24g,2.477279178,0.0293,7.9178,365,100,1.01
2018,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclGniaz,BaP(PM10),24g,3.445514996,0.03776586,17.25147259,362,99.17,1.02
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpBrodKochan,BaP(PM10),24g,6.391038253,0.1447,22.2072,332,90.95,0.82
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,BaP(PM10),24g,3.181848223,0.0165,13.54326693,360,98.63,0.98
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudSienki,BaP(PM10),24g,4.686907397,0.0195,17.0358,365,100,1.01
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,BaP(PM10),24g,2.400704122,0.02923559,9.96319785,361,98.9,0.98
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,BaP(PM10),24g,2.19870854,0.0215,10.5362,363,99.45,0.99
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpNaklSkargi,BaP(PM10),24g,6.328816068,0.0668689,25.26920921,362,99.17,0.99
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpWieniZdroj,BaP(PM10),24g,1.858992314,0.03056559,6.99378589,360,98.63,0.98
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,BaP(PM10),24g,1.049527934,0.01463768,5.43127335,359,98.35,0.97
2018,lubelskie,PL0601,Aglomeracja Lubelska,LbLubSliwins,BaP(PM10),24g,1.93553719,0.02,12.74,363,99.45,0.99
2018,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,BaP(PM10),24g,4.137099448,0.02,19.3,362,99.17,0.99
2018,lubelskie,PL0602,strefa lubelska,LbChelJagiel,BaP(PM10),24g,2.70860274,0.02,14.02,365,100,1.01
2018,lubelskie,PL0602,strefa lubelska,LbKrasKoszar,BaP(PM10),24g,2.859589041,0.02,19.49,365,100,1.01
2018,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,BaP(PM10),24g,2.632219178,0.02,19.21,365,100,1.01
2018,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,BaP(PM10),24g,6.092550725,0.04,52.36,345,94.52,0.92
2018,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzPilsud,BaP(PM10),24g,3.749476584,0.02,37.15,363,99.45,1.01
2018,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,BaP(PM10),24g,3.819615385,0.05,33.12,364,99.72,1.01
2018,lubuskie,PL0803,strefa lubuska,LuSulecDudka,BaP(PM10),24g,8.54467033,0.13,76.03,364,99.72,1.01
2018,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,BaP(PM10),24g,9.656730769,0.06,74.16,364,99.72,1.01
2018,lubuskie,PL0803,strefa lubuska,LuZarySzyman,BaP(PM10),24g,6.009230769,0.06,57.95,364,99.72,1.01
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzLegion,BaP(PM10),24g,3.935929591,0.005,15.58246753,342,93.69,0.88
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzRudzka,BaP(PM10),24g,4.459219484,0.005,19.33038961,351,96.16,0.99
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKilins,BaP(PM10),24g,3.958024603,0.03646753,19.96519481,303,83.01,1.12
2018,łódzkie,PL1002,strefa łódzka,LdBelchatEdward,BaP(PM10),24g,2.393769199,0.01881818,9.5212987,324,88.76,1
2018,łódzkie,PL1002,strefa łódzka,LdBrzeReform,BaP(PM10),24g,5.752792423,0.02020779,25.65381818,362,99.17,1.02
2018,łódzkie,PL1002,strefa łódzka,LdKutnKosciu,BaP(PM10),24g,2.344147554,0.005,9.36025974,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdLowiczSien,BaP(PM10),24g,4.408487102,0.0498961,21.76051948,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdOpocCurieSk,BaP(PM10),24g,4.733480266,0.005,19.82545455,358,98.08,0.97
2018,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,BaP(PM10),24g,1.774135615,0.01737662,7.30077922,364,99.72,1
2018,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,BaP(PM10),24g,5.011040146,0.02101299,18.26696104,362,99.17,0.99
2018,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,BaP(PM10),24g,5.65754071,0.0498961,29.55927273,364,99.72,1
2018,łódzkie,PL1002,strefa łódzka,LdRawaNiepod,BaP(PM10),24g,4.170489237,0.0161039,16.48363636,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdSieraPolna,BaP(PM10),24g,3.963636613,0.01885714,15.75677922,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdSkierKonop,BaP(PM10),24g,4.317581967,0.01685714,27.03303896,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdToMaSwAnto,BaP(PM10),24g,5.299247298,0.005,20.67755844,357,97.8,0.96
2018,łódzkie,PL1002,strefa łódzka,LdUniejTermy,BaP(PM10),24g,2.861912325,0.01890909,15.2574026,324,88.76,1
2018,łódzkie,PL1002,strefa łódzka,LdWieluPOW12,BaP(PM10),24g,3.782588913,0.01018182,18.81974026,361,98.9,0.98
2018,łódzkie,PL1002,strefa łódzka,LdZduWoKrole,BaP(PM10),24g,4.90493684,0.03867533,21.22831169,344,94.24,1.14
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,BaP(PM10),24g,4.886385679,0.2,23.52,361,98.9,0.98
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,BaP(PM10),24g,5.472018072,0.19,26.8,332,90.95,1.01
