Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],L>50 (S24),36 max (S24) [µg/m3],Perc. 90.4 (S24) [µg/m3],Max (S24) [µg/m3],Number of measurements,Completeness [%],Summer/Winter number
2020,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,PM10,24g,20.040601093,4.9,67.85,4,35.74,35.74,67.85,366,100,1
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocOrzech,PM10,24g,24.270481928,5,104.3,29,45,47.7,104.3,332,90.95,0.99
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,PM10,1g,25.678875937,3.74991,222.517,31,48.445245833,48.445245833,109.7350875,8731,99.66,1.01
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,PM10,24g,25.559444444,5.3,102.8,34,49.9,49.9,102.8,360,98.63,1.03
2021,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,PM10,1g,27.103660657,0,344.185,39,52.299320833,52.299320833,117.113629167,8706,99.38,1.01
2021,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,PM10,24g,26.82,7.2,117.9,37,53,53,117.9,360,98.63,1.03
2021,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,1g,23.079701102,0,371.715,28,44.2405875,44.2405875,124.489583333,8723,99.57,1.01
2021,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,24g,23.146796657,5.1,125.7,30,46.1,46.1,125.7,359,98.35,1.03
2021,dolnośląskie,PL0204,strefa dolnośląska,DsDzialoszyn,PM10,1g,20.577640511,0,192.952,9,35.4549125,35.4549125,78.846608333,8636,98.58,1.02
2021,dolnośląskie,PL0204,strefa dolnośląska,DsDziePilsud,PM10,1g,23.8589836,0,336.608,35,50.342163636,50.342163636,130.322645833,8676,99.04,1.02
2021,dolnośląskie,PL0204,strefa dolnośląska,DsGlogWiStwo,PM10,24g,22.671014493,4.3,87.2,28,43.1,44.6,87.2,345,94.52,0.95
2021,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,PM10,1g,23.185600206,0.64111,265.742,33,47.402320833,47.402320833,117.4351375,8738,99.74,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorSoko,PM10,24g,19.968232044,3.9,122,22,41,41,122,362,99.17,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsKlodzSzkol,PM10,1g,32.118580084,1.39289,379.001,50,69.1566375,69.299420833,179.387225,8563,97.75,1.03
2021,dolnośląskie,PL0204,strefa dolnośląska,DsKostrzaMOB,PM10,1g,27.617824298,0,647.752,27,47.232914286,47.985010417,107.419083333,8032,91.68,1.12
2021,dolnośląskie,PL0204,strefa dolnośląska,DsMiliczMOB,PM10,1g,21.592530433,0.38767,182.182,24,43.027816667,43.749758333,106.916454167,8009,91.42,0.9
2021,dolnośląskie,PL0204,strefa dolnośląska,DsMiliczMOB,PM10,24g,24.141573034,4.9,105.4,28,44.4,46.1,105.4,356,97.53,1.05
2021,dolnośląskie,PL0204,strefa dolnośląska,DsNowRudJezi,PM10,1g,41.755554761,0,452.17,97,98.773795833,98.773795833,243.3904,8665,98.91,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsNowRudJezi,PM10,24g,41.306666667,3.3,258,95,100.7,100.7,258,360,98.63,1.02
2021,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,PM10,1g,24.573274041,1.17798,183.644,27,45.805819048,45.805819048,104.018345833,8736,99.72,1.01
2021,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,PM10,24g,24.441483516,6.8,92.3,26,46.8,46.8,92.3,364,99.72,1.01
2021,dolnośląskie,PL0204,strefa dolnośląska,DsOlesBrzozo,PM10,24g,21.931454006,4.8,88.4,24,44.5,46.9,88.4,337,92.32,1.05
2021,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,PM10,24g,16.931754875,3.6,85.3,6,32.8,33.6,85.3,359,98.35,0.97
2021,dolnośląskie,PL0204,strefa dolnośląska,DsPolKasztan,PM10,24g,19.841917808,5.6,82.7,11,38.3,38.3,82.7,365,100,1.01
2021,dolnośląskie,PL0204,strefa dolnośląska,DsSrodaSlMOB,PM10,1g,27.158937799,3.20065,244.44,40,51.846966667,51.846966667,106.382354167,8746,99.84,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsSrodaSlMOB,PM10,24g,26.856198347,5,103.1,37,51.7,51.7,103.1,363,99.45,1.01
2021,dolnośląskie,PL0204,strefa dolnośląska,DsSwidnFolwa,PM10,24g,22.901424501,5.8,85.2,25,39.4,39.7,85.2,351,96.16,1.09
2021,dolnośląskie,PL0204,strefa dolnośląska,DsSzczaKolej,PM10,24g,21.880250784,4.1,142.6,23,44,46.5,142.6,319,87.39,0.91
2021,dolnośląskie,PL0204,strefa dolnośląska,DsTrzebniMaj,PM10,1g,20.547982304,0,121.639,16,39.181570833,39.228875,83.520733333,8633,98.55,0.99
2021,dolnośląskie,PL0204,strefa dolnośląska,DsZgorBohGet,PM10,24g,21.048476454,4.8,71.5,14,37.2,37.2,71.5,361,98.9,1.02
2021,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,PM10,1g,29.722251648,1.9,266.7,54,58.745833333,58.745833333,173.0625,8676,99.04,1
2021,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,PM10,1g,30.63862631,1.6,272.1,44,54.295833333,55.45,168.520833333,8590,98.05,0.98
2021,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,PM10,24g,28.776364874,3.19315504,158.91360354,40,56.80581157,56.80581157,158.91360354,365,100,1.01
2021,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM10,1g,24.813793085,0.99412341,208.3,22,43.684027463,43.857937877,165.695454545,8494,96.96,1.06
2021,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM10,24g,24.816422872,2.55835006,138.91111097,25,44.69324028,44.69324028,138.91111097,365,100,1.01
2021,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,PM10,1g,26.191599167,3.7,394.7,29,47.375,47.375,137.670833333,8642,98.65,0.99
2021,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruWSikor,PM10,1g,25.889753256,1,199.4,30,47.266666667,47.266666667,138.825,8754,99.93,1.01
2021,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclGniaz,PM10,24g,26.722571538,4.0615764,148.71897155,36,50.76878445,50.76878445,148.71897155,365,100,1.01
2021,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclKalis,PM10,1g,27.616019058,4.3,311.6,19,43.4375,43.4375,161.175,8692,99.22,1.02
2021,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,PM10,1g,24.48394779,3.9,206.8,25,41.466666667,41.466666667,111.458333333,8734,99.7,1
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpBrodKochan,PM10,24g,28.477877396,4.4694673,108.90904467,34,48.53800162,50.48877054,108.90904467,353,96.71,1.08
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,PM10,24g,23.164707157,1.36071454,153.85117801,26,43.90635971,43.90635971,153.85117801,365,100,1.01
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudPilsud,PM10,1g,37.339096462,2.09,891.2,74,71.313333333,71.313333333,206.858333333,8677,99.05,1.02
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudSienki,PM10,24g,28.531058543,6.60626323,178.69689262,39,52.14173291,52.14173291,178.69689262,365,100,1.01
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,PM10,1g,25.327869851,1.0622,342,32,49.2421625,49.891666667,158.4875,8292,94.65,1.04
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,PM10,24g,22.433709665,4.10021209,127.99018754,25,40.71065861,40.71065861,127.99018754,365,100,1.01
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,PM10,24g,26.10695546,2.76970753,168.67212531,32,49.00438072,49.27942354,168.67212531,359,98.35,0.99
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpNaklWawrzy,PM10,1g,29.966357143,2.5,394.9,46,55.145833333,56.133333333,142.6875,8400,95.89,1.05
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpNaklWawrzy,PM10,24g,28.962352884,4.25965869,130.52855763,45,54.6688734,54.83022123,130.52855763,358,98.08,1.05
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpSolecRowecMOB,PM10,1g,25.10484413,3,435.1,30,44.433333333,45.75,127.870833333,8629,98.5,1.02
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpWieniZdroj,PM10,24g,20.691058455,3.60827546,146.43433483,18,38.62123987,40.50697177,146.43433483,347,95.06,0.91
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,PM10,24g,15.710563574,1.42216595,95.59677262,7,30.35491029,31.3944502,95.59677262,342,93.69,0.88
2021,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,PM10,1g,28.857383435,0.2,256.3,30,48.625,48.625,108.070833333,8729,99.64,1.01
2021,lubelskie,PL0601,Aglomeracja Lubelska,LbLubSliwins,PM10,24g,23.147123288,4.2,83.8,17,40.8,40.8,83.8,365,100,1.01
2021,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,PM10,1g,29.033883882,1.17,407.47,31,49.962916667,50.05,123.190833333,8543,97.52,1.02
2021,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,PM10,24g,28.417857143,5.4,122.4,34,50.4,50.4,122.4,364,99.72,1.01
2021,lubelskie,PL0602,strefa lubelska,LbChelmPolan,PM10,1g,25.186601461,0.4,230.2,22,45.525,46.608333333,82.454166667,8486,96.87,0.97
2021,lubelskie,PL0602,strefa lubelska,LbChelmPolan,PM10,24g,24.701917808,4.2,92.3,26,46.9,46.9,92.3,365,100,1.01
2021,lubelskie,PL0602,strefa lubelska,LbFlorianRPN,PM10,24g,17.208219178,3.6,57.4,3,30.6,30.6,57.4,365,100,1.01
2021,lubelskie,PL0602,strefa lubelska,LbKrasKoszar,PM10,24g,25.68630137,5.2,95.4,27,46.7,46.7,95.4,365,100,1.01
2021,lubelskie,PL0602,strefa lubelska,LbKrasnobrod,PM10,24g,21.663636364,3.8,78.9,18,38.6,38.6,78.9,363,99.45,1.02
2021,lubelskie,PL0602,strefa lubelska,LbNaleczAlMa,PM10,24g,23.143835616,4,96.7,19,42.2,42.2,96.7,365,100,1.01
2021,lubelskie,PL0602,strefa lubelska,LbPulaKarpin,PM10,24g,22.992541436,4.9,93.6,18,41.3,41.3,93.6,362,99.17,1.02
2021,lubelskie,PL0602,strefa lubelska,LbRadzPodSit,PM10,1g,26.426267597,4.04,251.7394,24,44.106325,45.048283333,138.636511111,8385,95.71,1.09
2021,lubelskie,PL0602,strefa lubelska,LbRadzPodSit,PM10,24g,26.853954802,5.2,105.3,26,46.5,46.6,105.3,354,96.98,1.07
2021,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,PM10,1g,24.025329513,2.1,251.5,22,41.708333333,41.708333333,87.104166667,8725,99.6,1.01
2021,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,PM10,24g,26.283369863,4.9,97.5,25,45.2,45.2,97.5,365,100,1.01
2021,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,PM10,1g,22.909862184,0,223.102,24,43.910516667,44.232929167,114.858333333,8498,97,1.06
2021,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,PM10,24g,22.985399449,4.4,108.4,24,41.8,41.8,108.4,363,99.45,1.02
2021,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzPilsud,PM10,24g,21.361917808,5.8,85.4,13,38.9,38.9,85.4,365,100,1.01
2021,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,PM10,1g,20.055962889,0.43029,133.95,6,33.8830875,34.046945833,88.360329167,8563,97.75,1
2021,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,PM10,24g,19.277374302,6.7,82.1,5,33.4,33.6,82.1,358,98.08,1.05
2021,lubuskie,PL0803,strefa lubuska,LuGubinAnderMOB,PM10,1g,20.100664443,0.62022,350.774,21,42.045395833,42.1276375,111.831179167,8551,97.61,1.02
2021,lubuskie,PL0803,strefa lubuska,LuGubinAnderMOB,PM10,24g,20.231564246,3.9,113.9,19,40.6,40.9,113.9,358,98.08,1.02
2021,lubuskie,PL0803,strefa lubuska,LuNowaSolKos,PM10,1g,24.876872724,0.56052,306.336,29,47.630070833,48.341454167,107.414591667,8521,97.27,1.02
2021,lubuskie,PL0803,strefa lubuska,LuNowaSolKos,PM10,24g,24.203910615,6.5,103.2,28,47.5,47.7,103.2,358,98.08,1.05
2021,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,PM10,24g,14.068767123,3.1,55.1,1,25.3,25.3,55.1,365,100,1.01
2021,lubuskie,PL0803,strefa lubuska,LuSulecDudka,PM10,1g,24.93376888,0.64723,303.909,15,43.486923333,43.5566625,84.835866667,8525,97.31,1.04
2021,lubuskie,PL0803,strefa lubuska,LuSulecDudka,PM10,24g,23.895342466,6.8,81,12,40.2,40.2,81,365,100,1.01
2021,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,PM10,1g,24.734929972,1.74232,349.861,25,44.935629167,46.497120833,110.849391667,7882,89.97,1.26
2021,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,PM10,24g,24.91184573,6.5,114.2,31,47.6,47.6,114.2,363,99.45,1.02
2021,lubuskie,PL0803,strefa lubuska,LuZarySzyman,PM10,1g,21.109528479,1.1,221.4,15,38.581254167,38.626329167,85.715416667,8626,98.47,0.98
2021,lubuskie,PL0803,strefa lubuska,LuZarySzyman,PM10,24g,21.190958904,5.1,85.8,15,40.3,40.3,85.8,365,100,1.01
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,PM10,1g,24.196358608,2,180,23,41.958333333,41.958333333,102.041666667,8678,99.06,0.99
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,PM10,1g,31.460232371,1.5,326.2,33,49.233333333,49.233333333,124.125,8693,99.23,1
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzJanPaw,PM10,1g,34.861873336,3,261,53,56.583333333,57,124.916666667,8637,98.59,1.01
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzLegion,PM10,24g,35.887212486,9.9,124.8,45,55.2,59.4,124.8,332,90.95,0.85
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzRudzka,PM10,24g,32.67849162,7.8,202.9,43,55.4,55.5,202.9,358,98.08,1.05
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKilins,PM10,24g,31.205943838,7.3,117.6,40,53.9,53.9,117.6,361,98.9,1.02
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,PM10,1g,38.380028736,1,431,72,68,70.041666667,156.166666667,8352,95.34,1.03
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,PM10,1g,38.585010001,1,360,67,63.833333333,63.888888889,150.428571429,8499,97.02,0.99
2021,łódzkie,PL1002,strefa łódzka,LdBelchEdwar,PM10,24g,25.605617978,5.9,114.7,25,44.6,44.67272727,114.7,356,97.53,1.03
2021,łódzkie,PL1002,strefa łódzka,LdBrzeReform,PM10,24g,33.737845304,8.1,144.1,53,57.6,57.6,144.1,362,99.17,1
2021,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,PM10,1g,26.240620192,1,406,27,45.166666667,45.916666667,186.416666667,8449,96.44,0.99
2021,łódzkie,PL1002,strefa łódzka,LdKutn1Maja7MOB,PM10,1g,26.262723681,2,322,28,44.541666667,45.375,118.944444444,8606,98.24,1
2021,łódzkie,PL1002,strefa łódzka,LdKutn1Maja7MOB,PM10,24g,29.72475025,7.3,172.9,35,50.3,50.3,172.9,364,99.72,1
2021,łódzkie,PL1002,strefa łódzka,LdKutnKosciu,PM10,24g,28.855068493,6.5,156.9,35,50.1,50.1,156.9,365,100,1.01
2021,łódzkie,PL1002,strefa łódzka,LdLaskNarutoMOB,PM10,1g,29.97564868,2.8,459.2,44,53.75,53.75,135.416666667,8710,99.42,1.01
2021,łódzkie,PL1002,strefa łódzka,LdLaskNarutoMOB,PM10,24g,29.945614503,7.2,134.4,36,50.5,51.4,134.4,341,93.42,1.08
2021,łódzkie,PL1002,strefa łódzka,LdLowiczSien,PM10,24g,31.468805195,8.4,146.1,46,55.8,56,146.1,350,95.89,1.1
2021,łódzkie,PL1002,strefa łódzka,LdOpocSkCuri,PM10,24g,31.806027397,9,119.7,47,56.7,56.7,119.7,365,100,1.01
2021,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,PM10,24g,22.955922865,5.2,113.7,15,39.5,39.5,113.7,363,99.45,0.99
2021,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,PM10,1g,32.712973864,1,331,43,55.708333333,57.25,130.083333333,8494,96.96,0.98
2021,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,PM10,24g,32.897513812,6.4,135.8,55,60.9,60.9,135.8,362,99.17,1
2021,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,PM10,1g,39.107252178,1,630,67,64.208333333,67.416666667,218.833333333,8494,96.96,1.03
2021,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,PM10,24g,36.274794521,8.8,189.8,64,63.8,63.8,189.8,365,100,1.01
2021,łódzkie,PL1002,strefa łódzka,LdRawaNiepod,PM10,24g,30.147237569,6.2,155.5,40,53.2,53.2,155.5,362,99.17,1.02
2021,łódzkie,PL1002,strefa łódzka,LdSieraPolna,PM10,24g,30.655371901,7.9,140.5,40,52.3,52.3,140.5,363,99.45,0.99
2021,łódzkie,PL1002,strefa łódzka,LdSkierKonop,PM10,24g,31.374520548,6.5,144.4,45,54.8,54.8,144.4,365,100,1.01
2021,łódzkie,PL1002,strefa łódzka,LdToMaSwAnto,PM10,24g,29.835447701,7.9,106,32,49.6,50.2,106,354,96.98,1.07
2021,łódzkie,PL1002,strefa łódzka,LdUniejZamko,PM10,24g,25.267067843,6.1,107.1,23,45.1,45.1,107.1,365,100,1.01
2021,łódzkie,PL1002,strefa łódzka,LdWielunPOW1,PM10,24g,28.068131868,8.3,111.4,28,48,48,111.4,364,99.72,1.01
2021,łódzkie,PL1002,strefa łódzka,LdZduWoKrole,PM10,24g,33.619390582,8.2,139,56,58.8,58.8,139,361,98.9,1.03
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,1g,44.419614947,2,393.972,101,77.651383333,77.651383333,184.110625,8736,99.72,1.01
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,24g,45.515261708,12.68,198.82,105,79.44,79.44,198.82,363,99.45,0.99
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,PM10,1g,32.301124742,1,210.378,60,62.5469125,62.5469125,124.306966667,8687,99.16,1.01
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,PM10,24g,32.026198347,7.36,116.92,57,61.71,61.71,116.92,363,99.45,0.99
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM10,1g,33.527207564,1.96301,221.2,58,63.330220833,63.482304167,147.726666667,8577,97.91,0.99
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM10,24g,34.516305556,8.07,158.67,62,65.25,65.25,158.67,360,98.63,1.03
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakDietla,PM10,1g,28.415930037,1.59734,277.04,40,52.699258333,52.699258333,124.571679167,8677,99.05,1.01
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakOsPias,PM10,1g,32.330086783,1.34808,298.884,52,60.153920833,60.934095833,163.193541667,8271,94.41,1.05
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakSwoszo,PM10,1g,26.44588864,1,153.242,37,51.6576625,52.942995833,95.145654167,8292,94.65,1.01
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakSwoszo,PM10,24g,27.642782369,7.14,114.59,44,55.25,55.25,114.59,363,99.45,1.02
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakWadow,PM10,1g,28.626870679,1,242.128,46,56.8541625,56.8541625,130.515154167,8689,99.18,1.01
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakWadow,PM10,24g,27.436402266,6.96,127.4,35,50.35,50.73,127.4,353,96.71,1.06
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakZloRog,PM10,1g,32.207483552,0.91438,387.393,57,59.570983333,59.570983333,134.858,8627,98.48,1.02
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakZloRog,PM10,24g,32.200278552,7.34,136.78,59,61.2,62.19,136.78,359,98.35,1.02
2021,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,PM10,1g,29.574879666,1.0159,247.041,44,55.922583333,55.922583333,101.461325,8691,99.21,1.01
2021,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,PM10,24g,28.251373626,6.25,92.31,39,52.59,52.59,92.31,364,99.72,1
2021,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,PM10,1g,29.041742763,1.34701,307.745,45,58.381404167,58.381404167,128.410554167,8734,99.7,1.01
2021,małopolskie,PL1203,strefa małopolska,MpBochKonfed,PM10,24g,29.807236467,5.59,143.24,50,58.34,58.82,143.24,351,96.16,1.08
2021,małopolskie,PL1203,strefa małopolska,MpGorlKrasin,PM10,24g,23.977802817,5.9,90.87,21,41.06,41.82,90.87,355,97.26,1.04
2021,małopolskie,PL1203,strefa małopolska,MpMszanaDoln,PM10,1g,29.366593283,0.9738,309.193,34,50.004,50.601656667,126.293441667,8059,91.99,1.1
2021,małopolskie,PL1203,strefa małopolska,MpMszanaDoln,PM10,24g,28.76810089,6.3,116.23,31,49.85,50.4,116.23,337,92.32,1.11
2021,małopolskie,PL1203,strefa małopolska,MpNiepo3Maja,PM10,1g,28.422414246,2,170.025,48,56.449775,56.449775,118.308945833,8722,99.56,1.01
2021,małopolskie,PL1203,strefa małopolska,MpNiepo3Maja,PM10,24g,28.491606648,5.92,131.68,49,58.85,58.85,131.68,361,98.9,1.03
2021,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,PM10,1g,33.863160931,1,295.726,66,63.0225375,63.0225375,120.506058333,8736,99.72,1
2021,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,PM10,24g,35.236804408,7.45,127.94,76,67.5,67.5,127.94,363,99.45,0.99
2021,małopolskie,PL1203,strefa małopolska,MpNoTargPSlo,PM10,1g,38.170841904,1,431.4,70,73.493033333,74.400404167,216.593791667,8010,91.43,1.16
2021,małopolskie,PL1203,strefa małopolska,MpNoTargPSlo,PM10,24g,37.91578635,6.85,234.9,72,74.92,79.45,234.9,337,92.32,1.19
2021,małopolskie,PL1203,strefa małopolska,MpOlkuCegiel,PM10,1g,31.821290596,1,244.593,52,55.6092,55.6092,102.007333333,8704,99.36,1.01
2021,małopolskie,PL1203,strefa małopolska,MpOlkuCegiel,PM10,24g,30.69709589,7.5,96.3,50,54.97,54.97,96.3,365,100,1.01
2021,małopolskie,PL1203,strefa małopolska,MpOswiecBema,PM10,1g,35.690424394,1,329.776,67,71.302566667,71.302566667,158.006658333,8671,98.98,1.02
2021,małopolskie,PL1203,strefa małopolska,MpOswiecBema,PM10,24g,36.864623955,6.94,168.49,75,79.22,79.84,168.49,359,98.35,0.97
2021,małopolskie,PL1203,strefa małopolska,MpRabkaOrkan,PM10,1g,28.135208247,0.99898,283.81,41,54.860862917,54.860862917,128.352941667,8718,99.52,1.01
2021,małopolskie,PL1203,strefa małopolska,MpRabkaOrkan,PM10,24g,27.460550964,5.46,119.33,40,53.48,53.48,119.33,363,99.45,0.99
2021,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,PM10,1g,32.115875338,1,200.95,56,62.022391667,62.622408333,118.685620833,8627,98.48,1.02
2021,małopolskie,PL1203,strefa małopolska,MpSuchaNiesz,PM10,1g,40.818208466,1.76347,337.522,92,85.021429167,85.021429167,181.475841667,8684,99.13,1.02
2021,małopolskie,PL1203,strefa małopolska,MpSuchaNiesz,PM10,24g,39.911606648,7.29,172.73,93,80.24,80.24,172.73,361,98.9,0.99
2021,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,PM10,1g,18.864837736,1,119.544,8,31.301841667,31.362495833,72.285145833,8616,98.35,1
2021,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,PM10,1g,28.595043826,1,209.442,37,50.645895833,50.645895833,95.52185,8732,99.68,1
2021,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,PM10,24g,29.074723757,7.81,105.87,46,52.82,52.82,105.87,362,99.17,0.99
2021,małopolskie,PL1203,strefa małopolska,MpTuchChopin,PM10,24g,34.828027397,6.74,157.45,73,71.75,71.75,157.45,365,100,1.01
2021,małopolskie,PL1203,strefa małopolska,MpZabieWapie,PM10,1g,35.934173506,1.27292,237.631,71,69.970658333,70.044779167,140.278258333,8614,98.33,1.01
2021,małopolskie,PL1203,strefa małopolska,MpZabieWapie,PM10,24g,36.423903134,6.6,144.9,73,72.8,74.7,144.9,351,96.16,1.03
2021,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM10,1g,24.043582496,1,221.795,28,46.944141667,46.944141667,110.483795833,8683,99.12,1.01
2021,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM10,24g,24.344683196,4.46,114.13,28,46.28,46.28,114.13,363,99.45,1.02
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAKrzywo,PM10,24g,25.080297753,3.801,125.909,18,43.179,43.434,125.909,356,97.53,1
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,PM10,1g,40.294515239,2.81,907.32,82,61.357916667,61.357916667,150.015416667,8695,99.25,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarBajkowa,PM10,1g,25.657525525,0.11,323.26,30,46.364583333,46.364583333,160.0925,8717,99.5,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarBajkowa,PM10,24g,26.041410876,4.145,186.017,26,47.688,48.858,186.017,331,90.68,0.95
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarChrosci,PM10,1g,25.211342199,0.08,219.28,19,43.2375,43.243333333,129.06625,8683,99.12,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarChrosci,PM10,24g,25.240280992,4.145,136.654,17,43.451,43.451,136.654,363,99.45,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarTolstoj,PM10,1g,24.593277752,0.4,201.73,17,42.764583333,42.764583333,109.786666667,8756,99.95,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,PM10,1g,22.908279775,0.22,194.19,12,39.760833333,40.444166667,113.458333333,8371,95.55,0.94
2021,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,PM10,24g,23.153052,5.929,103.86756,19,43.91,43.91,103.86756,360,98.63,0.99
2021,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,PM10,1g,22.622770932,0.65,204.86,19,39.377916667,39.377916667,98.834583333,8683,99.12,1.02
